日時	CAD/JPY(始値, 買い)	CAD/JPY(高値, 買い)	CAD/JPY(安値, 買い)	CAD/JPY(終値, 買い)	CAD/JPY(始値, 売り)	CAD/JPY(高値, 売り)	CAD/JPY(安値, 売り)	CAD/JPY(終値, 売り)	
2012-07-20T02:00:00	78.026	78.068	77.945	77.979	77.998	78.043	77.917	77.952	
2012-07-20T01:00:00	78.016	78.076	77.989	78.026	77.988	78.049	77.964	77.998	
2012-07-20T00:00:00	78.062	78.086	77.966	78.016	78.036	78.061	77.939	77.988	
2012-07-19T23:00:00	78.126	78.126	77.884	78.062	78.041	78.053	77.859	78.036	
2012-07-19T22:00:00	78.030	78.126	77.924	78.126	78.007	78.095	77.897	78.041	
2012-07-19T21:00:00	77.933	78.053	77.867	78.030	77.905	78.026	77.827	78.007	
2012-07-19T20:00:00	78.038	78.048	77.901	77.933	78.013	78.021	77.877	77.905	
2012-07-19T19:00:00	77.933	78.042	77.929	78.038	77.910	78.020	77.902	78.013	
2012-07-19T18:00:00	77.811	77.982	77.802	77.933	77.784	77.957	77.776	77.910	
2012-07-19T17:00:00	77.883	77.889	77.801	77.811	77.855	77.864	77.774	77.784	
2012-07-19T16:00:00	77.813	77.900	77.813	77.883	77.787	77.876	77.786	77.855	
2012-07-19T15:00:00	77.858	77.869	77.797	77.813	77.834	77.846	77.768	77.787	
2012-07-19T14:00:00	77.803	77.877	77.785	77.858	77.774	77.853	77.756	77.834	
2012-07-19T13:00:00	77.859	77.921	77.802	77.803	77.830	77.892	77.773	77.774	
2012-07-19T12:00:00	77.838	77.884	77.774	77.859	77.810	77.859	77.743	77.830	
2012-07-19T11:00:00	77.905	77.915	77.818	77.838	77.879	77.889	77.790	77.810	
2012-07-19T10:00:00	77.956	77.981	77.875	77.905	77.930	77.953	77.846	77.879	
2012-07-19T09:00:00	78.025	78.063	77.939	77.956	77.996	78.037	77.912	77.930	
2012-07-19T08:00:00	78.029	78.031	77.977	78.025	78.003	78.003	77.947	77.996	
2012-07-19T07:00:00	78.021	78.057	77.992	78.029	77.988	78.022	77.961	78.003	
2012-07-19T06:00:00	78.034	78.061	78.003	78.021	77.968	78.007	77.935	77.988	
2012-07-19T05:00:00	77.971	78.034	77.951	78.034	77.943	78.003	77.923	77.968	
2012-07-19T04:00:00	77.926	77.982	77.923	77.971	77.898	77.956	77.897	77.943	
2012-07-19T03:00:00	77.964	78.007	77.882	77.926	77.936	77.980	77.854	77.898	
2012-07-19T02:00:00	78.038	78.040	77.947	77.964	78.012	78.014	77.921	77.936	
2012-07-19T01:00:00	77.931	78.039	77.928	78.038	77.904	78.015	77.900	78.012	
2012-07-19T00:00:00	78.036	78.048	77.905	77.931	78.011	78.023	77.878	77.904	
2012-07-18T23:00:00	77.989	78.072	77.932	78.036	77.966	78.049	77.906	78.011	
2012-07-18T22:00:00	77.850	78.024	77.830	77.989	77.827	78.000	77.805	77.966	
2012-07-18T21:00:00	77.910	77.958	77.804	77.850	77.884	77.932	77.778	77.827	
2012-07-18T20:00:00	77.940	77.964	77.883	77.910	77.911	77.941	77.858	77.884	
2012-07-18T19:00:00	77.957	78.016	77.923	77.940	77.929	77.988	77.893	77.911	
2012-07-18T18:00:00	78.052	78.062	77.933	77.957	78.024	78.034	77.904	77.929	
2012-07-18T17:00:00	78.051	78.095	78.001	78.052	78.025	78.073	77.975	78.024	
2012-07-18T16:00:00	78.017	78.132	78.015	78.051	77.988	78.107	77.986	78.025	
2012-07-18T15:00:00	78.024	78.054	77.970	78.017	77.999	78.027	77.942	77.988	
2012-07-18T14:00:00	78.090	78.096	77.953	78.024	78.064	78.067	77.926	77.999	
2012-07-18T13:00:00	78.077	78.108	78.069	78.090	78.048	78.080	78.041	78.064	
2012-07-18T12:00:00	78.162	78.169	78.065	78.077	78.132	78.141	78.037	78.048	
2012-07-18T11:00:00	78.142	78.206	78.112	78.162	78.113	78.180	78.086	78.132	
2012-07-18T10:00:00	78.154	78.187	78.136	78.142	78.126	78.161	78.108	78.113	
2012-07-18T09:00:00	78.155	78.189	78.072	78.154	78.126	78.163	78.042	78.126	
2012-07-18T08:00:00	78.147	78.194	78.134	78.155	78.118	78.165	78.104	78.126	
2012-07-18T07:00:00	78.103	78.171	78.096	78.147	78.059	78.142	78.045	78.118	
2012-07-18T06:00:00	78.173	78.207	78.094	78.103	78.089	78.134	78.025	78.059	
2012-07-18T05:00:00	78.133	78.196	78.102	78.173	78.105	78.160	78.069	78.089	
2012-07-18T04:00:00	78.121	78.144	78.004	78.133	78.107	78.122	77.976	78.105	
2012-07-18T03:00:00	78.045	78.149	78.024	78.121	78.017	78.121	77.996	78.107	
2012-07-18T02:00:00	78.053	78.097	77.989	78.045	78.025	78.071	77.963	78.017	
2012-07-18T01:00:00	77.955	78.074	77.931	78.053	77.929	78.047	77.906	78.025	
2012-07-18T00:00:00	77.718	77.964	77.697	77.955	77.693	77.938	77.672	77.929	
2012-07-17T23:00:00	77.972	78.001	77.704	77.718	77.947	77.979	77.679	77.693	
2012-07-17T22:00:00	78.012	78.067	77.939	77.972	77.913	78.039	77.905	77.947	
