日時	EUR/JPY(始値, 買い)	EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	
EUR/JPY(高値, 売り)	EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	K	D	2014-02-15T07:00:00	139.425	139.481	139.425	
82.73	2013-12-27T20:30:00	144.914	145.709	144.883	145.404	144.886	145.676	144.852	
145.376	84.69	87.48	2013-12-27T20:00:00	144.695	144.930	144.687	144.914	144.668	
144.907	144.662	144.886	90.47	89.54	2013-12-27T19:30:00	144.686	144.719	144.665	
144.695	144.662	144.697	144.641	144.668	87.29	90.28	2013-12-27T19:00:00	144.637	
144.695	144.616	144.686	144.615	144.668	144.590	144.662	90.85	93.46	
2013-12-27T18:30:00	144.602	144.739	144.537	144.637	144.573	144.716	144.512	144.615	
92.71	91.53	2013-12-27T18:00:00	144.530	144.630	144.482	144.602	144.502	144.602	
144.454	144.573	96.81	86.02	2013-12-27T17:30:00	144.472	144.544	144.431	144.530	
144.443	144.518	144.407	144.502	85.07	77.86	2013-12-27T17:00:00	144.114	144.480	
144.095	144.472	144.091	144.453	144.074	144.443	76.16	72.47	2013-12-27T16:30:00	
144.156	144.179	144.028	144.114	144.125	144.149	144.004	144.091	72.34	
72.17	2013-12-27T16:00:00	144.188	144.253	144.102	144.156	144.157	144.232	144.072	
144.125	68.90	67.45	2013-12-27T15:30:00	143.997	144.230	143.981	144.188	143.971	
144.207	143.952	144.157	75.28	61.95	2013-12-27T15:00:00	144.111	144.110	143.953	
143.997	144.082	144.083	143.925	143.971	58.16	48.55	2013-12-27T14:30:00	143.917	
144.112	143.910	144.111	143.889	144.111	143.880	144.082	52.41	45.39	
2013-12-27T14:00:00	143.909	143.967	143.901	143.917	143.878	143.940	143.870	143.889	
35.07	49.04	2013-12-27T13:30:00	143.898	143.935	143.863	143.909	143.867	143.907	
143.833	143.878	48.69	60.31	2013-12-27T13:00:00	143.990	143.999	143.870	143.898	
143.960	143.968	143.844	143.867	63.36	67.59	2013-12-27T12:30:00	143.991	144.023	
143.961	143.990	143.961	143.994	143.931	143.960	68.89	68.90	2013-12-27T12:00:00	
143.830	144.076	143.830	143.991	143.803	144.045	143.804	143.961	70.53	
70.16	2013-12-27T11:30:00	143.884	143.898	143.824	143.830	143.853	143.868	143.798	
143.803	67.28	70.88	2013-12-27T11:00:00	143.793	143.934	143.789	143.884	143.763	
143.904	143.760	143.853	72.67	75.39	2013-12-27T10:30:00	143.804	143.814	143.719	
143.793	143.775	143.795	143.689	143.763	72.68	80.41	2013-12-27T10:00:00	143.832	
143.942	143.752	143.804	143.802	143.914	143.724	143.775	80.82	82.31	
2013-12-27T09:30:00	143.795	143.907	143.695	143.832	143.767	143.887	143.672	143.802	
87.74	76.07	2013-12-27T09:00:00	143.676	143.819	143.622	143.795	143.644	143.804	
143.592	143.767	78.38	64.58	2013-12-27T08:30:00	143.517	143.701	143.495	143.676	
143.469	143.669	143.461	143.644	62.10	57.43	2013-12-27T08:00:00	143.495	143.545	
143.486	143.517	143.451	143.524	143.446	143.469	53.27	58.60	2013-12-27T07:30:00	
143.507	143.559	143.477	143.495	143.454	143.548	143.438	143.451	56.91	
61.30	2013-12-27T07:00:00	143.529	143.562	143.443	143.507	143.453	143.477	143.389	
143.454	65.63	64.12	2013-12-27T06:30:00	143.466	143.540	143.457	143.529	143.430	
143.510	143.416	143.453	61.37	61.81	2013-12-27T06:00:00	143.450	143.471	143.417	
143.466	143.411	143.434	143.380	143.430	65.37	61.48	2013-12-27T05:30:00	143.444	
143.497	143.426	143.450	143.408	143.466	143.392	143.411	58.69	62.48	
2013-12-27T05:00:00	143.393	143.451	143.383	143.444	143.360	143.419	143.352	143.408	
60.37	68.90	2013-12-27T04:30:00	143.406	143.453	143.392	143.393	143.373	143.420	
143.357	143.360	68.39	71.25	2013-12-27T04:00:00	143.451	143.473	143.405	143.406	
143.417	143.440	143.370	143.373	77.95	63.68	2013-12-27T03:30:00	143.423	143.451	
143.409	143.451	143.389	143.417	143.375	143.417	67.40	48.75	2013-12-27T03:00:00	
143.363	143.429	143.341	143.423	143.327	143.396	143.307	143.389	45.69	
40.70	2013-12-27T02:30:00	143.382	143.383	143.319	143.363	143.346	143.349	143.285	
143.327	33.16	37.31	2013-12-27T02:00:00	143.388	143.417	143.370	143.382	143.355	
143.383	143.335	143.346	43.25	37.70	2013-12-27T01:30:00	143.416	143.430	143.354	
143.388	143.386	143.398	143.321	143.355	35.53	31.41	2013-12-27T01:00:00	143.370	
143.453	143.307	143.416	143.341	143.422	143.278	143.386	34.33	27.72	
2013-12-27T00:30:00	143.417	143.504	143.359	143.370	143.386	143.473	143.327	143.341	
24.38	24.86	2013-12-27T00:00:00	143.395	143.461	143.355	143.417	143.367	143.429	
143.326	143.386	24.46	31.20	2013-12-26T23:30:00	143.374	143.433	143.356	143.395	
143.342	143.402	143.328	143.367	25.75	36.79	2013-12-26T23:00:00	143.434	143.441	
143.352	143.374	143.404	143.410	143.320	143.342	43.39	44.31	2013-12-26T22:30:00	
143.533	143.551	143.370	143.434	143.472	143.499	143.338	143.404	41.24	
46.86	2013-12-26T22:00:00	143.401	143.534	143.372	143.533	143.371	143.504	143.341	
143.472	48.32	56.72	2013-12-26T21:30:00	143.486	143.503	143.395	143.401	143.453	
143.474	143.363	143.371	51.01	64.11	2013-12-26T21:00:00	143.527	143.531	143.474	
143.486	143.489	143.495	143.442	143.453	70.83	68.33	2013-12-26T20:30:00	143.489	
143.534	143.480	143.527	143.454	143.499	143.445	143.489	70.50	66.53	
2013-12-26T20:00:00	143.468	143.523	143.404	143.489	143.430	143.508	143.367	143.454	
63.67	64.48	2013-12-26T19:30:00	143.479	143.490	143.409	143.468	143.443	143.457	
143.371	143.430	65.43	62.02	2013-12-26T19:00:00	143.487	143.493	143.442	143.479	
143.452	143.458	143.407	143.443	64.34	58.10	2013-12-26T18:30:00	143.459	143.509	
143.450	143.487	143.423	143.476	143.413	143.452	56.30	56.71	2013-12-26T18:00:00	
143.395	143.551	143.375	143.459	143.358	143.516	143.339	143.423	53.65	
61.16	2013-12-26T17:30:00	143.401	143.437	143.335	143.395	143.368	143.403	143.301	
143.358	60.18	68.93	2013-12-26T17:00:00	143.411	143.433	143.340	143.401	143.379	
143.396	143.301	143.368	69.65	77.07	2013-12-26T16:30:00	143.373	143.442	143.378	
143.411	143.356	143.406	143.352	143.379	76.97	84.73	2013-12-26T16:00:00	143.430	
143.438	143.360	143.373	143.394	143.406	143.328	143.356	84.58	91.56	
2013-12-26T15:30:00	143.448	143.469	143.385	143.430	143.412	143.437	143.352	143.394	
92.64	95.85	2013-12-26T15:00:00	143.307	143.451	143.289	143.448	143.274	143.419	
143.254	143.412	97.45	94.96	2013-12-26T14:30:00	143.258	143.350	143.223	143.307	
143.223	143.316	143.192	143.274	97.45	90.04	2013-12-26T14:00:00	143.221	143.263	
143.203	143.258	143.190	143.233	143.164	143.223	89.97	80.93	2013-12-26T13:30:00	
142.608	143.234	143.213	143.221	142.575	143.196	143.175	143.190	82.69	
68.95	2013-12-25T02:00:00	142.606	142.611	142.608	142.608	142.573	142.577	142.573	
142.575	70.13	54.79	2013-12-25T01:30:00	142.600	142.639	142.583	142.606	142.573	
142.611	142.551	142.573	54.02	42.29	2013-12-25T01:00:00	142.527	142.619	142.509	
142.600	142.505	142.593	142.482	142.573	40.23	33.33	2013-12-25T00:30:00	142.567	
142.621	142.527	142.527	142.536	142.590	142.499	142.505	32.62	29.40	
2013-12-25T00:00:00	142.580	142.597	142.520	142.567	142.544	142.569	142.492	142.536	
27.13	29.74	2013-12-24T23:30:00	142.549	142.586	142.478	142.580	142.520	142.556	
142.447	142.544	28.44	37.06	2013-12-24T23:00:00	142.627	142.669	142.535	142.549	
142.601	142.652	142.506	142.520	33.67	47.11	2013-12-24T22:30:00	142.671	142.721	
142.598	142.627	142.640	142.691	142.538	142.601	49.07	57.56	2013-12-24T22:00:00	
142.659	142.717	142.626	142.671	142.632	142.698	142.599	142.640	58.59	
64.64	2013-12-24T21:30:00	142.673	142.679	142.598	142.659	142.643	142.649	142.571	
142.632	65.01	70.88	2013-12-24T21:00:00	142.681	142.693	142.612	142.673	142.648	
142.663	142.582	142.643	70.31	75.38	2013-12-24T20:30:00	142.657	142.706	142.627	
142.681	142.633	142.682	142.603	142.648	77.31	77.79	2013-12-24T20:00:00	142.685	
142.710	142.641	142.657	142.656	142.685	142.611	142.633	78.53	76.57	
2013-12-24T19:30:00	142.649	142.697	142.625	142.685	142.621	142.675	142.598	142.656	
77.53	68.58	2013-12-24T19:00:00	142.618	142.686	142.585	142.649	142.594	142.657	
142.554	142.621	73.66	61.74	2013-12-24T18:30:00	142.643	142.650	142.575	142.618	
142.615	142.622	142.545	142.594	54.54	54.21	2013-12-24T18:00:00	142.557	142.643	
142.544	142.643	142.529	142.618	142.515	142.615	57.03	56.26	2013-12-24T17:30:00	
142.637	142.638	142.532	142.557	142.609	142.611	142.503	142.529	51.07	
55.71	2013-12-24T17:00:00	142.627	142.649	142.526	142.637	142.603	142.623	142.499	
142.609	60.68	53.52	2013-12-24T16:30:00	142.650	142.669	142.542	142.627	142.624	
142.642	142.517	142.603	55.38	43.86	2013-12-24T16:00:00	142.672	142.672	142.582	
142.650	142.649	142.649	142.556	142.624	44.49	31.55	2013-12-24T15:30:00	142.608	
142.677	142.608	142.672	142.580	142.650	142.577	142.649	31.71	24.86	
2013-12-24T15:00:00	142.570	142.630	142.524	142.608	142.541	142.602	142.493	142.580	
18.45	24.01	2013-12-24T14:30:00	142.707	142.706	142.537	142.570	142.676	142.678	
142.509	142.541	24.42	27.69	2013-12-24T14:00:00	142.774	142.787	142.670	142.707	
142.746	142.762	142.643	142.676	29.16	32.26	2013-12-24T13:30:00	142.773	142.780	
142.714	142.774	142.743	142.755	142.683	142.746	29.50	38.74	2013-12-24T13:00:00	
142.781	142.843	142.745	142.773	142.757	142.818	142.715	142.743	38.14	
49.07	2013-12-24T12:30:00	142.827	142.840	142.778	142.781	142.801	142.812	142.749	
142.757	48.57	58.06	2013-12-24T12:00:00	142.781	142.852	142.780	142.827	142.753	
142.824	142.751	142.801	60.51	67.19	2013-12-24T11:30:00	142.782	142.856	142.768	
142.781	142.751	142.824	142.739	142.753	65.10	72.03	2013-12-24T11:00:00	142.855	
142.857	142.761	142.782	142.826	142.829	142.731	142.751	75.95	72.79	
2013-12-24T10:30:00	142.839	142.895	142.803	142.855	142.808	142.866	142.773	142.826	
75.05	68.24	2013-12-24T10:00:00	142.717	142.863	142.676	142.839	142.687	142.834	
142.645	142.808	67.37	66.84	2013-12-24T09:30:00	142.677	142.737	142.641	142.717	
142.646	142.711	142.610	142.687	62.29	69.31	2013-12-24T09:00:00	142.710	142.762	
142.672	142.677	142.680	142.733	142.642	142.646	70.85	74.96	2013-12-24T08:30:00	
142.726	142.754	142.651	142.710	142.694	142.729	142.619	142.680	74.80	
77.91	2013-12-24T08:00:00	142.726	142.736	142.661	142.726	142.680	142.705	142.630	
142.694	79.24	80.69	2013-12-24T07:30:00	142.753	142.784	142.705	142.726	142.688	
142.757	142.664	142.680	79.70	81.92	2013-12-24T07:00:00	142.606	142.776	142.599	
142.753	142.568	142.722	142.470	142.688	83.14	81.15	2013-12-24T06:30:00	142.575	
142.624	142.545	142.606	142.546	142.596	142.512	142.568	82.91	73.09	
2013-12-24T06:00:00	142.568	142.593	142.519	142.575	142.537	142.564	142.491	142.546	
77.41	58.81	2013-12-24T05:30:00	142.548	142.583	142.535	142.568	142.518	142.553	
142.503	142.537	58.96	40.60	2013-12-24T05:00:00	142.524	142.548	142.506	142.548	
142.494	142.519	142.475	142.518	40.06	26.64	2013-12-24T04:30:00	142.523	142.545	
142.490	142.524	142.496	142.518	142.460	142.494	22.78	16.46	2013-12-24T04:00:00	
142.494	142.548	142.487	142.523	142.465	142.519	142.455	142.496	17.08	
17.08	2013-12-24T03:30:00	142.506	142.534	142.468	142.494	142.474	142.515	142.440	
142.465	9.53	25.00	2013-12-24T03:00:00	142.527	142.592	142.477	142.506	142.496	
142.564	142.450	142.474	24.64	44.77	2013-12-24T02:30:00	142.628	142.662	142.510	
142.527	142.595	142.632	142.482	142.496	40.84	59.75	2013-12-24T02:00:00	142.583	
142.642	142.548	142.628	142.556	142.615	142.520	142.595	68.83	72.73	
2013-12-24T01:30:00	142.690	142.693	142.578	142.583	142.659	142.666	142.548	142.556	
69.57	75.12	2013-12-24T01:00:00	142.544	142.697	142.540	142.690	142.522	142.668	
142.513	142.659	79.80	80.73	2013-12-24T00:30:00	142.637	142.726	142.530	142.544	
142.604	142.697	142.504	142.522	76.00	83.61	2013-12-24T00:00:00	142.512	142.672	
142.491	142.637	142.483	142.647	142.463	142.604	86.40	88.43	2013-12-23T23:30:00	
142.442	142.604	142.376	142.512	142.411	142.579	142.348	142.483	88.42	
90.33	2013-12-23T23:00:00	142.432	142.475	142.326	142.442	142.403	142.448	142.298	
142.411	90.47	85.10	2013-12-23T22:30:00	142.384	142.441	142.302	142.432	142.345	
142.415	142.274	142.403	92.10	70.65	2013-12-23T22:00:00	142.257	142.417	142.232	
142.384	142.228	142.390	142.204	142.345	72.71	45.87	2013-12-23T21:30:00	142.170	
142.263	142.149	142.257	142.140	142.236	142.120	142.228	47.15	25.09	
2013-12-23T21:00:00	142.134	142.204	142.112	142.170	142.104	142.175	142.085	142.140	
17.76	15.30	2013-12-23T20:30:00	142.126	142.213	142.120	142.134	142.100	142.186	
142.095	142.104	10.38	17.37	2013-12-23T20:00:00	142.199	142.240	142.115	142.126	
142.171	142.212	142.087	142.100	17.77	23.08	2013-12-23T19:30:00	142.228	142.256	
142.183	142.199	142.200	142.229	142.159	142.171	23.97	26.49	2013-12-23T19:00:00	
142.226	142.247	142.185	142.228	142.199	142.219	142.155	142.200	27.49	
25.57	2013-12-23T18:30:00	142.241	142.312	142.197	142.226	142.211	142.286	142.169	
142.199	28.02	26.39	2013-12-23T18:00:00	142.254	142.306	142.176	142.241	142.227	
142.279	142.149	142.211	21.22	31.87	2013-12-23T17:30:00	142.270	142.290	142.179	
142.254	142.241	142.263	142.153	142.227	29.94	48.55	2013-12-23T17:00:00	142.343	
142.343	142.263	142.270	142.314	142.315	142.234	142.241	44.46	65.49	
2013-12-23T16:30:00	142.371	142.378	142.266	142.343	142.348	142.348	142.238	142.314	
71.25	76.86	2013-12-23T16:00:00	142.386	142.405	142.338	142.371	142.355	142.382	
142.310	142.348	80.77	77.94	2013-12-23T15:30:00	142.378	142.396	142.350	142.386	
142.350	142.368	142.320	142.355	78.58	69.13	2013-12-23T15:00:00	142.329	142.401	
142.331	142.378	142.302	142.375	142.303	142.350	74.46	53.91	2013-12-23T14:30:00	
142.333	142.336	142.306	142.329	142.305	142.308	142.279	142.302	54.34	
33.91	2013-12-23T14:00:00	142.302	142.355	142.266	142.333	142.278	142.329	142.241	
142.305	32.93	19.63	2013-12-23T13:30:00	142.298	142.331	142.294	142.302	142.271	
142.303	142.265	142.278	14.47	15.05	2013-12-23T13:00:00	142.316	142.317	142.291	
142.298	142.290	142.288	142.266	142.271	11.50	18.47	2013-12-23T12:30:00	142.315	
142.322	142.299	142.316	142.289	142.297	142.272	142.290	19.17	28.36	
2013-12-23T12:00:00	142.348	142.350	142.306	142.315	142.324	142.322	142.276	142.289	
24.73	40.23	2013-12-23T11:30:00	142.347	142.350	142.294	142.348	142.316	142.327	
142.265	142.324	41.18	56.84	2013-12-23T11:00:00	142.413	142.413	142.341	142.347	
142.382	142.383	142.314	142.316	54.77	71.32	2013-12-23T10:30:00	142.425	142.437	
142.382	142.413	142.400	142.409	142.353	142.382	74.58	81.38	2013-12-23T10:00:00	
142.487	142.492	142.424	142.425	142.458	142.464	142.394	142.400	84.60	
81.67	2013-12-23T09:30:00	142.365	142.504	142.364	142.487	142.334	142.475	142.336	
142.458	84.96	74.13	2013-12-23T09:00:00	142.310	142.379	142.266	142.365	142.279	
142.353	142.234	142.334	75.45	63.23	2013-12-23T08:30:00	142.306	142.312	142.274	
142.310	142.278	142.283	142.248	142.279	61.98	53.74	2013-12-23T08:00:00	142.289	
142.322	142.270	142.306	142.250	142.297	142.240	142.278	52.28	49.18	
2013-12-23T07:30:00	142.263	142.309	142.252	142.289	142.226	142.272	142.216	142.250	
46.97	53.90	2013-12-23T07:00:00	142.375	142.321	142.188	142.263	142.288	142.242	
142.130	142.226	48.29	58.06	2013-12-21T06:30:00	142.334	142.403	142.283	142.389	
142.298	142.343	142.243	142.289	66.44	57.53	2013-12-21T06:00:00	142.390	142.390	
142.320	142.334	142.358	142.358	142.286	142.298	59.43	43.99	2013-12-21T05:30:00	
142.279	142.392	142.267	142.390	142.249	142.365	142.239	142.358	46.72	
35.52	2013-12-21T05:00:00	142.283	142.299	142.248	142.279	142.248	142.268	142.216	
142.249	25.82	37.84	2013-12-21T04:30:00	142.311	142.323	142.248	142.283	142.281	
142.295	142.222	142.248	34.01	47.15	2013-12-21T04:00:00	142.319	142.337	142.288	
142.311	142.291	142.311	142.260	142.281	53.70	51.92	2013-12-21T03:30:00	142.340	
142.364	142.289	142.319	142.307	142.334	142.260	142.291	53.74	45.07	
2013-12-21T03:00:00	142.319	142.359	142.277	142.340	142.296	142.330	142.250	142.307	
48.32	37.91	2013-12-21T02:30:00	142.351	142.403	142.307	142.319	142.321	142.376	
142.279	142.296	33.14	28.80	2013-12-21T02:00:00	142.313	142.393	142.265	142.351	
142.284	142.365	142.235	142.321	32.26	25.34	2013-12-21T01:30:00	142.308	142.379	
142.220	142.313	142.282	142.350	142.197	142.284	20.98	29.30	2013-12-21T01:00:00	
142.316	142.371	142.118	142.308	142.287	142.345	142.089	142.282	22.79	
40.76	2013-12-21T00:30:00	142.595	142.747	142.306	142.316	142.567	142.721	142.276	
142.287	44.12	52.25	2013-12-21T00:00:00	142.740	142.759	142.501	142.595	142.715	
142.729	142.476	142.567	55.37	54.57	2013-12-20T23:30:00	142.596	142.758	142.583	
142.740	142.564	142.730	142.553	142.715	57.25	51.86	2013-12-20T23:00:00	142.602	
142.668	142.552	142.596	142.577	142.641	142.526	142.564	51.08	48.09	
2013-12-20T22:30:00	142.694	142.748	142.566	142.602	142.630	142.721	142.545	142.577	
47.25	44.69	2013-12-20T22:00:00	142.558	142.704	142.511	142.694	142.531	142.680	
142.482	142.630	45.93	45.52	2013-12-20T21:30:00	142.602	142.647	142.502	142.558	
142.572	142.620	142.475	142.531	40.89	51.48	2013-12-20T21:00:00	142.618	142.651	
142.557	142.602	142.591	142.625	142.531	142.572	49.75	62.37	2013-12-20T20:30:00	
142.594	142.645	142.562	142.618	142.565	142.619	142.538	142.591	63.80	
75.03	2013-12-20T20:00:00	142.660	142.701	142.569	142.594	142.633	142.676	142.544	
142.565	73.57	82.31	2013-12-20T19:30:00	142.558	142.731	142.525	142.660	142.531	
142.702	142.498	142.633	87.71	87.24	2013-12-20T19:00:00	142.561	142.582	142.520	
142.558	142.537	142.558	142.494	142.531	85.65	81.24	2013-12-20T18:30:00	142.498	
142.580	142.448	142.561	142.469	142.555	142.421	142.537	88.37	69.26	
2013-12-20T18:00:00	142.516	142.574	142.462	142.498	142.491	142.547	142.435	142.469	
69.69	47.60	2013-12-20T17:30:00	142.402	142.523	142.387	142.516	142.378	142.496	
142.363	142.491	49.72	29.30	2013-12-20T17:00:00	142.323	142.467	142.321	142.402	
142.298	142.439	142.293	142.378	23.39	19.33	2013-12-20T16:30:00	142.342	142.446	
142.295	142.323	142.316	142.429	142.270	142.298	14.80	19.55	2013-12-20T16:00:00	
142.339	142.415	142.281	142.342	142.310	142.391	142.253	142.316	19.80	
23.81	2013-12-20T15:30:00	142.423	142.437	142.300	142.339	142.395	142.409	142.273	
142.310	24.04	30.22	2013-12-20T15:00:00	142.405	142.608	142.393	142.423	142.377	
142.585	142.365	142.395	27.59	40.81	2013-12-20T14:30:00	142.378	142.444	142.347	
142.405	142.354	142.420	142.319	142.377	39.01	57.01	2013-12-20T14:00:00	142.457	
142.464	142.348	142.378	142.431	142.443	142.322	142.354	55.83	72.22	
2013-12-20T13:30:00	142.473	142.506	142.437	142.457	142.447	142.481	142.410	142.431	
76.18	80.69	2013-12-20T13:00:00	142.447	142.531	142.442	142.473	142.423	142.502	
142.413	142.447	84.66	78.85	2013-12-20T12:30:00	142.413	142.494	142.402	142.447	
142.382	142.468	142.379	142.423	81.22	66.12	2013-12-20T12:00:00	142.373	142.431	
142.338	142.413	142.347	142.403	142.311	142.382	70.66	54.44	2013-12-20T11:30:00	
142.342	142.427	142.339	142.373	142.317	142.400	142.311	142.347	46.47	
42.66	2013-12-20T11:00:00	142.276	142.377	142.217	142.342	142.248	142.351	142.194	
142.317	46.18	38.40	2013-12-20T10:30:00	142.396	142.418	142.276	142.276	142.368	
142.392	142.248	142.248	35.33	34.14	2013-12-20T10:00:00	142.281	142.431	142.256	
142.396	142.256	142.407	142.226	142.368	33.70	38.45	2013-12-20T09:30:00	142.272	
142.403	142.240	142.281	142.243	142.376	142.214	142.256	33.40	46.49	
2013-12-20T09:00:00	142.435	142.456	142.245	142.272	142.406	142.431	142.218	142.243	
48.24	55.89	2013-12-20T08:30:00	142.419	142.446	142.365	142.435	142.394	142.422	
142.338	142.406	57.83	62.82	2013-12-20T08:00:00	142.340	142.435	142.336	142.419	
142.311	142.405	142.312	142.394	61.60	72.76	2013-12-20T07:30:00	142.438	142.440	
142.334	142.340	142.403	142.404	142.303	142.311	69.02	80.43	2013-12-20T07:00:00	
142.428	142.498	142.419	142.438	142.387	142.450	142.369	142.403	87.66	
80.28	2013-12-20T06:30:00	142.405	142.444	142.404	142.428	142.378	142.419	142.374	
142.387	84.60	67.71	2013-12-20T06:00:00	142.341	142.417	142.323	142.405	142.310	
142.387	142.295	142.378	68.58	54.52	2013-12-20T05:30:00	142.265	142.387	142.249	
142.341	142.239	142.357	142.220	142.310	49.95	49.27	2013-12-20T05:00:00	142.258	
142.291	142.229	142.265	142.229	142.263	142.198	142.239	45.04	49.51	
2013-12-20T04:30:00	142.301	142.350	142.214	142.258	142.272	142.322	142.188	142.229	
52.82	48.22	2013-12-20T04:00:00	142.322	142.345	142.242	142.301	142.292	142.316	
142.218	142.272	50.66	42.37	2013-12-20T03:30:00	142.303	142.346	142.294	142.322	
142.273	142.318	142.265	142.292	41.18	39.46	2013-12-20T03:00:00	142.288	142.321	
142.256	142.303	142.260	142.293	142.226	142.273	35.28	41.67	2013-12-20T02:30:00	
142.311	142.336	142.195	142.288	142.284	142.308	142.168	142.260	41.93	
49.08	2013-12-20T02:00:00	142.354	142.373	142.260	142.311	142.326	142.349	142.233	
142.284	47.81	51.25	2013-12-20T01:30:00	142.332	142.398	142.292	142.354	142.302	
