日時	EUR/JPY(始値, 買い)	EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	EUR/JPY(高値, 売り)	EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	
2014-02-28T00:55:00	139.665	139.667	139.646	139.652	139.654	139.657	139.636	139.642	
2014-02-28T00:54:00	139.654	139.669	139.636	139.665	139.644	139.658	139.622	139.654	
2014-02-28T00:53:00	139.637	139.673	139.618	139.654	139.628	139.662	139.607	139.644	
2014-02-28T00:52:00	139.623	139.663	139.623	139.637	139.613	139.652	139.613	139.628	
2014-02-28T00:51:00	139.640	139.667	139.623	139.623	139.630	139.657	139.612	139.613	
2014-02-28T00:50:00	139.602	139.660	139.602	139.640	139.592	139.650	139.592	139.630	
2014-02-28T00:49:00	139.573	139.602	139.562	139.602	139.563	139.595	139.553	139.592	
2014-02-28T00:48:00	139.559	139.576	139.553	139.573	139.548	139.567	139.543	139.563	
2014-02-28T00:47:00	139.580	139.581	139.545	139.559	139.571	139.571	139.539	139.548	
2014-02-28T00:46:00	139.573	139.581	139.570	139.580	139.563	139.572	139.559	139.571	
2014-02-28T00:45:00	139.529	139.573	139.529	139.573	139.520	139.563	139.520	139.563	
2014-02-28T00:44:00	139.505	139.544	139.502	139.529	139.496	139.536	139.494	139.520	
2014-02-28T00:43:00	139.511	139.518	139.482	139.505	139.501	139.508	139.473	139.496	
2014-02-28T00:42:00	139.514	139.539	139.510	139.511	139.502	139.529	139.500	139.501	
2014-02-28T00:41:00	139.583	139.583	139.510	139.514	139.574	139.574	139.499	139.502	
2014-02-28T00:40:00	139.584	139.594	139.569	139.583	139.573	139.584	139.559	139.574	
2014-02-28T00:39:00	139.586	139.601	139.576	139.584	139.582	139.591	139.567	139.573	
2014-02-28T00:38:00	139.595	139.603	139.584	139.586	139.586	139.599	139.579	139.582	
2014-02-28T00:37:00	139.629	139.632	139.591	139.595	139.619	139.621	139.582	139.586	
2014-02-28T00:36:00	139.592	139.643	139.592	139.629	139.580	139.634	139.580	139.619	
2014-02-28T00:35:00	139.554	139.592	139.553	139.592	139.546	139.581	139.542	139.580	
