日時	NZD/CAD(始値, 買い)	NZD/CAD(高値, 買い)	NZD/CAD(安値, 買い)	NZD/CAD(終値, 買い)	NZD/CAD(始値, 売り)	NZD/CAD(高値, 売り)	NZD/CAD(安値, 売り)	NZD/CAD(終値, 売り)	
2008-11-15T07:00:00	0.68427	0.69311	0.67057	0.68456	0.68252	0.68976	0.66676	0.68327	
2008-11-08T07:00:00	0.70120	0.71582	0.67947	0.68427	0.69606	0.71467	0.67484	0.68252	
2008-11-01T06:00:00	0.70247	0.71481	0.68947	0.70120	0.70032	0.71262	0.68837	0.69606	
2008-10-25T06:00:00	0.71292	0.74199	0.69157	0.70247	0.71137	0.73742	0.68979	0.70032	
2008-10-18T06:00:00	0.72627	0.76027	0.69747	0.71292	0.72407	0.75637	0.69431	0.71137	
2008-10-11T06:00:00	0.70542	0.73792	0.69397	0.72627	0.70192	0.73612	0.69292	0.72407	
2008-10-04T06:00:00	0.71697	0.72627	0.64417	0.70542	0.71547	0.72252	0.64232	0.70192	
2008-09-27T06:00:00	0.70757	0.72140	0.69712	0.71697	0.70647	0.72032	0.69547	0.71547	
2008-09-20T06:00:00	0.72367	0.72507	0.70277	0.70757	0.72237	0.72382	0.70157	0.70647	
2008-09-13T06:00:00	0.71667	0.73427	0.69437	0.72367	0.71562	0.73272	0.69347	0.72237	
