日時	USOil(始値, 買い)	USOil(高値, 買い)	USOil(安値, 買い)	USOil(終値, 買い)	USOil(始値, 売り)	USOil(高値, 売り)	USOil(安値, 売り)	USOil(終値, 売り)	
2008-02-23T07:00:00	98.81	103.05	97.75	101.84	98.81	103.05	97.75	101.84	
2008-02-16T07:00:00	95.50	101.32	95.23	98.81	95.50	101.32	95.23	98.81	
2008-02-09T07:00:00	91.77	96.67	90.92	95.50	91.77	96.67	90.92	95.50	
2008-02-02T07:00:00	88.96	91.98	86.24	91.77	88.96	91.98	86.24	91.77	
2008-01-26T07:00:00	90.71	92.71	88.46	88.96	90.71	92.71	88.46	88.96	
2008-01-19T07:00:00	90.57	91.38	86.11	90.71	90.57	91.38	86.11	90.71	
2008-01-12T07:00:00	92.69	94.43	89.26	90.57	92.69	94.43	89.26	90.57	
2008-01-05T07:00:00	97.91	98.40	92.31	92.69	97.91	98.40	92.31	92.69	
2007-12-29T07:00:00	96.00	100.09	94.73	97.91	96.00	100.09	94.73	97.91	
2007-12-22T07:00:00	93.31	97.92	92.50	96.00	93.31	97.92	92.50	96.00	
2007-12-15T07:00:00	91.27	93.84	88.88	93.31	91.27	93.84	88.88	93.31	
2007-12-08T07:00:00	88.28	94.85	87.09	91.27	88.28	94.85	87.09	91.27	
2007-12-01T07:00:00	88.71	90.73	85.82	88.28	88.71	90.73	85.82	88.28	
2007-11-24T07:00:00	98.18	99.11	88.45	88.71	98.18	99.11	88.45	88.71	
2007-11-17T07:00:00	95.10	99.29	93.16	98.18	95.10	99.29	93.16	98.18	
2007-11-10T07:00:00	96.32	96.32	90.13	95.10	96.32	96.32	90.13	95.10	
2007-11-03T06:00:00	95.93	98.62	93.72	96.32	95.93	98.62	93.72	96.32	
2007-10-27T06:00:00	91.86	96.24	88.92	95.93	91.86	96.24	88.92	95.93	
2007-10-20T06:00:00	88.60	92.22	84.68	91.86	88.60	92.22	84.68	91.86	
2007-10-13T06:00:00	83.69	90.07	83.50	88.60	83.69	90.07	83.50	88.60	
2007-10-06T06:00:00	81.22	84.05	78.35	83.69	81.22	84.05	78.35	83.69	
2007-09-29T06:00:00	81.66	82.02	78.87	81.22	81.66	82.02	78.87	81.22	
2007-09-22T06:00:00	81.62	83.76	78.44	81.66	81.62	83.76	78.44	81.66	
2007-09-15T06:00:00	79.10	83.90	78.25	81.62	79.10	83.90	78.25	81.62	
2007-09-08T06:00:00	76.70	80.36	75.52	79.10	76.70	80.36	75.52	79.10	
2007-09-01T06:00:00	74.04	77.43	73.48	76.70	74.04	77.43	73.48	76.70	
2007-08-25T06:00:00	71.09	74.44	70.20	74.04	71.09	74.44	70.20	74.04	
2007-08-18T06:00:00	71.98	71.98	68.63	71.09	71.98	71.98	68.63	71.09	
2007-08-11T06:00:00	71.47	74.23	70.10	71.98	71.47	74.23	70.10	71.98	
2007-08-04T06:00:00	75.48	75.48	70.10	71.47	75.48	75.48	70.10	71.47	
2007-07-28T06:00:00	77.02	78.77	75.04	75.48	77.02	78.77	75.04	75.48	
2007-07-21T06:00:00	75.57	77.24	72.91	77.02	75.57	77.24	72.91	77.02	
2007-07-14T06:00:00	73.93	76.13	73.50	75.57	73.93	76.13	73.50	75.57	
2007-07-07T06:00:00	72.81	74.01	71.60	73.93	72.81	74.01	71.60	73.93	
2007-06-30T06:00:00	70.68	72.94	69.57	72.81	70.68	72.94	69.57	72.81	
2007-06-23T06:00:00	69.14	71.06	67.07	70.68	69.14	71.06	67.07	70.68	
2007-06-16T06:00:00	68.00	69.88	67.29	69.14	68.00	69.88	67.29	69.14	
2007-06-09T06:00:00	64.76	68.30	64.52	68.00	64.76	68.30	64.52	68.00	
2007-06-02T06:00:00	65.08	67.42	64.53	64.76	65.08	67.42	64.53	64.76	
2007-05-26T06:00:00	65.20	65.25	62.43	65.08	65.20	65.25	62.43	65.08	
2007-05-19T06:00:00	64.94	66.38	63.82	65.20	64.94	66.38	63.82	65.20	
2007-05-12T06:00:00	62.37	65.64	61.90	64.94	62.37	65.64	61.90	64.94	
