日時	EUR/NZD(始値, 買い)	EUR/NZD(高値, 買い)	EUR/NZD(安値, 買い)	EUR/NZD(終値, 買い)	EUR/NZD(始値, 売り)	EUR/NZD(高値, 売り)	EUR/NZD(安値, 売り)	EUR/NZD(終値, 売り)	
2005-07-02T06:00:00	1.75227	1.78387	1.74497	1.77837	1.75232	1.78392	1.74502	1.77842	
2005-06-25T06:00:00	1.71617	1.75667	1.71057	1.75227	1.71622	1.75672	1.71062	1.75232	
2005-06-18T06:00:00	1.71297	1.71857	1.68817	1.71617	1.71302	1.71862	1.68822	1.71622	
2005-06-11T06:00:00	1.71777	1.72017	1.68827	1.71297	1.71782	1.72022	1.68832	1.71302	
2005-06-04T06:00:00	1.74867	1.75037	1.70957	1.71777	1.74872	1.75042	1.70962	1.71782	
2005-05-28T06:00:00	1.75947	1.76167	1.74247	1.74867	1.75952	1.76172	1.74252	1.74872	
2005-05-21T06:00:00	1.77387	1.77617	1.75487	1.75947	1.77392	1.77622	1.75492	1.75952	
2005-05-14T06:00:00	1.77337	1.79257	1.77017	1.77387	1.77342	1.79262	1.77022	1.77392	
2005-05-07T06:00:00	1.75037	1.77707	1.74797	1.77337	1.75042	1.77712	1.74802	1.77342	
2005-04-30T06:00:00	1.76077	1.77967	1.74897	1.75037	1.76082	1.77972	1.74902	1.75042	
2005-04-23T06:00:00	1.78577	1.80037	1.75597	1.76077	1.78582	1.80042	1.75602	1.76082	
2005-04-16T06:00:00	1.80727	1.82247	1.78187	1.78577	1.80732	1.82252	1.78192	1.78582	
2005-04-09T06:00:00	1.80367	1.80757	1.77017	1.80727	1.80372	1.80762	1.77022	1.80732	
2005-04-02T07:00:00	1.82227	1.82707	1.79547	1.80367	1.82232	1.82712	1.79552	1.80372	
2005-03-26T07:00:00	1.81457	1.83197	1.81187	1.82227	1.81462	1.83202	1.81192	1.82232	
2005-03-19T07:00:00	1.78827	1.82287	1.78137	1.81457	1.78832	1.82292	1.78142	1.81462	
2005-03-12T07:00:00	1.81937	1.82397	1.78467	1.78827	1.81942	1.82402	1.78472	1.78832	
2005-03-05T07:00:00	1.80747	1.83207	1.79377	1.81937	1.80752	1.83212	1.79382	1.81942	
2005-02-26T07:00:00	1.83237	1.83767	1.79527	1.80747	1.83242	1.83772	1.79532	1.80752	
2005-02-19T07:00:00	1.80677	1.83747	1.79517	1.83237	1.80682	1.83752	1.79522	1.83242	
2005-02-12T07:00:00	1.80467	1.82857	1.80107	1.80677	1.80472	1.82862	1.80112	1.80682	
2005-02-05T07:00:00	1.81367	1.83297	1.79937	1.80467	1.81372	1.83302	1.79942	1.80472	
2005-01-29T07:00:00	1.83287	1.84007	1.81037	1.81367	1.83292	1.84012	1.81042	1.81372	
2005-01-22T07:00:00	1.82657	1.83587	1.81577	1.83287	1.82662	1.83592	1.81582	1.83292	
2005-01-15T07:00:00	1.87407	1.88757	1.82417	1.82657	1.87412	1.88762	1.82422	1.82662	
2005-01-08T07:00:00	1.87987	1.89377	1.86827	1.87407	1.87992	1.89382	1.86832	1.87412	
2005-01-01T07:00:00	1.88057	1.90397	1.85867	1.87987	1.88062	1.90402	1.85872	1.87992	
2004-12-25T07:00:00	1.88617	1.91047	1.87607	1.88057	1.88622	1.91052	1.87612	1.88062	
2004-12-18T07:00:00	1.86167	1.89637	1.85987	1.88617	1.86172	1.89642	1.85992	1.88622	
2004-12-11T07:00:00	1.87807	1.88407	1.85657	1.86167	1.87812	1.88412	1.85662	1.86172	
2004-12-04T07:00:00	1.86587	1.89387	1.84847	1.87807	1.86592	1.89392	1.84852	1.87812	
2004-11-27T07:00:00	1.85477	1.87077	1.84397	1.86587	1.85482	1.87082	1.84402	1.86592	
2004-11-20T07:00:00	1.83797	1.85807	1.83117	1.85477	1.83802	1.85812	1.83122	1.85482	
2004-11-13T07:00:00	1.87217	1.87307	1.82947	1.83797	1.87222	1.87312	1.82952	1.83802	
2004-11-06T07:00:00	1.86737	1.89617	1.85837	1.87217	1.86742	1.89622	1.85842	1.87222	
2004-10-30T06:00:00	1.86987	1.87867	1.84977	1.86737	1.86992	1.87872	1.84982	1.86742	
2004-10-23T06:00:00	1.82087	1.87277	1.81677	1.86987	1.82092	1.87282	1.81682	1.86992	
2004-10-16T06:00:00	1.81567	1.82937	1.81317	1.82087	1.81572	1.82942	1.81322	1.82092	
2004-10-09T06:00:00	1.81147	1.83057	1.80887	1.81567	1.81152	1.83062	1.80892	1.81572	
2004-10-02T06:00:00	1.83987	1.84977	1.80867	1.81147	1.83992	1.84982	1.80872	1.81152	
2004-09-25T06:00:00	1.83557	1.85257	1.82987	1.83987	1.83562	1.85262	1.82992	1.83992	
2004-09-18T06:00:00	1.84737	1.86957	1.83437	1.83557	1.84742	1.86962	1.83442	1.83562	
2004-09-11T06:00:00	1.87167	1.87437	1.83967	1.84737	1.87172	1.87442	1.83972	1.84742	
2004-09-04T06:00:00	1.86627	1.88097	1.85457	1.87167	1.86632	1.88102	1.85462	1.87172	
2004-08-28T06:00:00	1.83757	1.88637	1.83597	1.86627	1.83762	1.88642	1.83602	1.86632	
2004-08-21T06:00:00	1.83317	1.87047	1.80807	1.83757	1.83322	1.87052	1.80812	1.83762	
2004-08-14T06:00:00	1.85677	1.86507	1.82657	1.83317	1.85682	1.86512	1.82662	1.83322	
2004-08-07T06:00:00	1.88387	1.88717	1.85357	1.85677	1.88392	1.88722	1.85362	1.85682	
2004-07-31T06:00:00	1.89247	1.90077	1.85997	1.88387	1.89252	1.90082	1.86002	1.88392	
2004-07-24T06:00:00	1.90597	1.93127	1.88747	1.89247	1.90602	1.93132	1.88752	1.89252	
2004-07-17T06:00:00	1.88957	1.92447	1.87897	1.90597	1.88962	1.92452	1.87902	1.90602	
2004-07-10T06:00:00	1.88667	1.91037	1.87057	1.88957	1.88672	1.91042	1.87062	1.88962	
2004-07-03T06:00:00	1.90357	1.90867	1.87927	1.88667	1.90362	1.90872	1.87932	1.88672	
2004-06-26T06:00:00	1.91217	1.93367	1.89407	1.90357	1.91222	1.93372	1.89412	1.90362	
2004-06-19T06:00:00	1.93757	1.94147	1.89907	1.91217	1.93762	1.94152	1.89912	1.91222	
2004-06-12T06:00:00	1.91097	1.94437	1.90117	1.93757	1.91102	1.94442	1.90122	1.93762	
2004-06-05T06:00:00	1.97787	1.97787	1.90317	1.91097	1.97792	1.97792	1.90322	1.91102	
2004-05-29T06:00:00	1.93497	1.98277	1.91957	1.97787	1.93502	1.98282	1.91962	1.97792	
2004-05-22T06:00:00	1.96987	1.97677	1.92367	1.93497	1.96992	1.97682	1.92372	1.93502	
2004-05-15T06:00:00	1.96437	2.03327	1.96077	1.96987	1.96442	2.03332	1.96082	1.96992	
2004-05-08T06:00:00	1.92447	1.97897	1.91847	1.96437	1.92452	1.97902	1.91852	1.96442	
2004-05-01T06:00:00	1.91497	1.93177	1.90097	1.92447	1.91502	1.93182	1.90102	1.92452	
2004-04-24T06:00:00	1.88877	1.93047	1.87957	1.91497	1.88882	1.93052	1.87962	1.91502	
2004-04-17T06:00:00	1.87467	1.91497	1.86107	1.88877	1.87472	1.91502	1.86112	1.88882	
2004-04-10T06:00:00	1.83227	1.89167	1.81377	1.87467	1.83232	1.89172	1.81382	1.87472	
2004-04-03T07:00:00	1.84347	1.86177	1.82927	1.83227	1.84352	1.86182	1.82932	1.83232	
2004-03-27T07:00:00	1.86207	1.87377	1.82067	1.84347	1.86212	1.87382	1.82072	1.84352	
2004-03-20T07:00:00	1.87527	1.89117	1.85387	1.86207	1.87532	1.89122	1.85392	1.86212	
2004-03-13T07:00:00	1.89867	1.91667	1.86927	1.87527	1.89872	1.91672	1.86932	1.87532	
2004-03-06T07:00:00	1.83437	1.93867	1.80927	1.89867	1.83442	1.93872	1.80932	1.89872	
2004-02-28T07:00:00	1.81877	1.84487	1.78427	1.83437	1.81882	1.84492	1.78432	1.83442	
2004-02-21T07:00:00	1.83257	1.85037	1.80137	1.81877	1.83262	1.85042	1.80142	1.81882	
2004-02-14T07:00:00	1.81667	1.85747	1.80287	1.83257	1.81672	1.85752	1.80292	1.83262	
2004-02-07T07:00:00	1.83137	1.83987	1.81147	1.81667	1.83142	1.83992	1.81152	1.81672	
2004-01-31T07:00:00	1.85167	1.85837	1.82377	1.83137	1.85172	1.85842	1.82382	1.83142	
2004-01-24T07:00:00	1.87147	1.87617	1.83897	1.85167	1.87152	1.87622	1.83902	1.85172	
2004-01-17T07:00:00	1.86247	1.89837	1.85877	1.87147	1.86252	1.89842	1.85882	1.87152	
2004-01-10T07:00:00	1.88417	1.88967	1.85317	1.86247	1.88422	1.88972	1.85322	1.86252	
2004-01-03T07:00:00	1.91147	1.91457	1.86917	1.88417	1.91152	1.91462	1.86922	1.88422	
2003-12-27T07:00:00	1.92347	1.92827	1.90887	1.91147	1.92352	1.92832	1.90892	1.91152	
2003-12-20T07:00:00	1.92047	1.94217	1.91857	1.92347	1.92052	1.94222	1.91862	1.92352	
2003-12-13T07:00:00	1.89777	1.92987	1.87277	1.92047	1.89782	1.92992	1.87282	1.92052	
2003-12-06T07:00:00	1.88647	1.89857	1.87687	1.89777	1.88652	1.89862	1.87692	1.89782	
2003-11-29T07:00:00	1.87497	1.88797	1.85337	1.88647	1.87502	1.88802	1.85342	1.88652	
2003-11-22T07:00:00	1.85417	1.87917	1.84127	1.87497	1.85422	1.87922	1.84132	1.87502	
2003-11-15T07:00:00	1.86657	1.88387	1.84687	1.85417	1.86662	1.88392	1.84692	1.85422	
2003-11-08T07:00:00	1.86857	1.87087	1.83367	1.86657	1.86862	1.87092	1.83372	1.86662	
2003-11-01T07:00:00	1.88747	1.89627	1.84807	1.86857	1.88752	1.89632	1.84812	1.86862	
2003-10-25T06:00:00	1.93657	1.94167	1.88597	1.88747	1.93662	1.94172	1.88602	1.88752	
2003-10-18T06:00:00	1.95737	1.96307	1.92467	1.93657	1.95742	1.96312	1.92472	1.93662	
2003-10-11T06:00:00	1.96647	1.98117	1.94327	1.95737	1.96652	1.98122	1.94332	1.95742	
2003-10-04T06:00:00	1.95167	1.97977	1.93607	1.96647	1.95172	1.97982	1.93612	1.96652	
2003-09-27T06:00:00	1.94587	1.96757	1.94007	1.95167	1.94592	1.96762	1.94012	1.95172	
2003-09-20T06:00:00	1.92227	1.95437	1.91077	1.94587	1.92232	1.95442	1.91082	1.94592	
2003-09-13T06:00:00	1.93647	1.94207	1.90557	1.92227	1.93652	1.94212	1.90562	1.92232	
2003-09-06T06:00:00	1.92627	1.94387	1.90757	1.93647	1.92632	1.94392	1.90762	1.93652	
2003-08-30T06:00:00	1.90097	1.93207	1.89437	1.92627	1.90102	1.93212	1.89442	1.92632	
2003-08-23T06:00:00	1.86257	1.92717	1.85227	1.90097	1.86262	1.92722	1.85232	1.90102	
2003-08-16T06:00:00	1.90757	1.91137	1.85527	1.86257	1.90762	1.91142	1.85532	1.86262	
2003-08-09T06:00:00	1.94457	1.94737	1.90467	1.90757	1.94462	1.94742	1.90472	1.90762	
2003-08-02T06:00:00	1.92737	1.97897	1.92387	1.94457	1.92742	1.97902	1.92392	1.94462	
2003-07-26T06:00:00	1.96047	1.96577	1.91697	1.92737	1.96052	1.96582	1.91702	1.92742	
2003-07-19T06:00:00	1.96907	1.98307	1.94737	1.96047	1.96912	1.98312	1.94742	1.96052	
2003-07-12T06:00:00	1.90877	1.98297	1.90597	1.96907	1.90882	1.98302	1.90602	1.96912	
2003-07-05T06:00:00	1.93137	1.97267	1.88057	1.90877	1.93142	1.97272	1.88062	1.90882	
2003-06-28T06:00:00	1.96287	1.96997	1.92227	1.93137	1.96292	1.97002	1.92232	1.93142	
2003-06-21T06:00:00	1.98827	1.98947	1.95617	1.96287	1.98832	1.98952	1.95622	1.96292	
2003-06-14T06:00:00	2.04307	2.04727	1.98237	1.98827	2.04312	2.04732	1.98242	1.98832	
2003-06-07T06:00:00	2.02647	2.05307	2.02107	2.04307	2.02652	2.05312	2.02112	2.04312	
2003-05-31T06:00:00	2.03947	2.05827	1.99877	2.02647	2.03952	2.05832	1.99882	2.02652	
2003-05-24T06:00:00	2.02477	2.06437	2.01977	2.03947	2.02482	2.06442	2.01982	2.03952	
2003-05-17T06:00:00	1.99167	2.03347	1.98067	2.02477	1.99172	2.03352	1.98072	2.02482	
2003-05-10T06:00:00	1.99457	2.01347	1.98207	1.99167	1.99462	2.01352	1.98212	1.99172	
2003-05-03T06:00:00	1.99237	2.02017	1.98307	1.99457	1.99242	2.02022	1.98312	1.99462	
2003-04-26T06:00:00	1.99027	2.01157	1.96387	1.99237	1.99032	2.01162	1.96392	1.99242	
2003-04-19T06:00:00	1.95507	1.99727	1.94917	1.99027	1.95512	1.99732	1.94922	1.99032	
2003-04-12T06:00:00	1.97007	1.98047	1.94447	1.95507	1.97012	1.98052	1.94452	1.95512	
2003-04-05T07:00:00	1.98497	1.99397	1.95837	1.97007	1.98502	1.99402	1.95842	1.97012	
2003-03-29T07:00:00	1.95797	1.99477	1.94627	1.98497	1.95802	1.99482	1.94632	1.98502	
2003-03-22T07:00:00	1.91377	1.96397	1.91377	1.95797	1.91382	1.96402	1.91382	1.95802	
2003-03-15T07:00:00	1.94847	1.96147	1.91077	1.91377	1.94852	1.96152	1.91082	1.91382	
2003-03-08T07:00:00	1.95747	2.02477	1.94217	1.94847	1.95752	2.02482	1.94222	1.94852	
2003-03-01T07:00:00	1.93057	1.96377	1.92597	1.95747	1.93062	1.96382	1.92602	1.95752	
2003-02-22T07:00:00	1.92987	1.94497	1.89937	1.93057	1.92992	1.94502	1.89942	1.93062	
2003-02-15T07:00:00	1.95307	1.95877	1.92697	1.92987	1.95312	1.95882	1.92702	1.92992	
2003-02-08T07:00:00	1.97087	1.97337	1.94427	1.95307	1.97092	1.97342	1.94432	1.95312	
2003-02-01T07:00:00	1.97697	1.99097	1.96057	1.97087	1.97702	1.99102	1.96062	1.97092	
2003-01-25T07:00:00	1.96817	1.99227	1.96507	1.97697	1.96822	1.99232	1.96512	1.97702	
2003-01-18T07:00:00	1.93327	1.98757	1.92807	1.96817	1.93332	1.98762	1.92812	1.96822	
2003-01-11T07:00:00	1.96357	1.97387	1.92707	1.93327	1.96362	1.97392	1.92712	1.93332	
2003-01-04T07:00:00	1.97177	1.98737	1.95247	1.96357	1.97182	1.98742	1.95252	1.96362	
2002-12-28T07:00:00	2.00917	2.01387	1.97007	1.97177	2.00922	2.01392	1.97012	1.97182	
2002-12-21T07:00:00	1.99197	2.01387	1.98157	2.00917	1.99202	2.01392	1.98162	2.00922	
2002-12-14T07:00:00	1.99027	2.00507	1.97597	1.99197	1.99032	2.00512	1.97602	1.99202	
2002-12-07T07:00:00	2.01277	2.01507	1.98067	1.99027	2.01282	2.01512	1.98072	1.99032	
2002-11-30T07:00:00	1.99577	2.02597	1.97277	2.01277	1.99582	2.02602	1.97282	2.01282	
2002-11-23T07:00:00	1.98187	2.02447	1.97597	1.99577	1.98192	2.02452	1.97602	1.99582	
2002-11-16T07:00:00	2.01877	2.04007	1.97857	1.98187	2.01882	2.04012	1.97862	1.98192	
2002-11-09T07:00:00	2.04067	2.05687	2.00077	2.01877	2.04072	2.05692	2.00082	2.01882	
2002-11-02T07:00:00	2.02657	2.04147	2.00117	2.04067	2.02662	2.04152	2.00122	2.04072	
2002-10-26T06:00:00	2.00447	2.05187	1.99547	2.02657	2.00452	2.05192	1.99552	2.02662	
2002-10-19T06:00:00	2.01967	2.02777	1.99767	2.00447	2.01972	2.02782	1.99772	2.00452	
2002-10-12T06:00:00	2.05117	2.07997	2.01197	2.01967	2.05122	2.08002	2.01202	2.01972	
2002-10-05T06:00:00	2.04357	2.07307	2.02417	2.05117	2.04362	2.07312	2.02422	2.05122	
2002-09-28T06:00:00	2.08417	2.11487	2.04317	2.04357	2.08422	2.11492	2.04322	2.04362	
2002-09-21T06:00:00	2.08807	2.11097	2.05927	2.08417	2.08812	2.11102	2.05932	2.08422	
2002-09-14T06:00:00	2.05017	2.09457	2.04477	2.08807	2.05022	2.09462	2.04482	2.08812	
2002-09-07T06:00:00	2.08937	2.09687	2.04737	2.05017	2.08942	2.09692	2.04742	2.05022	
2002-08-31T06:00:00	2.09557	2.14817	2.08437	2.08937	2.09562	2.14822	2.08442	2.08942	
2002-08-24T06:00:00	2.08757	2.11677	2.06037	2.09557	2.08762	2.11682	2.06042	2.09562	
2002-08-17T06:00:00	2.10567	2.11587	2.07127	2.08757	2.10572	2.11592	2.07132	2.08762	
2002-08-10T06:00:00	2.11747	2.16777	2.08827	2.10567	2.11752	2.16782	2.08832	2.10572	
2002-08-03T06:00:00	2.12767	2.16497	2.11067	2.11747	2.12772	2.16502	2.11072	2.11752	
2002-07-27T06:00:00	2.13377	2.14477	2.07497	2.12767	2.13382	2.14482	2.07502	2.12772	
2002-07-20T06:00:00	2.07777	2.16487	2.06737	2.13377	2.07782	2.16492	2.06742	2.13382	
2002-07-13T06:00:00	2.04667	2.10217	2.03577	2.07777	2.04672	2.10222	2.03582	2.07782	
2002-07-06T06:00:00	2.00387	2.05887	2.00277	2.04667	2.00392	2.05892	2.00282	2.04672	
2002-06-29T06:00:00	2.03637	2.05067	1.99547	2.00387	2.03642	2.05072	1.99552	2.00392	
2002-06-22T06:00:00	1.95627	2.05347	1.94137	2.03637	1.95632	2.05352	1.94142	2.03642	
2002-06-15T06:00:00	1.95647	1.96897	1.93757	1.95627	1.95652	1.96902	1.93762	1.95632	
2002-06-08T06:00:00	1.93377	1.96697	1.90817	1.95647	1.93382	1.96702	1.90822	1.95652	
2002-06-01T06:00:00	1.94187	1.94697	1.90657	1.93377	1.94192	1.94702	1.90662	1.93382	
2002-05-25T06:00:00	1.95847	1.97907	1.93697	1.94187	1.95852	1.97912	1.93702	1.94192	
2002-05-18T06:00:00	1.98207	1.98747	1.93807	1.95847	1.98212	1.98752	1.93812	1.95852	
2002-05-11T06:00:00	2.01627	2.02187	1.96807	1.98207	2.01632	2.02192	1.96812	1.98212	
2002-05-04T06:00:00	2.04437	2.05277	2.00777	2.01627	2.04442	2.05282	2.00782	2.01632	
2002-04-27T06:00:00	2.00017	2.04957	1.99757	2.04437	2.00022	2.04962	1.99762	2.04442	
2002-04-20T06:00:00	1.99057	2.01267	1.97967	2.00017	1.99062	2.01272	1.97972	2.00022	
2002-04-13T06:00:00	1.98727	2.01337	1.98257	1.99057	1.98732	2.01342	1.98262	1.99062	
2002-04-06T07:00:00	2.01077	2.03997	1.98287	1.98727	2.01082	2.04002	1.98292	1.98732	
2002-03-30T07:00:00	1.97907	2.01577	1.97437	2.01077	1.97912	2.01582	1.97442	2.01082	
2002-03-23T07:00:00	2.00367	2.01627	1.97207	1.97907	2.00372	2.01632	1.97212	1.97912	
2002-03-16T07:00:00	2.02037	2.04277	1.99197	2.00367	2.02042	2.04282	1.99202	2.00372	
2002-03-09T07:00:00	2.03157	2.05907	2.01847	2.02037	2.03162	2.05912	2.01852	2.02042	
2002-03-02T07:00:00	2.04247	2.06577	2.02507	2.03157	2.04252	2.06582	2.02512	2.03162	
2002-02-23T07:00:00	2.09477	2.10057	2.03937	2.04247	2.09482	2.10062	2.03942	2.04252	
2002-02-16T07:00:00	2.06887	2.10177	2.06167	2.09477	2.06892	2.10182	2.06172	2.09482	
2002-02-09T07:00:00	2.08947	2.10467	2.06127	2.06887	2.08952	2.10472	2.06132	2.06892	
2002-02-02T07:00:00	2.06397	2.09697	2.05727	2.08947	2.06402	2.09702	2.05732	2.08952	
2002-01-26T07:00:00	2.04217	2.09147	2.03547	2.06397	2.04222	2.09152	2.03552	2.06402	
2002-01-19T07:00:00	2.08827	2.09307	2.03577	2.04217	2.08832	2.09312	2.03582	2.04222	
2002-01-12T07:00:00	2.10747	2.12217	2.08207	2.08827	2.10752	2.12222	2.08212	2.08832	
2002-01-05T07:00:00	2.08647	2.11017	2.06267	2.10747	2.08652	2.11022	2.06272	2.10752	
2001-12-29T07:00:00	2.12997	2.17617	2.08257	2.08647	2.13002	2.17622	2.08262	2.08652	
2001-12-22T07:00:00	2.13687	2.14947	2.11137	2.12997	2.13692	2.14952	2.11142	2.13002	
2001-12-15T07:00:00	2.16317	2.19787	2.12267	2.13687	2.16322	2.19792	2.12272	2.13692	
2001-12-08T07:00:00	2.14827	2.17007	2.12357	2.16317	2.14832	2.17012	2.12362	2.16322	
2001-12-01T07:00:00	2.15687	2.16647	2.13257	2.14827	2.15692	2.16652	2.13262	2.14832	
2001-11-24T07:00:00	2.12747	2.16177	2.12647	2.15687	2.12752	2.16182	2.12652	2.15692	
