日時	USD/HKD(始値, 買い)	USD/HKD(高値, 買い)	USD/HKD(安値, 買い)	USD/HKD(終値, 買い)	USD/HKD(始値, 売り)	USD/HKD(高値, 売り)	USD/HKD(安値, 売り)	USD/HKD(終値, 売り)	
2007-07-28T06:00:00	7.82637	7.83137	7.82407	7.82987	7.82422	7.82962	7.82172	7.82782	
2007-07-21T06:00:00	7.82117	7.82647	7.81967	7.82637	7.81922	7.82462	7.81772	7.82422	
2007-07-14T06:00:00	7.82157	7.82307	7.81987	7.82117	7.81952	7.82102	7.81772	7.81922	
2007-07-07T06:00:00	7.81937	7.82197	7.81507	7.82157	7.81672	7.81982	7.81312	7.81952	
2007-06-30T06:00:00	7.81797	7.82017	7.81207	7.81937	7.81802	7.81822	7.81012	7.81672	
2007-06-23T06:00:00	7.81327	7.81817	7.81017	7.81797	7.81332	7.81822	7.81022	7.81802	
2007-06-16T06:00:00	7.81717	7.81877	7.80927	7.81327	7.81722	7.81882	7.80932	7.81332	
2007-06-09T06:00:00	7.81317	7.81977	7.81067	7.81717	7.81322	7.81982	7.81072	7.81722	
2007-06-02T06:00:00	7.81037	7.81747	7.80267	7.81317	7.81042	7.81752	7.80272	7.81322	
2007-05-26T06:00:00	7.82087	7.82367	7.79977	7.81037	7.82092	7.82372	7.79982	7.81042	
2007-05-19T06:00:00	7.81707	7.82557	7.81697	7.82087	7.81712	7.82562	7.81702	7.82092	
2007-05-12T06:00:00	7.81917	7.82257	7.80867	7.81707	7.81922	7.82262	7.80872	7.81712	
