日時	EUR/TRY(始値, 買い)	EUR/TRY(高値, 買い)	EUR/TRY(安値, 買い)	EUR/TRY(終値, 買い)	EUR/TRY(始値, 売り)	EUR/TRY(高値, 売り)	EUR/TRY(安値, 売り)	EUR/TRY(終値, 売り)	
2009-01-17T07:00:00	2.17077	2.19817	2.12967	2.17367	2.16152	2.18012	2.12702	2.16672	
2009-01-10T07:00:00	2.10267	2.17847	2.09457	2.17077	2.09392	2.17162	2.08222	2.16152	
2009-01-03T07:00:00	2.12977	2.16057	2.02417	2.10267	2.12592	2.15772	2.02172	2.09392	
2008-12-27T07:00:00	2.12837	2.17667	2.11607	2.12977	2.11912	2.17412	2.10592	2.12592	
2008-12-20T07:00:00	2.13367	2.15687	2.11147	2.12837	2.12032	2.15022	2.10762	2.11912	
2008-12-13T07:00:00	2.08657	2.25217	2.08657	2.13367	2.08032	2.24752	2.07552	2.12032	
2008-12-06T07:00:00	2.03317	2.10287	2.00577	2.08657	2.03042	2.10012	2.00242	2.08032	
2008-11-29T07:00:00	1.98727	2.05177	1.98137	2.03317	1.98462	2.04842	1.96642	2.03042	
2008-11-22T07:00:00	2.09447	2.10557	1.98377	1.98727	2.08452	2.08892	1.97872	1.98462	
2008-11-15T07:00:00	2.05517	2.19567	2.03237	2.09447	2.04502	2.19052	2.01182	2.08452	
2008-11-08T07:00:00	1.98017	2.11247	1.95247	2.05517	1.97362	2.10532	1.94942	2.04502	
2008-11-01T06:00:00	1.96877	2.01237	1.90967	1.98027	1.96312	1.99902	1.89782	1.97372	
2008-10-25T06:00:00	2.14347	2.16597	1.92887	1.96877	2.13372	2.15002	1.91882	1.96312	
2008-10-18T06:00:00	2.14347	2.14347	2.14347	2.14347	2.13372	2.13372	2.13372	2.13372	
2008-05-31T06:00:00	1.88867	1.98027	1.88867	1.98017	1.88872	1.97372	1.88872	1.97362	
2008-05-24T06:00:00	1.96397	1.98556	1.86747	1.88867	1.96402	1.98561	1.86752	1.88872	
2008-05-17T06:00:00	1.90887	1.98677	1.90887	1.96397	1.90892	1.98682	1.90892	1.96402	
2008-05-10T06:00:00	1.95852	1.95852	1.89807	1.90887	1.95857	1.95857	1.89812	1.90892	
2008-05-03T06:00:00	1.94147	1.97557	1.91230	1.95852	1.94152	1.97562	1.91235	1.95857	
2008-04-26T06:00:00	2.02687	2.02687	1.93297	1.94147	2.02692	2.02692	1.93302	1.94152	
2008-04-19T06:00:00	2.06297	2.10187	2.00447	2.02687	2.06302	2.10192	2.00452	2.02692	
2008-04-12T06:00:00	2.06942	2.13332	2.05302	2.06297	2.06947	2.13337	2.05307	2.06302	
2008-04-05T06:00:00	2.06594	2.09707	2.04197	2.06942	2.06599	2.09712	2.04202	2.06947	
