日時	EUR/AUD(始値, 買い)	EUR/AUD(高値, 買い)	EUR/AUD(安値, 買い)	EUR/AUD(終値, 買い)	EUR/AUD(始値, 売り)	EUR/AUD(高値, 売り)	EUR/AUD(安値, 売り)	EUR/AUD(終値, 売り)	
2007-02-17T07:00:00	1.67007	1.67757	1.65847	1.66347	1.66862	1.67612	1.65702	1.66202	
2007-02-10T07:00:00	1.67487	1.68367	1.66937	1.67007	1.67342	1.68222	1.66792	1.66862	
2007-02-03T07:00:00	1.67437	1.67807	1.66497	1.67487	1.67292	1.67662	1.66352	1.67342	
2007-01-27T07:00:00	1.66927	1.68787	1.66727	1.67437	1.66932	1.68642	1.66582	1.67292	
2007-01-20T07:00:00	1.64057	1.67367	1.63647	1.66927	1.64062	1.67372	1.63652	1.66932	
2007-01-13T07:00:00	1.64837	1.65587	1.63917	1.64057	1.64842	1.65592	1.63922	1.64062	
2007-01-06T07:00:00	1.66787	1.67057	1.64737	1.64837	1.66792	1.67062	1.64742	1.64842	
2006-12-30T07:00:00	1.67357	1.67707	1.65947	1.66787	1.67212	1.67712	1.65952	1.66792	
2006-12-23T07:00:00	1.67637	1.67987	1.66237	1.67357	1.67492	1.67842	1.66092	1.67212	
2006-12-16T07:00:00	1.67417	1.69047	1.67257	1.67637	1.67272	1.68902	1.67112	1.67492	
2006-12-09T07:00:00	1.68137	1.69137	1.66997	1.67417	1.67992	1.68992	1.66852	1.67272	
2006-12-02T07:00:00	1.69247	1.69857	1.68037	1.68137	1.69102	1.69712	1.67892	1.67992	
2006-11-25T07:00:00	1.68197	1.69317	1.67397	1.69247	1.68052	1.69172	1.67252	1.69102	
2006-11-18T07:00:00	1.66877	1.68467	1.66277	1.68197	1.66732	1.68322	1.66132	1.68052	
2006-11-11T07:00:00	1.67407	1.68397	1.66517	1.66877	1.67262	1.68252	1.66372	1.66732	
2006-11-04T07:00:00	1.65267	1.67867	1.64867	1.67407	1.65122	1.67722	1.64722	1.67262	
2006-10-28T06:00:00	1.65777	1.65947	1.64467	1.65267	1.65632	1.65802	1.64322	1.65122	
2006-10-21T06:00:00	1.66297	1.66537	1.64997	1.65777	1.66152	1.66392	1.64852	1.65632	
2006-10-14T06:00:00	1.66607	1.67067	1.65807	1.66297	1.66462	1.66922	1.65662	1.66152	
2006-10-07T06:00:00	1.69487	1.69967	1.66477	1.66607	1.69492	1.69822	1.66332	1.66462	
2006-09-30T06:00:00	1.70197	1.71527	1.69277	1.69487	1.70052	1.71382	1.69282	1.69492	
2006-09-23T06:00:00	1.70447	1.70807	1.68547	1.70197	1.70302	1.70662	1.68402	1.70052	
2006-09-16T06:00:00	1.68287	1.70777	1.67817	1.70447	1.68142	1.70632	1.67672	1.70302	
2006-09-09T06:00:00	1.68167	1.69587	1.67927	1.68287	1.68022	1.69442	1.67782	1.68142	
2006-09-02T06:00:00	1.67537	1.68347	1.66067	1.68167	1.67392	1.68202	1.65922	1.68022	
2006-08-26T06:00:00	1.68767	1.69177	1.67227	1.67537	1.68622	1.69032	1.67082	1.67392	
2006-08-19T06:00:00	1.69127	1.69677	1.67157	1.68767	1.68982	1.69532	1.67012	1.68622	
2006-08-12T06:00:00	1.66137	1.69387	1.65997	1.69127	1.66142	1.69242	1.65852	1.68982	
2006-08-05T06:00:00	1.68117	1.69237	1.65707	1.66137	1.68122	1.69242	1.65712	1.66142	
2006-07-29T06:00:00	1.66087	1.68637	1.66057	1.68117	1.66092	1.68642	1.66062	1.68122	
2006-07-22T06:00:00	1.68677	1.69037	1.65887	1.66087	1.68682	1.68892	1.65742	1.66092	
2006-07-15T06:00:00	1.67917	1.68817	1.66227	1.68677	1.67922	1.68822	1.66232	1.68682	
2006-07-08T06:00:00	1.70277	1.70677	1.67457	1.67917	1.70282	1.70682	1.67462	1.67922	
2006-07-01T06:00:00	1.72047	1.72717	1.70177	1.70277	1.72052	1.72572	1.70182	1.70282	
2006-06-24T06:00:00	1.70897	1.72447	1.70677	1.72047	1.70902	1.72452	1.70682	1.72052	
2006-06-17T06:00:00	1.71007	1.72087	1.69847	1.70897	1.71012	1.72092	1.69852	1.70902	
2006-06-10T06:00:00	1.68997	1.71267	1.68097	1.71007	1.68852	1.71272	1.68102	1.71012	
2006-06-03T06:00:00	1.71927	1.73667	1.68387	1.68997	1.71782	1.73522	1.68242	1.68852	
2006-05-27T06:00:00	1.68077	1.72487	1.67917	1.71927	1.67932	1.72342	1.67772	1.71782	
2006-05-20T06:00:00	1.68717	1.71277	1.67787	1.68077	1.68572	1.71132	1.67642	1.67932	
2006-05-13T06:00:00	1.67197	1.68987	1.66917	1.68717	1.67052	1.68842	1.66772	1.68572	
2006-05-06T06:00:00	1.64967	1.67357	1.64507	1.67197	1.64822	1.67212	1.64362	1.67052	
2006-04-29T06:00:00	1.66157	1.66657	1.63787	1.64967	1.66012	1.66512	1.63642	1.64822	
2006-04-22T06:00:00	1.65787	1.67287	1.65147	1.66157	1.65642	1.67142	1.65002	1.66012	
2006-04-15T06:00:00	1.66387	1.67447	1.65387	1.65787	1.66242	1.67302	1.65242	1.65642	
2006-04-08T06:00:00	1.66717	1.66917	1.65147	1.66387	1.66572	1.66772	1.65002	1.66242	
2006-04-01T07:00:00	1.69377	1.70597	1.66227	1.66717	1.69232	1.70452	1.66082	1.66572	
2006-03-25T07:00:00	1.69697	1.71267	1.68907	1.69377	1.69552	1.71122	1.68762	1.69232	
2006-03-18T07:00:00	1.67577	1.70007	1.67187	1.69697	1.67582	1.69862	1.67042	1.69552	
2006-03-11T07:00:00	1.62757	1.67777	1.62227	1.67577	1.62762	1.67782	1.62232	1.67582	
2006-03-04T07:00:00	1.61697	1.63017	1.61597	1.62757	1.61552	1.63022	1.61472	1.62762	
2006-02-25T07:00:00	1.60437	1.61907	1.59767	1.61697	1.60442	1.61762	1.59622	1.61552	
2006-02-18T07:00:00	1.61527	1.62027	1.60337	1.60437	1.61382	1.62032	1.60342	1.60442	
2006-02-11T07:00:00	1.61407	1.62017	1.60397	1.61527	1.61262	1.61872	1.60252	1.61382	
2006-02-04T07:00:00	1.60607	1.62597	1.60487	1.61407	1.60462	1.62452	1.60342	1.61262	
2006-01-28T07:00:00	1.61187	1.61787	1.60037	1.60607	1.61042	1.61642	1.59892	1.60462	
2006-01-21T07:00:00	1.62317	1.64057	1.61057	1.61187	1.62172	1.63912	1.60912	1.61042	
2006-01-14T07:00:00	1.60767	1.62577	1.60227	1.62317	1.60622	1.62432	1.60082	1.62172	
2006-01-07T07:00:00	1.61197	1.61587	1.59917	1.60767	1.61052	1.61442	1.59772	1.60622	
2005-12-31T07:00:00	1.61567	1.64047	1.60997	1.61197	1.61422	1.63902	1.60852	1.61052	
2005-12-24T07:00:00	1.63047	1.63757	1.60697	1.61567	1.62902	1.63612	1.60552	1.61422	
2005-12-17T07:00:00	1.61577	1.63347	1.60907	1.63047	1.61432	1.63202	1.60762	1.62902	
2005-12-10T07:00:00	1.57487	1.61827	1.57117	1.61577	1.57342	1.61682	1.56972	1.61432	
2005-12-03T07:00:00	1.56587	1.58127	1.56237	1.57487	1.56442	1.57982	1.56092	1.57342	
2005-11-26T07:00:00	1.59427	1.60307	1.56377	1.56587	1.59282	1.60162	1.56232	1.56442	
2005-11-19T07:00:00	1.60277	1.61117	1.59197	1.59427	1.60282	1.60972	1.59052	1.59282	
2005-11-12T07:00:00	1.60127	1.60817	1.59217	1.60277	1.59982	1.60822	1.59222	1.60282	
2005-11-05T07:00:00	1.61417	1.61557	1.59417	1.60127	1.61272	1.61412	1.59272	1.59982	
2005-10-29T06:00:00	1.61027	1.63067	1.60197	1.61417	1.60882	1.62922	1.60052	1.61272	
2005-10-22T06:00:00	1.59847	1.61547	1.59257	1.61027	1.59702	1.61402	1.59112	1.60882	
2005-10-15T06:00:00	1.60727	1.61077	1.58907	1.59847	1.60582	1.60932	1.58762	1.59702	
2005-10-08T06:00:00	1.60387	1.61037	1.58667	1.60727	1.60242	1.60892	1.58522	1.60582	
2005-10-01T06:00:00	1.57667	1.60957	1.56037	1.60387	1.57522	1.60812	1.55892	1.60242	
2005-09-24T06:00:00	1.59157	1.59857	1.57377	1.57667	1.59012	1.59712	1.57232	1.57522	
2005-09-17T06:00:00	1.59447	1.60037	1.57627	1.59157	1.59302	1.59892	1.57482	1.59012	
2005-09-10T06:00:00	1.60357	1.60547	1.58567	1.59447	1.60212	1.60402	1.58422	1.59302	
2005-09-03T06:00:00	1.63907	1.64237	1.60297	1.60357	1.63762	1.64092	1.60152	1.60212	
2005-08-27T06:00:00	1.62547	1.64467	1.62427	1.63907	1.62402	1.64322	1.62282	1.63762	
2005-08-20T06:00:00	1.62007	1.62907	1.61277	1.62547	1.61862	1.62762	1.61132	1.62402	
2005-08-13T06:00:00	1.60977	1.62367	1.60177	1.62007	1.60832	1.62222	1.60032	1.61862	
2005-08-06T06:00:00	1.60877	1.63017	1.60467	1.60977	1.60732	1.62872	1.60322	1.60832	
2005-07-30T06:00:00	1.60197	1.61047	1.59097	1.60877	1.60052	1.60902	1.58952	1.60732	
2005-07-23T06:00:00	1.57967	1.60407	1.57817	1.60197	1.57822	1.60262	1.57672	1.60052	
2005-07-16T06:00:00	1.60677	1.61497	1.57587	1.57967	1.60532	1.61352	1.57442	1.57822	
2005-07-09T06:00:00	1.61297	1.62267	1.60417	1.60677	1.61152	1.62122	1.60272	1.60532	
2005-07-02T06:00:00	1.59317	1.61967	1.58497	1.61297	1.59172	1.61822	1.58352	1.61152	
2005-06-25T06:00:00	1.57387	1.59937	1.57097	1.59317	1.57242	1.59792	1.56952	1.59172	
2005-06-18T06:00:00	1.58007	1.58007	1.55437	1.57387	1.57862	1.57862	1.55292	1.57242	
2005-06-11T06:00:00	1.59197	1.59367	1.56337	1.58007	1.59052	1.59222	1.56192	1.57862	
2005-06-04T06:00:00	1.61737	1.62107	1.58827	1.59197	1.61592	1.61962	1.58682	1.59052	
2005-05-28T06:00:00	1.64907	1.65087	1.61527	1.61737	1.64762	1.64942	1.61382	1.61592	
2005-05-21T06:00:00	1.66287	1.66467	1.64537	1.64907	1.66142	1.66322	1.64392	1.64762	
2005-05-14T06:00:00	1.66027	1.67597	1.65657	1.66287	1.65882	1.67452	1.65512	1.66142	
2005-05-07T06:00:00	1.65387	1.66617	1.64897	1.66027	1.65242	1.66472	1.64752	1.65882	
2005-04-30T06:00:00	1.64877	1.67057	1.64637	1.65387	1.64732	1.66912	1.64492	1.65242	
2005-04-23T06:00:00	1.67097	1.67477	1.64617	1.64877	1.66952	1.67332	1.64472	1.64732	
2005-04-16T06:00:00	1.68127	1.70407	1.66977	1.67097	1.67982	1.70262	1.66832	1.66952	
2005-04-09T06:00:00	1.67497	1.68277	1.65657	1.68127	1.67352	1.68132	1.65512	1.67982	
2005-04-02T07:00:00	1.67477	1.68827	1.66837	1.67497	1.67332	1.68682	1.66692	1.67352	
2005-03-26T07:00:00	1.67957	1.68437	1.67047	1.67477	1.67812	1.68292	1.66902	1.67332	
2005-03-19T07:00:00	1.67577	1.68627	1.66587	1.67957	1.67432	1.68482	1.66442	1.67812	
2005-03-12T07:00:00	1.69837	1.70287	1.67487	1.67577	1.69692	1.70142	1.67342	1.67432	
2005-03-05T07:00:00	1.67537	1.70557	1.66347	1.69837	1.67392	1.70412	1.66202	1.69692	
2005-02-26T07:00:00	1.68427	1.69037	1.66757	1.67537	1.68282	1.68892	1.66612	1.67392	
2005-02-19T07:00:00	1.65897	1.68767	1.65177	1.68427	1.65752	1.68622	1.65032	1.68282	
2005-02-12T07:00:00	1.63827	1.66987	1.63677	1.65897	1.63682	1.66842	1.63532	1.65752	
2005-02-05T07:00:00	1.67217	1.67837	1.63687	1.63827	1.67072	1.67692	1.63542	1.63682	
2005-01-29T07:00:00	1.68527	1.69387	1.67017	1.67217	1.68382	1.69242	1.66872	1.67072	
2005-01-22T07:00:00	1.69557	1.70237	1.67427	1.68527	1.69412	1.70092	1.67282	1.68382	
2005-01-15T07:00:00	1.72777	1.73467	1.69197	1.69557	1.72632	1.73322	1.69052	1.69412	
2005-01-08T07:00:00	1.72477	1.74117	1.71687	1.72777	1.72332	1.73972	1.71542	1.72632	
2005-01-01T07:00:00	1.73517	1.74847	1.70897	1.72477	1.73372	1.74702	1.70752	1.72332	
2004-12-25T07:00:00	1.76077	1.76187	1.73397	1.73517	1.75932	1.76042	1.73252	1.73372	
2004-12-18T07:00:00	1.73997	1.76857	1.73997	1.76077	1.73852	1.76712	1.73852	1.75932	
2004-12-11T07:00:00	1.76157	1.76627	1.73877	1.73997	1.76012	1.76482	1.73732	1.73852	
2004-12-04T07:00:00	1.72217	1.77037	1.71927	1.76157	1.72072	1.76892	1.71782	1.76012	
2004-11-27T07:00:00	1.68207	1.72857	1.67997	1.72217	1.68062	1.72712	1.67852	1.72072	
2004-11-20T07:00:00	1.66287	1.68457	1.66087	1.68207	1.66142	1.68312	1.65942	1.68062	
2004-11-13T07:00:00	1.68707	1.69047	1.65947	1.66287	1.68562	1.68902	1.65802	1.66142	
2004-11-06T07:00:00	1.70077	1.71267	1.68317	1.68707	1.69932	1.71122	1.68172	1.68562	
2004-10-30T06:00:00	1.70947	1.71387	1.69137	1.70077	1.70802	1.71242	1.68992	1.69932	
2004-10-23T06:00:00	1.71387	1.71947	1.69577	1.70947	1.71242	1.71802	1.69432	1.70802	
2004-10-16T06:00:00	1.70817	1.72657	1.70547	1.71387	1.70672	1.72512	1.70402	1.71242	
2004-10-09T06:00:00	1.68907	1.71007	1.68147	1.70817	1.68762	1.70862	1.68002	1.70672	
2004-10-02T06:00:00	1.70997	1.72157	1.68707	1.68907	1.70852	1.72012	1.68562	1.68762	
2004-09-25T06:00:00	1.71837	1.72977	1.70767	1.70997	1.71692	1.72832	1.70622	1.70852	
2004-09-18T06:00:00	1.74677	1.75987	1.71707	1.71837	1.74532	1.75842	1.71562	1.71692	
2004-09-11T06:00:00	1.76357	1.76557	1.73607	1.74677	1.76212	1.76412	1.73462	1.74532	
2004-09-04T06:00:00	1.74537	1.78027	1.73747	1.76357	1.74392	1.77882	1.73602	1.76212	
2004-08-28T06:00:00	1.70877	1.75297	1.70727	1.74537	1.70732	1.75152	1.70582	1.74392	
2004-08-21T06:00:00	1.70347	1.72597	1.69407	1.70877	1.70202	1.72452	1.69262	1.70732	
2004-08-14T06:00:00	1.72577	1.73077	1.69877	1.70347	1.72432	1.72932	1.69732	1.70202	
2004-08-07T06:00:00	1.72037	1.73167	1.70837	1.72577	1.72042	1.73022	1.70692	1.72432	
2004-07-31T06:00:00	1.71397	1.73817	1.70327	1.72037	1.71252	1.73672	1.70182	1.72042	
2004-07-24T06:00:00	1.70587	1.73547	1.70267	1.71397	1.70492	1.73452	1.70172	1.71252	
2004-07-17T06:00:00	1.70147	1.72777	1.69137	1.70587	1.70052	1.72682	1.69042	1.70492	
2004-07-10T06:00:00	1.71777	1.72107	1.69777	1.70147	1.71682	1.72012	1.69682	1.70052	
2004-07-03T06:00:00	1.72827	1.73257	1.70847	1.71777	1.72732	1.73162	1.70752	1.71682	
2004-06-26T06:00:00	1.73717	1.76037	1.71957	1.72827	1.73622	1.75942	1.71862	1.72732	
2004-06-19T06:00:00	1.76107	1.76697	1.73017	1.73717	1.76012	1.76602	1.72922	1.73622	
2004-06-12T06:00:00	1.73797	1.77827	1.72997	1.76107	1.73702	1.77732	1.72902	1.76012	
2004-06-05T06:00:00	1.76807	1.76947	1.73017	1.73797	1.76712	1.76852	1.72922	1.73702	
2004-05-29T06:00:00	1.70927	1.78327	1.70047	1.76807	1.70832	1.78232	1.69952	1.76712	
2004-05-22T06:00:00	1.71757	1.72507	1.70237	1.70927	1.71762	1.72412	1.70142	1.70832	
2004-05-15T06:00:00	1.71677	1.76887	1.70987	1.71757	1.71582	1.76792	1.70892	1.71762	
2004-05-08T06:00:00	1.68947	1.72917	1.68397	1.71677	1.68852	1.72822	1.68302	1.71582	
2004-05-01T06:00:00	1.66037	1.69467	1.65057	1.68947	1.65942	1.69372	1.64962	1.68852	
2004-04-24T06:00:00	1.61687	1.66677	1.61057	1.66037	1.61692	1.66582	1.60962	1.65942	
2004-04-17T06:00:00	1.61147	1.63527	1.60617	1.61687	1.61152	1.63432	1.60522	1.61692	
2004-04-10T06:00:00	1.58367	1.63147	1.56847	1.61147	1.58372	1.63152	1.56852	1.61152	
2004-04-03T07:00:00	1.60257	1.60467	1.57847	1.58367	1.60262	1.60472	1.57852	1.58372	
2004-03-27T07:00:00	1.62327	1.63137	1.58937	1.60257	1.62332	1.63142	1.58942	1.60262	
2004-03-20T07:00:00	1.63967	1.64867	1.61937	1.62327	1.63972	1.64872	1.61942	1.62332	
2004-03-13T07:00:00	1.66887	1.67907	1.63757	1.63967	1.66892	1.67912	1.63762	1.63972	
2004-03-06T07:00:00	1.62637	1.69337	1.61837	1.66887	1.62642	1.69342	1.61842	1.66892	
2004-02-28T07:00:00	1.61437	1.63537	1.59547	1.62637	1.61442	1.63542	1.59552	1.62642	
2004-02-21T07:00:00	1.62547	1.63087	1.60937	1.61437	1.62552	1.63092	1.60942	1.61442	
2004-02-14T07:00:00	1.61237	1.63507	1.60317	1.62547	1.61242	1.63512	1.60322	1.62552	
2004-02-07T07:00:00	1.64887	1.64987	1.61197	1.61237	1.64892	1.64992	1.61202	1.61242	
2004-01-31T07:00:00	1.63217	1.65487	1.62877	1.64887	1.63222	1.65492	1.62882	1.64892	
2004-01-24T07:00:00	1.62847	1.64377	1.61137	1.63217	1.62852	1.64382	1.61142	1.63222	
2004-01-17T07:00:00	1.61967	1.64327	1.61877	1.62847	1.61972	1.64332	1.61882	1.62852	
2004-01-10T07:00:00	1.65307	1.65487	1.61537	1.61967	1.65312	1.65492	1.61542	1.61972	
2004-01-03T07:00:00	1.65957	1.66577	1.63627	1.65307	1.65962	1.66582	1.63632	1.65312	
2003-12-27T07:00:00	1.67697	1.68277	1.65747	1.65957	1.67702	1.68282	1.65752	1.65962	
2003-12-20T07:00:00	1.67937	1.69417	1.67187	1.67697	1.67942	1.69422	1.67192	1.67702	
2003-12-13T07:00:00	1.65507	1.68647	1.64497	1.67937	1.65512	1.68652	1.64502	1.67942	
2003-12-06T07:00:00	1.65147	1.65787	1.64357	1.65507	1.65152	1.65792	1.64362	1.65512	
2003-11-29T07:00:00	1.65487	1.66207	1.63747	1.65147	1.65492	1.66212	1.63752	1.65152	
2003-11-22T07:00:00	1.64577	1.66307	1.63117	1.65487	1.64582	1.66312	1.63122	1.65492	
2003-11-15T07:00:00	1.63487	1.65607	1.63487	1.64577	1.63492	1.65612	1.63492	1.64582	
2003-11-08T07:00:00	1.62627	1.63747	1.60107	1.63487	1.62632	1.63752	1.60112	1.63492	
2003-11-01T07:00:00	1.63597	1.64967	1.60417	1.62627	1.63602	1.64972	1.60422	1.62632	
2003-10-25T06:00:00	1.68517	1.68607	1.63447	1.63597	1.68522	1.68612	1.63452	1.63602	
2003-10-18T06:00:00	1.68487	1.69297	1.66237	1.68517	1.68492	1.69302	1.66242	1.68522	
2003-10-11T06:00:00	1.70717	1.70857	1.67647	1.68487	1.70722	1.70862	1.67652	1.68492	
2003-10-04T06:00:00	1.70587	1.71617	1.69267	1.70717	1.70592	1.71622	1.69272	1.70722	
2003-09-27T06:00:00	1.70097	1.72117	1.69427	1.70587	1.70102	1.72122	1.69432	1.70592	
2003-09-20T06:00:00	1.69047	1.70357	1.67947	1.70097	1.69052	1.70362	1.67952	1.70102	
2003-09-13T06:00:00	1.70317	1.70527	1.68077	1.69047	1.70322	1.70532	1.68082	1.69052	
2003-09-06T06:00:00	1.71387	1.71677	1.69067	1.70317	1.71392	1.71682	1.69072	1.70322	
2003-08-30T06:00:00	1.69747	1.71747	1.68827	1.71387	1.69752	1.71752	1.68832	1.71392	
2003-08-23T06:00:00	1.66867	1.70817	1.65937	1.69747	1.66872	1.70822	1.65942	1.69752	
2003-08-16T06:00:00	1.70677	1.70677	1.66557	1.66867	1.70682	1.70682	1.66562	1.66872	
2003-08-09T06:00:00	1.73117	1.73577	1.70247	1.70677	1.73122	1.73582	1.70252	1.70682	
2003-08-02T06:00:00	1.72777	1.77117	1.72617	1.73117	1.72782	1.77122	1.72622	1.73122	
2003-07-26T06:00:00	1.73407	1.74517	1.71857	1.72777	1.73412	1.74522	1.71862	1.72782	
2003-07-19T06:00:00	1.73957	1.74527	1.71767	1.73407	1.73962	1.74532	1.71772	1.73412	
2003-07-12T06:00:00	1.71147	1.74687	1.70357	1.73957	1.71152	1.74692	1.70362	1.73962	
2003-07-05T06:00:00	1.69027	1.74717	1.66137	1.71147	1.69032	1.74722	1.66142	1.71152	
2003-06-28T06:00:00	1.71447	1.71827	1.67877	1.69027	1.71452	1.71832	1.67882	1.69032	
2003-06-21T06:00:00	1.73577	1.74267	1.70957	1.71447	1.73582	1.74272	1.70962	1.71452	
2003-06-14T06:00:00	1.77357	1.78137	1.72767	1.73577	1.77362	1.78142	1.72772	1.73582	
2003-06-07T06:00:00	1.77547	1.78917	1.76207	1.77357	1.77552	1.78922	1.76212	1.77362	
2003-05-31T06:00:00	1.79797	1.80667	1.75057	1.77547	1.79802	1.80672	1.75062	1.77552	
2003-05-24T06:00:00	1.79327	1.83227	1.78877	1.79797	1.79332	1.83232	1.78882	1.79802	
2003-05-17T06:00:00	1.77267	1.79737	1.76637	1.79327	1.77272	1.79742	1.76642	1.79332	
2003-05-10T06:00:00	1.77987	1.79117	1.76747	1.77267	1.77992	1.79122	1.76752	1.77272	
2003-05-03T06:00:00	1.77977	1.79717	1.77127	1.77987	1.77982	1.79722	1.77132	1.77992	
2003-04-26T06:00:00	1.78947	1.79527	1.76687	1.77977	1.78952	1.79532	1.76692	1.77982	
2003-04-19T06:00:00	1.77027	1.79397	1.76147	1.78947	1.77032	1.79402	1.76152	1.78952	
2003-04-12T06:00:00	1.77567	1.78797	1.76737	1.77027	1.77572	1.78802	1.76742	1.77032	
2003-04-05T07:00:00	1.78497	1.78977	1.76927	1.77567	1.78502	1.78982	1.76932	1.77572	
2003-03-29T07:00:00	1.79297	1.81127	1.77827	1.78497	1.79302	1.81132	1.77832	1.78502	
2003-03-22T07:00:00	1.78077	1.79987	1.77487	1.79297	1.78082	1.79992	1.77492	1.79302	
2003-03-15T07:00:00	1.79397	1.80647	1.77837	1.78077	1.79402	1.80652	1.77842	1.78082	
2003-03-08T07:00:00	1.79207	1.86017	1.79087	1.79397	1.79212	1.86022	1.79092	1.79402	
2003-03-01T07:00:00	1.77487	1.79817	1.76167	1.79207	1.77492	1.79822	1.76172	1.79212	
2003-02-22T07:00:00	1.80157	1.80187	1.77057	1.77487	1.80162	1.80192	1.77062	1.77492	
2003-02-15T07:00:00	1.82227	1.82427	1.80057	1.80157	1.82232	1.82432	1.80062	1.80162	
2003-02-08T07:00:00	1.83347	1.83347	1.81047	1.82227	1.83352	1.83352	1.81052	1.82232	
2003-02-01T07:00:00	1.83307	1.84617	1.82097	1.83347	1.83312	1.84622	1.82102	1.83352	
2003-01-25T07:00:00	1.82617	1.84627	1.82157	1.83307	1.82622	1.84632	1.82162	1.83312	
2003-01-18T07:00:00	1.80107	1.83327	1.79827	1.82617	1.80112	1.83332	1.79832	1.82622	
2003-01-11T07:00:00	1.81107	1.81597	1.79217	1.80107	1.81112	1.81602	1.79222	1.80112	
2003-01-04T07:00:00	1.83477	1.83927	1.80647	1.81107	1.83482	1.83932	1.80652	1.81112	
2002-12-28T07:00:00	1.85977	1.87807	1.83367	1.83477	1.85982	1.87812	1.83372	1.83482	
2002-12-21T07:00:00	1.82377	1.86047	1.81737	1.85977	1.82382	1.86052	1.81742	1.85982	
2002-12-14T07:00:00	1.81007	1.83317	1.79927	1.82377	1.81012	1.83322	1.79932	1.82382	
2002-12-07T07:00:00	1.79877	1.81307	1.78557	1.81007	1.79882	1.81312	1.78562	1.81012	
2002-11-30T07:00:00	1.77217	1.80287	1.76087	1.79877	1.77222	1.80292	1.76092	1.79882	
2002-11-23T07:00:00	1.76827	1.78527	1.76187	1.77217	1.76832	1.78532	1.76192	1.77222	
2002-11-16T07:00:00	1.79007	1.81167	1.76597	1.76827	1.79012	1.81172	1.76602	1.76832	
2002-11-09T07:00:00	1.79237	1.81047	1.77717	1.79007	1.79242	1.81052	1.77722	1.79012	
2002-11-02T07:00:00	1.78147	1.79407	1.76657	1.79237	1.78152	1.79412	1.76662	1.79242	
2002-10-26T06:00:00	1.75647	1.78777	1.74677	1.78147	1.75652	1.78782	1.74682	1.78152	
2002-10-19T06:00:00	1.76587	1.77307	1.74697	1.75647	1.76592	1.77312	1.74702	1.75652	
2002-10-12T06:00:00	1.79357	1.81277	1.75847	1.76587	1.79362	1.81282	1.75852	1.76592	
2002-10-05T06:00:00	1.79037	1.80917	1.77847	1.79357	1.79042	1.80922	1.77852	1.79362	
2002-09-28T06:00:00	1.80277	1.82907	1.78787	1.79037	1.80282	1.82912	1.78792	1.79042	
2002-09-21T06:00:00	1.79727	1.80997	1.78447	1.80277	1.79732	1.81002	1.78452	1.80282	
2002-09-14T06:00:00	1.76377	1.80117	1.75247	1.79727	1.76382	1.80122	1.75252	1.79732	
2002-09-07T06:00:00	1.79237	1.79727	1.75167	1.76377	1.79242	1.79732	1.75172	1.76382	
2002-08-31T06:00:00	1.78337	1.84277	1.77837	1.79237	1.78342	1.84282	1.77842	1.79242	
2002-08-24T06:00:00	1.79027	1.79337	1.75697	1.78337	1.79032	1.79342	1.75702	1.78342	
2002-08-17T06:00:00	1.80407	1.81357	1.78157	1.79027	1.80412	1.81362	1.78162	1.79032	
2002-08-10T06:00:00	1.81087	1.84437	1.78907	1.80407	1.81092	1.84442	1.78912	1.80412	
2002-08-03T06:00:00	1.83097	1.86477	1.80337	1.81087	1.83102	1.86482	1.80342	1.81092	
2002-07-27T06:00:00	1.84487	1.84487	1.78387	1.83097	1.84492	1.84492	1.78392	1.83102	
2002-07-20T06:00:00	1.82097	1.85997	1.81097	1.84487	1.82102	1.86002	1.81102	1.84492	
2002-07-13T06:00:00	1.77007	1.83377	1.76867	1.82097	1.77012	1.83382	1.76872	1.82102	
2002-07-06T06:00:00	1.74707	1.77717	1.73507	1.77007	1.74712	1.77722	1.73512	1.77012	
2002-06-29T06:00:00	1.75977	1.77677	1.74017	1.74707	1.75782	1.77482	1.74022	1.74712	
2002-06-22T06:00:00	1.69367	1.77367	1.68317	1.75977	1.69172	1.77172	1.68122	1.75782	
2002-06-15T06:00:00	1.68887	1.70067	1.68057	1.69367	1.68692	1.69872	1.67862	1.69172	
2002-06-08T06:00:00	1.65017	1.70167	1.64647	1.68887	1.64822	1.69972	1.64452	1.68692	
2002-06-01T06:00:00	1.64427	1.65667	1.62767	1.65017	1.64232	1.65472	1.62572	1.64822	
2002-05-25T06:00:00	1.65537	1.66727	1.64227	1.64427	1.65342	1.66532	1.64032	1.64232	
2002-05-18T06:00:00	1.66637	1.67447	1.64777	1.65537	1.66442	1.67252	1.64582	1.65342	
2002-05-11T06:00:00	1.67767	1.68267	1.64517	1.66637	1.67572	1.68072	1.64322	1.66442	
2002-05-04T06:00:00	1.69917	1.70407	1.67027	1.67767	1.69722	1.70212	1.66832	1.67572	
2002-04-27T06:00:00	1.66017	1.70277	1.65527	1.69917	1.65822	1.70082	1.65332	1.69722	
2002-04-20T06:00:00	1.65017	1.66107	1.63897	1.66017	1.64822	1.65912	1.63702	1.65822	
2002-04-13T06:00:00	1.64657	1.66317	1.64577	1.65017	1.64462	1.66122	1.64382	1.64822	
2002-04-06T07:00:00	1.65787	1.67067	1.63987	1.64657	1.65592	1.66872	1.63792	1.64462	
2002-03-30T07:00:00	1.63497	1.66597	1.63067	1.65787	1.63302	1.66402	1.62872	1.65592	
