日時	"EUR/JPY(始値, 買い)"	"EUR/JPY(高値, 買い)"	"EUR/JPY(安値, 買い)"	"EUR/JPY(終値, 買い)"	"EUR/JPY(始値, 売り)*"	"EUR/JPY(高値, 売り)*"	"EUR/JPY(安値, 売り)*"	"EUR/JPY(終値, 売り)*"
2017/01/09 17:00:00	123.244	123.731	123.230	123.455	123.211	123.723	123.177	123.449
2017/01/06 17:00:00	122.388	123.453	122.129	123.279	122.333	123.447	122.119	123.122
2017/01/05 17:00:00	123.051	123.127	122.027	122.388	122.944	123.119	122.011	122.333
2017/01/04 17:00:00	122.547	123.130	122.407	123.051	122.511	123.123	122.387	122.944
2017/01/03 17:00:00	123.343	123.343	122.275	122.547	123.172	123.327	122.263	122.511
2016/12/30 17:00:00	122.294	123.952	122.220	123.343	122.229	123.851	122.106	123.172
2016/12/29 17:00:00	122.149	122.388	121.601	122.294	122.062	122.379	121.593	122.229
2016/12/28 17:00:00	122.830	123.251	121.843	122.149	122.787	123.243	121.835	122.062
2016/12/27 17:00:00	122.732	123.005	122.454	122.830	122.560	123.003	122.448	122.787
2016/12/23 17:00:00	122.705	122.806	122.380	122.732	122.635	122.769	122.375	122.560
2016/12/22 17:00:00	122.574	123.206	122.476	122.705	122.532	123.199	122.450	122.635
2016/12/21 17:00:00	122.464	122.880	122.077	122.574	122.401	122.874	122.068	122.532
2016/12/20 17:00:00	121.817	122.799	121.739	122.464	121.781	122.793	121.711	122.401
2016/12/19 17:00:00	123.194	123.271	121.688	121.817	123.136	123.229	121.679	121.781
2016/12/16 17:00:00	123.088	123.640	122.839	123.339	123.063	123.635	122.832	123.217
2016/12/15 17:00:00	123.330	124.099	122.570	123.088	123.276	124.094	122.565	123.063
2016/12/14 17:00:00	122.411	123.425	122.138	123.330	122.376	123.412	122.133	123.276
2016/12/13 17:00:00	122.333	122.805	122.113	122.411	122.314	122.799	122.080	122.376
2016/12/12 17:00:00	121.579	122.937	121.579	122.333	121.532	122.929	121.527	122.314
2016/12/09 17:00:00	121.071	121.798	121.007	121.780	121.020	121.757	120.977	121.619
2016/12/08 17:00:00	122.434	123.370	120.920	121.071	122.319	123.349	120.913	121.020
2016/12/07 17:00:00	122.260	122.597	122.027	122.434	122.170	122.588	122.024	122.319
2016/12/06 17:00:00	122.575	122.938	121.942	122.260	122.490	122.934	121.937	122.170
2016/12/05 17:00:00	120.906	123.198	118.738	122.575	120.829	123.191	118.697	122.490
2016/12/02 17:00:00	121.680	121.895	120.883	121.122	121.597	121.891	120.879	120.969
2016/12/01 17:00:00	121.202	121.805	120.852	121.680	121.158	121.799	120.842	121.597
2016/11/30 17:00:00	119.692	121.314	119.464	121.202	119.666	121.307	119.457	121.158
2016/11/29 17:00:00	118.843	119.980	118.559	119.692	118.788	119.974	118.551	119.666
2016/11/28 17:00:00	119.772	119.827	118.710	118.843	119.661	119.782	118.704	118.788
2016/11/25 17:00:00	119.699	120.166	119.314	119.922	119.525	120.160	119.307	119.747
2016/11/24 17:00:00	118.806	119.774	118.508	119.699	118.716	119.767	118.499	119.525
2016/11/23 17:00:00	118.121	118.991	117.719	118.806	118.093	118.988	117.714	118.716
2016/11/22 17:00:00	117.892	118.157	117.399	118.121	117.737	118.154	117.388	118.093
2016/11/21 17:00:00	117.540	118.000	117.320	117.892	117.484	117.999	117.299	117.737
2016/11/18 17:00:00	117.076	117.531	116.753	117.531	117.007	117.513	116.746	117.374
2016/11/17 17:00:00	116.648	117.265	116.259	117.076	116.593	117.220	116.252	117.007
2016/11/16 17:00:00	117.123	117.487	116.525	116.648	117.037	117.482	116.516	116.593
2016/11/15 17:00:00	116.432	117.226	116.091	117.123	116.392	117.218	116.086	117.037
2016/11/14 17:00:00	115.802	116.521	115.557	116.432	115.764	116.511	115.552	116.392
2016/11/11 17:00:00	116.414	116.493	115.310	115.867	116.307	116.488	115.304	115.695
2016/11/10 17:00:00	115.301	116.584	114.975	116.414	115.269	116.578	114.966	116.307
2016/11/09 17:00:00	115.978	116.025	113.738	115.301	115.873	115.995	113.716	115.269
2016/11/08 17:00:00	115.356	116.015	115.119	115.978	115.308	116.008	115.112	115.873
2016/11/07 17:00:00	115.216	115.931	114.976	115.356	115.124	115.897	114.852	115.308
2016/11/04 17:00:00	114.390	114.925	114.140	114.925	114.350	114.858	114.134	114.847
2016/11/03 17:00:00	114.662	114.779	114.018	114.390	114.646	114.767	114.011	114.350
2016/11/02 17:00:00	115.165	115.184	114.362	114.662	115.138	115.142	114.353	114.646
2016/11/01 17:00:00	115.113	115.682	114.817	115.165	115.080	115.677	114.803	115.138
2016/10/31 17:00:00	114.851	115.273	114.708	115.113	114.745	115.265	114.663	115.080
2016/10/28 17:00:00	114.766	115.330	114.590	115.155	114.694	115.324	114.585	114.977
2016/10/27 17:00:00	113.975	114.869	113.707	114.766	113.964	114.864	113.704	114.694
2016/10/26 17:00:00	113.522	114.202	113.271	113.975	113.470	114.197	113.266	113.964
2016/10/25 17:00:00	113.389	113.913	113.328	113.522	113.345	113.907	113.260	113.470
2016/10/24 17:00:00	113.045	113.590	112.841	113.389	112.984	113.582	112.834	113.345
2016/10/21 17:00:00	113.622	113.860	112.615	113.064	113.602	113.848	112.610	112.975
2016/10/20 17:00:00	113.523	114.531	113.376	113.622	113.481	114.523	113.368	113.602
2016/10/19 17:00:00	114.068	114.164	113.125	113.523	114.032	114.157	113.120	113.481
2016/10/18 17:00:00	114.292	114.686	113.999	114.068	114.254	114.679	113.992	114.032
2016/10/17 17:00:00	114.482	114.582	114.028	114.292	114.463	114.576	114.021	114.254
2016/10/14 17:00:00	114.683	115.056	114.218	114.345	114.608	115.051	114.213	114.269
2016/10/13 17:00:00	114.787	115.155	113.920	114.683	114.669	115.146	113.915	114.608
2016/10/12 17:00:00	114.442	115.176	114.044	114.787	114.379	115.168	114.037	114.669
2016/10/11 17:00:00	115.448	115.796	114.018	114.442	115.374	115.792	114.011	114.379
2016/10/10 17:00:00	115.523	115.736	115.077	115.448	115.423	115.733	115.072	115.374
2016/10/07 17:00:00	115.956	116.024	115.057	115.395	115.867	115.963	115.048	115.256
2016/10/06 17:00:00	115.985	116.287	115.726	115.956	115.970	116.280	115.721	115.867
2016/10/05 17:00:00	115.322	116.259	115.120	115.985	115.225	116.254	115.113	115.970
2016/10/04 17:00:00	113.989	115.384	113.884	115.322	113.934	115.377	113.855	115.225
2016/10/03 17:00:00	113.765	114.160	113.637	113.989	113.629	114.139	113.607	113.934
2016/09/30 17:00:00	113.410	114.139	112.602	114.001	113.341	114.123	112.598	113.849
2016/09/29 17:00:00	112.958	114.194	112.910	113.410	112.929	114.188	112.881	113.341
2016/09/28 17:00:00	112.627	113.109	112.467	112.958	112.608	113.102	112.459	112.929
2016/09/27 17:00:00	112.994	113.580	112.253	112.627	112.916	113.573	112.247	112.608
2016/09/26 17:00:00	113.510	113.560	112.821	112.994	113.395	113.522	112.817	112.916
2016/09/23 17:00:00	112.951	113.624	112.889	113.451	112.912	113.619	112.799	113.376
2016/09/22 17:00:00	112.285	113.515	112.091	112.951	112.260	113.499	112.083	112.912
2016/09/21 17:00:00	113.422	114.404	112.083	112.285	113.399	114.398	112.078	112.260
2016/09/20 17:00:00	113.912	114.033	113.422	113.422	113.897	114.025	113.399	113.399
2016/09/19 17:00:00	113.921	114.300	113.477	113.912	113.911	114.291	113.470	113.897
2016/09/16 17:00:00	114.826	114.845	113.959	114.132	114.797	114.835	113.953	114.097
2016/09/15 17:00:00	115.284	115.436	114.650	114.826	115.196	115.430	114.641	114.797
2016/09/14 17:00:00	115.082	116.092	114.920	115.284	115.061	116.083	114.914	115.196
2016/09/13 17:00:00	114.451	115.320	113.938	115.082	114.400	115.313	113.930	115.061
2016/09/12 17:00:00	115.277	115.481	114.252	114.451	115.239	115.476	114.245	114.400
2016/09/09 17:00:00	115.411	115.954	115.025	115.392	115.401	115.946	115.017	115.274
2016/09/08 17:00:00	114.360	115.471	114.140	115.411	114.336	115.448	114.133	115.401
2016/09/07 17:00:00	114.844	114.904	113.824	114.360	114.797	114.885	113.810	114.336
2016/09/06 17:00:00	115.317	115.684	114.711	114.844	115.255	115.677	114.704	114.797
2016/09/05 17:00:00	116.193	116.209	115.132	115.317	116.129	116.149	115.125	115.255
2016/09/02 17:00:00	115.625	116.372	115.518	116.091	115.576	116.365	115.510	115.964
2016/09/01 17:00:00	115.419	115.831	115.035	115.625	115.390	115.825	115.022	115.576
2016/08/31 17:00:00	114.750	115.437	114.691	115.419	114.704	115.429	114.658	115.390
2016/08/30 17:00:00	114.051	114.946	113.857	114.750	114.020	114.937	113.848	114.704
2016/08/29 17:00:00	114.119	114.694	113.961	114.051	114.058	114.687	113.922	114.020
2016/08/26 17:00:00	113.463	114.140	113.158	114.044	113.378	114.133	113.148	113.899
2016/08/25 17:00:00	113.167	113.586	113.105	113.463	113.132	113.580	113.098	113.378
2016/08/24 17:00:00	113.358	113.591	112.796	113.167	113.314	113.582	112.787	113.132
2016/08/23 17:00:00	113.594	113.734	113.229	113.358	113.557	113.727	113.223	113.314
2016/08/22 17:00:00	114.009	114.062	113.412	113.594	113.957	113.980	113.403	113.557
2016/08/19 17:00:00	113.434	113.884	113.236	113.584	113.391	113.871	113.229	113.428
2016/08/18 17:00:00	113.256	113.710	112.660	113.434	113.155	113.703	112.650	113.391
2016/08/17 17:00:00	113.145	113.945	112.834	113.256	113.109	113.931	112.828	113.155
2016/08/16 17:00:00	113.254	113.303	112.371	113.145	113.220	113.276	112.360	113.109
2016/08/15 17:00:00	113.078	113.315	112.685	113.254	112.943	113.294	112.676	113.220
2016/08/12 17:00:00	113.557	114.036	112.740	113.140	113.521	114.030	112.722	113.014
2016/08/11 17:00:00	113.255	113.703	112.710	113.557	113.169	113.695	112.703	113.521
2016/08/10 17:00:00	113.289	113.477	112.796	113.255	113.148	113.468	112.786	113.169
2016/08/09 17:00:00	113.614	113.646	113.040	113.289	113.571	113.617	113.032	113.148
2016/08/08 17:00:00	113.086	113.762	112.937	113.614	112.977	113.755	112.888	113.571
2016/08/05 17:00:00	112.676	113.013	112.324	112.981	112.624	112.976	112.309	112.834
2016/08/04 17:00:00	112.886	113.283	112.489	112.676	112.864	113.270	112.480	112.624
2016/08/03 17:00:00	113.262	113.655	112.672	112.886	113.216	113.641	112.663	112.864
2016/08/02 17:00:00	114.324	114.823	113.014	113.262	114.245	114.812	113.007	113.216
2016/08/01 17:00:00	114.422	114.741	114.020	114.324	114.286	114.732	113.894	114.245
2016/07/29 17:00:00	116.638	117.048	113.885	114.118	116.577	116.895	113.881	113.964
2016/07/28 17:00:00	116.571	116.854	115.830	116.638	116.535	116.845	115.819	116.577
2016/07/27 17:00:00	115.074	117.159	114.977	116.571	114.951	117.146	114.912	116.535
2016/07/26 17:00:00	116.347	116.427	114.460	115.074	116.302	116.413	114.452	114.951
2016/07/25 17:00:00	116.565	116.975	116.228	116.347	116.440	116.965	116.222	116.302
2016/07/22 17:00:00	116.693	117.282	116.227	116.500	116.660	117.271	116.220	116.354
2016/07/21 17:00:00	117.820	118.471	116.155	116.693	117.708	118.464	116.144	116.660
2016/07/20 17:00:00	116.987	117.932	116.545	117.820	116.932	117.926	116.533	117.708
2016/07/19 17:00:00	117.583	117.784	116.580	116.987	117.566	117.765	116.572	116.932
2016/07/18 17:00:00	116.438	117.704	116.328	117.583	116.386	117.689	116.314	117.566
2016/07/15 17:00:00	117.168	118.411	115.505	115.785	117.115	118.398	115.464	115.661
2016/07/14 17:00:00	115.876	118.042	115.379	117.168	115.867	118.032	115.371	117.115
2016/07/13 17:00:00	115.829	116.234	114.933	115.876	115.778	116.227	114.918	115.867
2016/07/12 17:00:00	113.706	116.432	113.291	115.829	113.642	116.423	113.279	115.778
2016/07/11 17:00:00	111.265	113.788	111.123	113.706	111.117	113.779	111.068	113.642
2016/07/08 17:00:00	111.546	111.869	110.876	111.195	111.441	111.858	110.865	111.109
2016/07/07 17:00:00	112.475	112.537	111.226	111.546	112.442	112.521	111.220	111.441
2016/07/06 17:00:00	112.719	112.738	110.829	112.475	112.655	112.686	110.824	112.442
2016/07/05 17:00:00	114.455	114.461	112.398	112.719	114.373	114.383	112.390	112.655
2016/07/04 17:00:00	114.317	114.514	113.967	114.455	114.161	114.506	113.958	114.373
2016/07/01 17:00:00	114.657	114.785	113.688	114.296	114.575	114.739	113.677	114.087
2016/06/30 17:00:00	114.419	114.804	113.339	114.657	114.412	114.793	113.332	114.575
2016/06/29 17:00:00	113.723	114.509	112.955	114.419	113.682	114.500	112.944	114.412
2016/06/28 17:00:00	112.449	113.865	111.930	113.723	112.407	113.858	111.919	113.682
2016/06/27 17:00:00	111.795	113.264	111.387	112.449	111.755	113.246	111.367	112.407
2016/06/24 17:00:00	120.914	122.060	109.590	113.701	120.806	122.001	109.205	113.299
2016/06/23 17:00:00	117.985	120.976	117.963	120.914	117.939	120.952	117.921	120.806
2016/06/22 17:00:00	117.777	118.615	117.435	117.985	117.743	118.608	117.424	117.939
2016/06/21 17:00:00	117.628	118.691	117.319	117.777	117.578	118.684	117.312	117.743
2016/06/20 17:00:00	118.709	119.147	117.354	117.628	118.612	119.141	117.349	117.578
2016/06/17 17:00:00	117.046	118.106	116.907	117.495	117.005	118.098	116.896	117.350
2016/06/16 17:00:00	119.386	119.461	115.504	117.046	119.359	119.438	115.497	117.005
2016/06/15 17:00:00	118.958	119.493	118.724	119.386	118.873	119.487	118.715	119.359
2016/06/14 17:00:00	120.035	120.128	118.519	118.958	119.905	120.118	118.513	118.873
2016/06/13 17:00:00	120.283	120.328	119.007	120.035	120.142	120.321	119.000	119.905
2016/06/10 17:00:00	121.234	121.280	119.919	120.344	121.124	121.200	119.908	120.304
2016/06/09 17:00:00	121.960	122.078	120.329	121.234	121.852	122.035	120.321	121.124
2016/06/08 17:00:00	121.982	122.026	121.338	121.960	121.894	122.018	121.330	121.852
2016/06/07 17:00:00	122.153	122.705	121.661	121.982	122.108	122.699	121.652	121.894
2016/06/06 17:00:00	121.102	122.338	120.833	122.153	120.963	122.332	120.808	122.108
2016/06/03 17:00:00	121.408	121.685	120.830	121.151	121.394	121.675	120.823	121.002
2016/06/02 17:00:00	122.578	122.651	121.064	121.408	122.537	122.600	121.058	121.394
2016/06/01 17:00:00	123.307	123.325	121.904	122.578	123.223	123.314	121.896	122.537
2016/05/31 17:00:00	123.788	124.208	122.979	123.307	123.745	124.191	122.971	123.223
2016/05/30 17:00:00	122.722	123.909	122.682	123.788	122.705	123.897	122.659	123.745
2016/05/27 17:00:00	122.877	123.091	122.221	122.633	122.856	123.083	122.216	122.479
2016/05/26 17:00:00	122.932	123.078	122.265	122.877	122.894	123.069	122.259	122.856
2016/05/25 17:00:00	122.561	123.119	122.516	122.932	122.531	123.111	122.466	122.894
2016/05/24 17:00:00	122.582	122.737	122.353	122.561	122.570	122.730	122.347	122.531
2016/05/23 17:00:00	123.530	123.660	122.393	122.582	123.382	123.643	122.385	122.570
2016/05/20 17:00:00	123.217	124.052	123.061	123.673	123.175	124.048	123.054	123.548
2016/05/19 17:00:00	123.613	123.782	122.934	123.217	123.583	123.776	122.926	123.175
2016/05/18 17:00:00	123.506	123.917	122.965	123.613	123.432	123.912	122.957	123.583
2016/05/17 17:00:00	123.427	124.180	123.249	123.506	123.407	124.173	123.242	123.432
2016/05/16 17:00:00	122.934	123.514	122.622	123.427	122.786	123.509	122.611	123.407
2016/05/13 17:00:00	124.084	124.134	122.756	122.920	123.977	124.128	122.750	122.785
2016/05/12 17:00:00	123.902	124.652	123.694	124.084	123.871	124.645	123.685	123.977
2016/05/11 17:00:00	124.278	124.413	123.607	123.902	124.234	124.387	123.600	123.871
2016/05/10 17:00:00	123.300	124.447	123.287	124.278	123.285	124.445	123.276	124.234
2016/05/09 17:00:00	122.080	123.714	122.060	123.300	121.944	123.706	121.944	123.285
2016/05/06 17:00:00	122.339	122.466	121.486	122.177	122.317	122.457	121.477	122.103
2016/05/05 17:00:00	122.986	123.135	122.103	122.339	122.898	123.129	122.095	122.317
2016/05/04 17:00:00	122.641	123.584	122.303	122.986	122.533	123.505	122.296	122.898
2016/05/03 17:00:00	122.749	122.782	122.130	122.641	122.702	122.762	122.122	122.533
2016/05/02 17:00:00	121.815	122.939	121.797	122.749	121.719	122.914	121.703	122.702
2016/04/29 17:00:00	122.759	122.958	121.689	121.843	122.691	122.950	121.680	121.688
2016/04/28 17:00:00	126.249	126.476	122.528	122.759	126.225	126.469	122.517	122.691
2016/04/27 17:00:00	125.786	126.402	125.451	126.249	125.730	126.321	125.445	126.225
2016/04/26 17:00:00	125.331	125.981	124.696	125.786	125.262	125.974	124.688	125.730
2016/04/25 17:00:00	125.507	125.581	124.810	125.331	125.465	125.526	124.801	125.262
2016/04/22 17:00:00	123.576	125.519	123.410	125.493	123.538	125.507	123.403	125.482
2016/04/21 17:00:00	124.116	124.972	123.371	123.576	124.058	124.960	123.359	123.538
2016/04/20 17:00:00	124.050	124.341	123.545	124.116	124.002	124.333	123.539	124.058
2016/04/19 17:00:00	123.136	124.446	123.076	124.050	123.075	124.439	123.031	124.002
2016/04/18 17:00:00	122.331	123.361	121.720	123.136	122.228	123.353	121.711	123.075
2016/04/15 17:00:00	123.290	123.572	122.603	122.785	123.223	123.565	122.593	122.671
2016/04/14 17:00:00	123.283	123.427	122.728	123.290	123.264	123.418	122.720	123.223
2016/04/13 17:00:00	123.605	123.874	123.018	123.283	123.551	123.864	123.010	123.264
2016/04/12 17:00:00	123.175	124.008	123.088	123.605	123.100	123.999	123.057	123.551
2016/04/11 17:00:00	123.318	123.735	122.837	123.175	123.290	123.728	122.830	123.100
2016/04/08 17:00:00	123.163	124.240	123.014	123.208	123.089	124.231	122.965	123.123
2016/04/07 17:00:00	125.175	125.320	122.549	123.163	125.144	125.305	122.539	123.089
2016/04/06 17:00:00	125.649	125.841	124.871	125.175	125.527	125.837	124.855	125.144
2016/04/05 17:00:00	126.866	126.884	125.247	125.649	126.780	126.837	125.242	125.527
2016/04/04 17:00:00	127.296	127.367	126.455	126.866	127.231	127.352	126.448	126.780
2016/04/01 17:00:00	128.145	128.172	127.105	127.216	128.057	128.163	127.098	127.124
2016/03/31 17:00:00	127.529	128.227	126.971	128.145	127.411	128.221	126.963	128.057
2016/03/30 17:00:00	127.281	127.828	126.788	127.529	127.210	127.823	126.780	127.411
2016/03/29 17:00:00	127.053	127.457	126.785	127.281	126.991	127.448	126.776	127.210
2016/03/28 17:00:00	126.414	127.070	126.380	127.053	126.280	127.054	126.270	126.991
2016/03/25 17:00:00	126.173	126.474	125.912	126.341	126.144	126.468	125.895	126.199
2016/03/24 17:00:00	125.674	126.190	125.391	126.173	125.621	126.181	125.384	126.144
2016/03/23 17:00:00	126.077	126.256	125.512	125.674	126.017	126.246	125.504	125.621
2016/03/22 17:00:00	125.873	126.276	124.677	126.077	125.818	126.270	124.669	126.017
2016/03/21 17:00:00	125.715	126.083	125.226	125.873	125.558	126.074	125.217	125.818
2016/03/18 17:00:00	126.100	126.202	125.272	125.803	126.030	126.195	125.263	125.651
2016/03/17 17:00:00	126.386	126.630	125.336	126.100	126.305	126.623	125.326	126.030
2016/03/16 17:00:00	125.751	126.507	125.556	126.386	125.685	126.455	125.548	126.305
2016/03/15 17:00:00	126.413	126.743	125.101	125.751	126.352	126.703	125.095	125.685
2016/03/14 17:00:00	126.955	127.160	126.082	126.413	126.897	127.154	126.076	126.352
2016/03/11 17:00:00	126.545	127.293	126.069	126.970	126.426	127.287	126.057	126.815
2016/03/10 17:00:00	124.727	126.787	123.657	126.545	124.631	126.772	123.650	126.426
2016/03/09 17:00:00	124.030	124.894	123.064	124.727	124.020	124.887	123.059	124.631
2016/03/08 17:00:00	125.022	125.034	123.855	124.030	124.930	125.007	123.848	124.020
2016/03/07 17:00:00	125.299	125.306	124.248	125.022	125.175	125.237	124.242	124.930
2016/03/04 17:00:00	124.554	125.593	123.941	125.281	124.532	125.589	123.932	125.215
2016/03/03 17:00:00	123.361	124.602	123.274	124.554	123.289	124.600	123.266	124.532
2016/03/02 17:00:00	123.945	124.364	123.096	123.361	123.856	124.358	123.089	123.289
2016/03/01 17:00:00	122.554	124.085	122.086	123.945	122.498	124.079	122.058	123.856
2016/02/29 17:00:00	124.442	124.508	122.459	122.554	124.379	124.462	122.454	122.498
2016/02/26 17:00:00	124.532	125.015	124.226	124.662	124.492	125.007	124.220	124.511
2016/02/25 17:00:00	123.554	124.646	123.280	124.532	123.533	124.639	123.269	124.492
2016/02/24 17:00:00	123.564	123.627	122.461	123.554	123.504	123.620	122.453	123.533
2016/02/23 17:00:00	124.567	124.623	123.071	123.564	124.466	124.615	123.065	123.504
2016/02/22 17:00:00	125.133	125.569	124.373	124.567	125.042	125.564	124.367	124.466
2016/02/19 17:00:00	125.803	125.962	125.021	125.353	125.752	125.956	125.014	125.217
2016/02/18 17:00:00	126.999	127.171	125.599	125.803	126.946	127.163	125.592	125.752
2016/02/17 17:00:00	127.165	127.402	126.638	126.999	127.078	127.395	126.626	126.946
2016/02/16 17:00:00	127.883	128.185	126.621	127.165	127.754	128.173	126.615	127.078
2016/02/15 17:00:00	127.483	127.968	127.261	127.883	127.383	127.961	127.249	127.754
2016/02/12 17:00:00	127.331	127.663	126.376	127.493	127.275	127.653	126.358	127.367
2016/02/11 17:00:00	128.061	128.146	125.785	127.331	127.963	128.098	125.774	127.275
2016/02/10 17:00:00	130.042	130.119	127.747	128.061	129.964	130.110	127.738	127.963
2016/02/09 17:00:00	129.688	130.270	128.279	130.042	129.662	130.262	128.267	129.964
2016/02/08 17:00:00	130.260	130.908	128.766	129.688	130.114	130.902	128.759	129.662
2016/02/05 17:00:00	130.894	131.029	130.165	130.483	130.860	131.019	130.158	130.353
2016/02/04 17:00:00	130.999	131.666	130.645	130.894	130.870	131.660	130.638	130.860
2016/02/03 17:00:00	131.022	131.062	130.057	130.999	130.972	131.000	130.050	130.870
2016/02/02 17:00:00	131.763	131.976	130.900	131.022	131.702	131.970	130.895	130.972
2016/02/01 17:00:00	131.465	132.029	131.259	131.763	131.419	132.023	131.234	131.702
2016/01/29 17:00:00	130.012	132.371	129.602	131.239	129.958	132.287	129.512	131.148
2016/01/28 17:00:00	129.313	130.225	128.948	130.012	129.248	130.218	128.943	129.958
2016/01/27 17:00:00	128.757	129.515	128.256	129.313	128.720	129.484	128.249	129.248
2016/01/26 17:00:00	128.353	128.758	127.826	128.757	128.311	128.724	127.818	128.720
2016/01/25 17:00:00	128.121	128.552	127.860	128.353	128.013	128.543	127.852	128.311
2016/01/22 17:00:00	128.032	128.438	127.428	128.303	127.909	128.431	127.418	128.196
2016/01/21 17:00:00	127.381	128.199	126.172	128.032	127.299	128.196	126.164	127.909
2016/01/20 17:00:00	128.330	128.384	126.632	127.381	128.295	128.369	126.626	127.299
2016/01/19 17:00:00	127.842	128.563	127.778	128.330	127.732	128.562	127.732	128.295
2016/01/18 17:00:00	127.577	127.949	127.357	127.842	127.462	127.946	127.349	127.732
2016/01/15 17:00:00	128.292	128.438	127.611	127.761	128.235	128.411	127.582	127.627
2016/01/14 17:00:00	128.029	128.759	127.748	128.292	127.983	128.754	127.742	128.235
2016/01/13 17:00:00	127.797	128.551	127.643	128.029	127.685	128.544	127.635	127.983
2016/01/12 17:00:00	127.897	128.012	127.460	127.797	127.865	128.006	127.457	127.685
2016/01/11 17:00:00	128.045	128.472	127.314	127.897	127.935	128.467	127.308	127.865
2016/01/08 17:00:00	128.630	129.100	128.078	128.151	128.598	129.087	128.079	128.103
2016/01/07 17:00:00	127.746	128.657	126.788	128.630	127.705	128.624	126.783	128.598
2016/01/06 17:00:00	127.977	128.186	127.024	127.746	127.949	128.186	127.019	127.705
2016/01/05 17:00:00	129.435	129.480	127.521	127.977	129.316	129.478	127.519	127.949
2016/01/04 17:00:00	130.747	130.798	128.680	129.435	130.686	130.755	128.677	129.316
2015/12/31 17:00:00	131.788	131.802	130.475	130.659	131.737	131.777	130.470	130.565
2015/12/30 17:00:00	131.604	131.928	131.454	131.788	131.520	131.923	131.448	131.737
2015/12/29 17:00:00	132.105	132.361	131.360	131.604	132.024	132.353	131.356	131.520
2015/12/28 17:00:00	131.782	132.471	131.745	132.105	131.696	132.463	131.634	132.024
2015/12/24 17:00:00	131.987	132.036	131.599	131.782	131.900	132.005	131.588	131.696
2015/12/23 17:00:00	132.678	132.678	131.506	131.987	132.646	132.646	131.500	131.900
2015/12/22 17:00:00	132.341	132.802	132.101	132.678	132.242	132.795	132.095	132.646
2015/12/21 17:00:00	131.672	132.349	131.589	132.341	131.576	132.341	131.483	132.242
2015/12/18 17:00:00	132.701	133.817	131.043	131.723	132.669	133.773	131.032	131.623
2015/12/17 17:00:00	133.394	133.419	132.601	132.701	133.303	133.373	132.594	132.669
2015/12/16 17:00:00	133.079	133.786	132.899	133.394	132.944	133.783	132.865	133.303
2015/12/15 17:00:00	133.057	133.535	132.703	133.079	133.018	133.528	132.703	132.944
2015/12/14 17:00:00	133.125	133.242	132.442	133.057	133.091	133.238	132.438	133.018
2015/12/11 17:00:00	133.033	133.786	132.633	133.065	132.970	133.782	132.629	132.937
2015/12/10 17:00:00	133.899	134.129	132.777	133.033	133.863	134.119	132.772	132.970
2015/12/09 17:00:00	133.919	134.225	133.531	133.899	133.883	134.219	133.520	133.863
2015/12/08 17:00:00	133.717	134.008	133.485	133.919	133.688	134.001	133.481	133.883
2015/12/07 17:00:00	134.047	134.133	133.300	133.717	133.913	134.120	133.297	133.688
2015/12/04 17:00:00	134.159	134.599	133.331	133.954	134.103	134.594	133.324	133.880
2015/12/03 17:00:00	130.843	134.508	129.909	134.159	130.807	134.499	129.849	134.103
2015/12/02 17:00:00	130.673	130.983	130.307	130.843	130.622	130.977	130.301	130.807
2015/12/01 17:00:00	130.077	130.813	129.761	130.673	130.024	130.807	129.754	130.622
2015/11/30 17:00:00	130.088	130.301	129.818	130.077	130.045	130.297	129.813	130.024
2015/11/27 17:00:00	130.075	130.252	129.672	130.228	130.032	130.248	129.667	130.096
2015/11/26 17:00:00	130.436	130.466	129.897	130.075	130.337	130.370	129.891	130.032
2015/11/25 17:00:00	130.440	130.771	129.777	130.436	130.388	130.764	129.775	130.337
2015/11/24 17:00:00	130.685	130.803	130.199	130.440	130.638	130.797	130.196	130.388
2015/11/23 17:00:00	130.775	131.047	130.352	130.685	130.688	131.041	130.348	130.638
2015/11/20 17:00:00	131.912	131.981	130.706	130.783	131.865	131.962	130.686	130.700
2015/11/19 17:00:00	131.816	132.291	131.435	131.912	131.768	132.273	131.430	131.865
2015/11/18 17:00:00	131.402	131.816	131.122	131.816	131.346	131.785	131.117	131.768
2015/11/17 17:00:00	131.645	131.806	131.201	131.402	131.615	131.800	131.198	131.346
2015/11/16 17:00:00	131.336	132.218	130.647	131.645	131.292	132.211	130.641	131.615
2015/11/13 17:00:00	132.587	132.646	131.567	132.075	132.565	132.611	131.560	131.970
2015/11/12 17:00:00	131.969	132.764	131.485	132.587	131.930	132.756	131.480	132.565
2015/11/11 17:00:00	132.104	132.413	131.661	131.969	132.042	132.408	131.654	131.930
2015/11/10 17:00:00	132.445	132.792	131.630	132.104	132.413	132.785	131.623	132.042
2015/11/09 17:00:00	132.340	133.197	132.186	132.445	132.235	133.190	132.177	132.413
2015/11/06 17:00:00	132.537	132.717	131.475	132.329	132.483	132.712	131.457	132.212
2015/11/05 17:00:00	132.162	132.729	131.866	132.537	132.050	132.724	131.860	132.483
2015/11/04 17:00:00	132.810	132.915	131.850	132.162	132.677	132.908	131.844	132.050
2015/11/03 17:00:00	133.056	133.128	132.548	132.810	132.992	133.121	132.543	132.677
2015/11/02 17:00:00	132.857	133.215	132.630	133.056	132.827	133.208	132.621	132.992
