日時	"GBP/CHF(始値, 買い)"	"GBP/CHF(高値, 買い)"	"GBP/CHF(安値, 買い)"	"GBP/CHF(終値, 買い)"	"GBP/CHF(始値, 売り)*"	"GBP/CHF(高値, 売り)*"	"GBP/CHF(安値, 売り)*"	"GBP/CHF(終値, 売り)*"
2016/03/04 17:00:00	1.40726	1.41494	1.40084	1.41445	1.40566	1.41475	1.40071	1.41141
2016/03/03 17:00:00	1.40386	1.40783	1.39846	1.40726	1.40260	1.40758	1.39835	1.40566
2016/03/02 17:00:00	1.39238	1.40819	1.38889	1.40386	1.39078	1.40804	1.38870	1.40260
2016/03/01 17:00:00	1.39026	1.40174	1.38850	1.39238	1.38856	1.40158	1.38831	1.39078
2016/02/29 17:00:00	1.38473	1.39267	1.38000	1.39026	1.38143	1.39247	1.37967	1.38856
2016/02/26 17:00:00	1.38313	1.39244	1.37929	1.38377	1.38226	1.39222	1.37895	1.38171
2016/02/25 17:00:00	1.37761	1.38873	1.37571	1.38313	1.37679	1.38859	1.37551	1.38226
2016/02/24 17:00:00	1.39027	1.39277	1.37274	1.37761	1.38946	1.39254	1.37257	1.37679
2016/02/23 17:00:00	1.41491	1.41547	1.38867	1.39027	1.41377	1.41512	1.38848	1.38946
2016/02/22 17:00:00	1.41353	1.41798	1.40306	1.41491	1.41066	1.41731	1.40289	1.41377
2016/02/19 17:00:00	1.42486	1.42743	1.41216	1.42651	1.42221	1.42644	1.41204	1.42440
2016/02/18 17:00:00	1.41908	1.43124	1.41274	1.42486	1.41791	1.43107	1.41246	1.42221
2016/02/17 17:00:00	1.41489	1.42366	1.40416	1.41908	1.41350	1.42349	1.40398	1.41791
2016/02/16 17:00:00	1.42596	1.43188	1.40977	1.41489	1.42400	1.43173	1.40965	1.41350
2016/02/15 17:00:00	1.41879	1.43016	1.41632	1.42596	1.41584	1.42999	1.41492	1.42400
2016/02/12 17:00:00	1.40851	1.42144	1.40662	1.41866	1.40725	1.42128	1.40603	1.41625
2016/02/11 17:00:00	1.41440	1.41686	1.39261	1.40851	1.41318	1.41608	1.39240	1.40725
2016/02/10 17:00:00	1.40813	1.42087	1.40473	1.41440	1.40720	1.42069	1.40439	1.41318
2016/02/09 17:00:00	1.42504	1.42586	1.39888	1.40813	1.42405	1.42564	1.39872	1.40720
2016/02/08 17:00:00	1.43951	1.44509	1.42081	1.42504	1.43635	1.44494	1.42061	1.42405
2016/02/05 17:00:00	1.45001	1.45001	1.43447	1.43815	1.44823	1.44905	1.43428	1.43604
2016/02/04 17:00:00	1.46695	1.47126	1.44683	1.45001	1.46610	1.47110	1.44669	1.44823
2016/02/03 17:00:00	1.46924	1.47744	1.46166	1.46695	1.46668	1.47672	1.46144	1.46610
2016/02/02 17:00:00	1.47254	1.47574	1.46096	1.46924	1.47123	1.47558	1.46081	1.46668
2016/02/01 17:00:00	1.45759	1.47290	1.45527	1.47254	1.45485	1.47268	1.45428	1.47123
2016/01/29 17:00:00	1.45643	1.46681	1.44828	1.45919	1.45535	1.46607	1.44816	1.45578
2016/01/28 17:00:00	1.44543	1.46086	1.44485	1.45643	1.44440	1.46072	1.44426	1.45535
2016/01/27 17:00:00	1.45934	1.46058	1.44312	1.44543	1.45887	1.46022	1.44289	1.44440
2016/01/26 17:00:00	1.44336	1.46471	1.43564	1.45934	1.44293	1.46454	1.43545	1.45887
2016/01/25 17:00:00	1.45062	1.45195	1.44203	1.44336	1.44815	1.45173	1.44197	1.44293
2016/01/22 17:00:00	1.43314	1.45687	1.43140	1.45036	1.43221	1.45669	1.43112	1.44736
2016/01/21 17:00:00	1.42628	1.43898	1.41432	1.43314	1.42446	1.43884	1.41401	1.43221
2016/01/20 17:00:00	1.42119	1.42733	1.41212	1.42628	1.41971	1.42690	1.41198	1.42446
2016/01/19 17:00:00	1.43249	1.44458	1.41835	1.42119	1.43129	1.44438	1.41823	1.41971
2016/01/18 17:00:00	1.42888	1.44203	1.42705	1.43249	1.42568	1.44190	1.42568	1.43129
2016/01/15 17:00:00	1.44885	1.45077	1.42253	1.42920	1.44759	1.45057	1.42236	1.42711
2016/01/14 17:00:00	1.44991	1.45494	1.43935	1.44885	1.44908	1.45476	1.43921	1.44759
2016/01/13 17:00:00	1.44853	1.45954	1.44666	1.44991	1.44735	1.45940	1.44613	1.44908
2016/01/12 17:00:00	1.45685	1.45855	1.43837	1.44853	1.45593	1.45834	1.43822	1.44735
