日時	"AUD/CAD(始値, 買い)"	"AUD/CAD(高値, 買い)"	"AUD/CAD(安値, 買い)"	"AUD/CAD(終値, 買い)"	"AUD/CAD(始値, 売り)*"	"AUD/CAD(高値, 売り)*"	"AUD/CAD(安値, 売り)*"	"AUD/CAD(終値, 売り)*"
2016/11/23 17:00:00	0.99502	1.00006	0.99421	0.99630	0.99490	0.99999	0.99425	0.99585
2016/11/22 17:00:00	0.98905	0.99614	0.98831	0.99502	0.98825	0.99601	0.98790	0.99490
2016/11/21 17:00:00	0.99005	0.99266	0.98616	0.98905	0.98865	0.99256	0.98607	0.98825
2016/11/18 17:00:00	1.00216	1.00320	0.99038	0.99212	1.00120	1.00310	0.98947	0.98947
2016/11/17 17:00:00	1.00605	1.00772	0.99848	1.00216	1.00535	1.00734	0.99836	1.00120
2016/11/16 17:00:00	1.01670	1.01765	1.00255	1.00605	1.01640	1.01694	1.00248	1.00535
2016/11/15 17:00:00	1.02475	1.02600	1.01512	1.01670	1.02328	1.02587	1.01505	1.01640
2016/11/14 17:00:00	1.01929	1.02511	1.01926	1.02475	1.01847	1.02504	1.01815	1.02328
2016/11/11 17:00:00	1.02560	1.02710	1.01848	1.02209	1.02514	1.02703	1.01839	1.02038
2016/11/10 17:00:00	1.02540	1.03980	1.02144	1.02560	1.02440	1.03975	1.02135	1.02514
2016/11/09 17:00:00	1.03155	1.03471	1.02298	1.02540	1.03125	1.03463	1.02278	1.02440
2016/11/08 17:00:00	1.03285	1.03404	1.02860	1.03155	1.03265	1.03394	1.02853	1.03125
2016/11/07 17:00:00	1.02650	1.03355	1.02390	1.03285	1.02385	1.03346	1.02357	1.03265
2016/11/04 17:00:00	1.02945	1.03239	1.02739	1.02906	1.02910	1.03231	1.02731	1.02782
2016/11/03 17:00:00	1.02605	1.02960	1.02308	1.02945	1.02585	1.02940	1.02299	1.02910
2016/11/02 17:00:00	1.02474	1.02917	1.02017	1.02605	1.02445	1.02909	1.02015	1.02585
2016/11/01 17:00:00	1.02050	1.02845	1.01987	1.02474	1.02005	1.02839	1.01945	1.02445
2016/10/31 17:00:00	1.01915	1.02130	1.01729	1.02050	1.01830	1.02120	1.01580	1.02005
2016/10/28 17:00:00	1.01595	1.01892	1.01292	1.01842	1.01565	1.01870	1.01247	1.01694
2016/10/27 17:00:00	1.02380	1.02440	1.01513	1.01595	1.02345	1.02432	1.01505	1.01565
2016/10/26 17:00:00	1.02100	1.02864	1.01955	1.02380	1.02065	1.02861	1.01831	1.02345
2016/10/25 17:00:00	1.01135	1.02150	1.01025	1.02100	1.01100	1.02141	1.01008	1.02065
2016/10/24 17:00:00	1.01495	1.01925	1.01125	1.01135	1.01360	1.01922	1.01080	1.01100
2016/10/21 17:00:00	1.00936	1.01590	1.00822	1.01471	1.00852	1.01584	1.00804	1.01409
2016/10/20 17:00:00	1.01291	1.01589	1.00694	1.00936	1.01229	1.01578	1.00689	1.00852
2016/10/19 17:00:00	1.00542	1.01424	1.00017	1.01291	1.00453	1.01416	1.00011	1.01229
2016/10/18 17:00:00	1.00176	1.00716	1.00093	1.00542	1.00101	1.00710	0.99991	1.00453
2016/10/17 17:00:00	1.00190	1.00259	0.99782	1.00176	0.99942	1.00250	0.99779	1.00101
2016/10/14 17:00:00	0.99854	1.00664	0.99803	1.00207	0.99837	1.00654	0.99777	1.00040
2016/10/13 17:00:00	1.00416	1.00567	0.99846	0.99854	1.00357	1.00444	0.99821	0.99837
