日時	"EUR/AUD(始値, 買い)"	"EUR/AUD(高値, 買い)"	"EUR/AUD(安値, 買い)"	"EUR/AUD(終値, 買い)"	"EUR/AUD(始値, 売り)*"	"EUR/AUD(高値, 売り)*"	"EUR/AUD(安値, 売り)*"	"EUR/AUD(終値, 売り)*"
2016/11/30 17:00:00	1.42323	1.43743	1.41981	1.43414	1.42273	1.43740	1.41973	1.43329
2016/11/29 17:00:00	1.41904	1.42400	1.41538	1.42323	1.41813	1.42387	1.41528	1.42273
2016/11/28 17:00:00	1.42603	1.43096	1.41367	1.41904	1.42487	1.43087	1.41359	1.41813
2016/11/25 17:00:00	1.42564	1.42781	1.41810	1.42472	1.42371	1.42774	1.41803	1.42199
2016/11/24 17:00:00	1.42964	1.43189	1.42413	1.42564	1.42807	1.43181	1.42330	1.42371
2016/11/23 17:00:00	1.43600	1.43664	1.42379	1.42964	1.43536	1.43656	1.42371	1.42807
2016/11/22 17:00:00	1.44362	1.44418	1.43423	1.43600	1.44168	1.44317	1.43416	1.43536
2016/11/21 17:00:00	1.44536	1.44901	1.44027	1.44362	1.44470	1.44892	1.44019	1.44168
2016/11/18 17:00:00	1.43523	1.44484	1.43136	1.44457	1.43414	1.44473	1.43123	1.44279
2016/11/17 17:00:00	1.43018	1.43879	1.42669	1.43523	1.42863	1.43872	1.42626	1.43414
2016/11/16 17:00:00	1.41888	1.43520	1.41859	1.43018	1.41796	1.43511	1.41796	1.42863
2016/11/15 17:00:00	1.42203	1.43096	1.41808	1.41888	1.42091	1.43091	1.41790	1.41796
2016/11/14 17:00:00	1.43615	1.43720	1.41947	1.42203	1.43472	1.43654	1.41937	1.42091
2016/11/11 17:00:00	1.43144	1.44310	1.42938	1.44050	1.43030	1.44304	1.42915	1.43865
2016/11/10 17:00:00	1.42978	1.43853	1.40746	1.43144	1.42819	1.43841	1.40744	1.43030
2016/11/09 17:00:00	1.42084	1.48836	1.41454	1.42978	1.41994	1.48819	1.41435	1.42819
2016/11/08 17:00:00	1.42876	1.43630	1.41614	1.42084	1.42843	1.43621	1.41602	1.41994
2016/11/07 17:00:00	1.44117	1.44882	1.42843	1.42876	1.43924	1.44871	1.42828	1.42843
