日時	"AUD/JPY(始値, 買い)"	"AUD/JPY(高値, 買い)"	"AUD/JPY(安値, 買い)"	"AUD/JPY(終値, 買い)"	"AUD/JPY(始値, 売り)*"	"AUD/JPY(高値, 売り)*"	"AUD/JPY(安値, 売り)*"	"AUD/JPY(終値, 売り)*"
2016/11/07 18:30:00	80.650	80.679	80.641	80.645	80.643	80.673	80.637	80.639
2016/11/07 18:15:00	80.697	80.714	80.630	80.650	80.691	80.706	80.624	80.643
2016/11/07 18:00:00	80.704	80.762	80.672	80.697	80.696	80.741	80.664	80.691
2016/11/07 17:45:00	80.676	80.710	80.632	80.704	80.664	80.696	80.610	80.696
2016/11/07 17:30:00	80.679	80.705	80.667	80.676	80.661	80.695	80.653	80.664
2016/11/07 17:15:00	80.697	80.698	80.653	80.679	80.682	80.685	80.643	80.661
2016/11/07 17:00:00	80.737	80.763	80.682	80.697	80.717	80.759	80.671	80.682
2016/11/07 16:45:00	80.771	80.793	80.729	80.737	80.766	80.789	80.713	80.717
2016/11/07 16:30:00	80.754	80.782	80.748	80.771	80.752	80.775	80.739	80.766
2016/11/07 16:15:00	80.696	80.758	80.690	80.754	80.691	80.755	80.687	80.752
2016/11/07 16:00:00	80.660	80.709	80.648	80.696	80.655	80.705	80.645	80.691
2016/11/07 15:45:00	80.644	80.690	80.643	80.660	80.641	80.688	80.637	80.655
2016/11/07 15:30:00	80.624	80.648	80.581	80.644	80.619	80.643	80.576	80.641
2016/11/07 15:15:00	80.652	80.662	80.616	80.624	80.647	80.659	80.612	80.619
2016/11/07 15:00:00	80.718	80.722	80.639	80.652	80.715	80.718	80.634	80.647
2016/11/07 14:45:00	80.689	80.720	80.674	80.718	80.684	80.717	80.671	80.715
2016/11/07 14:30:00	80.669	80.703	80.664	80.689	80.664	80.701	80.661	80.684
2016/11/07 14:15:00	80.660	80.695	80.654	80.669	80.654	80.690	80.650	80.664
2016/11/07 14:00:00	80.596	80.704	80.591	80.660	80.594	80.702	80.587	80.654
2016/11/07 13:45:00	80.527	80.602	80.527	80.596	80.522	80.602	80.522	80.594
2016/11/07 13:30:00	80.543	80.563	80.519	80.527	80.538	80.562	80.517	80.522
2016/11/07 13:15:00	80.524	80.549	80.519	80.543	80.519	80.546	80.514	80.538
2016/11/07 13:00:00	80.481	80.541	80.477	80.524	80.477	80.536	80.473	80.519
2016/11/07 12:45:00	80.468	80.498	80.424	80.481	80.466	80.497	80.420	80.477
2016/11/07 12:30:00	80.495	80.501	80.448	80.468	80.492	80.497	80.445	80.466
2016/11/07 12:15:00	80.518	80.525	80.475	80.495	80.517	80.522	80.469	80.492
2016/11/07 12:00:00	80.550	80.552	80.498	80.518	80.544	80.546	80.493	80.517
2016/11/07 11:45:00	80.534	80.565	80.509	80.550	80.529	80.566	80.505	80.544
2016/11/07 11:30:00	80.499	80.550	80.477	80.534	80.495	80.545	80.473	80.529
2016/11/07 11:15:00	80.482	80.512	80.466	80.499	80.478	80.507	80.462	80.495
2016/11/07 11:00:00	80.427	80.516	80.408	80.482	80.423	80.512	80.403	80.478
2016/11/07 10:45:00	80.403	80.438	80.349	80.427	80.399	80.434	80.348	80.423
2016/11/07 10:30:00	80.474	80.513	80.381	80.403	80.471	80.509	80.376	80.399
2016/11/07 10:15:00	80.514	80.520	80.436	80.474	80.510	80.517	80.432	80.471
2016/11/07 10:00:00	80.468	80.535	80.462	80.514	80.464	80.532	80.461	80.510
2016/11/07 09:45:00	80.496	80.541	80.435	80.468	80.493	80.539	80.430	80.464
2016/11/07 09:30:00	80.405	80.506	80.362	80.496	80.400	80.514	80.359	80.493
2016/11/07 09:15:00	80.350	80.414	80.341	80.405	80.346	80.410	80.337	80.400
2016/11/07 09:00:00	80.280	80.393	80.275	80.350	80.275	80.389	80.269	80.346
2016/11/07 08:45:00	80.267	80.281	80.215	80.280	80.264	80.281	80.213	80.275
2016/11/07 08:30:00	80.166	80.269	80.160	80.267	80.162	80.265	80.156	80.264
2016/11/07 08:15:00	80.153	80.174	80.129	80.166	80.148	80.171	80.126	80.162
2016/11/07 08:00:00	80.129	80.165	80.107	80.153	80.127	80.161	80.104	80.148
2016/11/07 07:45:00	80.165	80.177	80.117	80.129	80.163	80.174	80.113	80.127
2016/11/07 07:30:00	80.100	80.173	80.090	80.165	80.096	80.169	80.087	80.163
2016/11/07 07:15:00	80.092	80.114	80.086	80.100	80.088	80.111	80.084	80.096
2016/11/07 07:00:00	80.072	80.115	80.031	80.092	80.069	80.113	80.028	80.088
2016/11/07 06:45:00	80.127	80.129	80.057	80.072	80.123	80.127	80.053	80.069
2016/11/07 06:30:00	80.127	80.149	80.110	80.127	80.123	80.148	80.106	80.123
2016/11/07 06:15:00	80.175	80.183	80.116	80.127	80.173	80.179	80.112	80.123
2016/11/07 06:00:00	80.231	80.234	80.152	80.175	80.225	80.229	80.150	80.173
2016/11/07 05:45:00	80.238	80.258	80.181	80.231	80.232	80.255	80.176	80.225
2016/11/07 05:30:00	80.156	80.243	80.156	80.238	80.155	80.239	80.155	80.232
2016/11/07 05:15:00	80.138	80.158	80.125	80.156	80.133	80.156	80.121	80.155
2016/11/07 05:00:00	80.242	80.248	80.121	80.138	80.239	80.244	80.117	80.133
2016/11/07 04:45:00	80.267	80.286	80.227	80.242	80.264	80.282	80.223	80.239
2016/11/07 04:30:00	80.358	80.366	80.261	80.267	80.354	80.361	80.258	80.264
2016/11/07 04:15:00	80.347	80.388	80.318	80.358	80.343	80.385	80.315	80.354
2016/11/07 04:00:00	80.287	80.356	80.254	80.347	80.282	80.352	80.251	80.343
2016/11/07 03:45:00	80.312	80.357	80.284	80.287	80.306	80.352	80.279	80.282
2016/11/07 03:30:00	80.329	80.334	80.241	80.312	80.324	80.329	80.238	80.306
2016/11/07 03:15:00	80.208	80.365	80.205	80.329	80.204	80.361	80.202	80.324
2016/11/07 03:00:00	80.260	80.298	80.164	80.208	80.253	80.294	80.163	80.204
2016/11/07 02:45:00	80.151	80.267	80.147	80.260	80.146	80.264	80.144	80.253
2016/11/07 02:30:00	80.130	80.184	80.122	80.151	80.124	80.179	80.118	80.146
2016/11/07 02:15:00	80.160	80.203	80.127	80.130	80.156	80.202	80.123	80.124
2016/11/07 02:00:00	80.171	80.214	80.150	80.160	80.162	80.208	80.145	80.156
2016/11/07 01:45:00	80.178	80.183	80.142	80.171	80.174	80.178	80.138	80.162
2016/11/07 01:30:00	80.138	80.198	80.133	80.178	80.134	80.195	80.128	80.174
2016/11/07 01:15:00	80.195	80.221	80.133	80.138	80.191	80.220	80.130	80.134
2016/11/07 01:00:00	80.112	80.202	80.097	80.195	80.106	80.201	80.092	80.191
2016/11/07 00:45:00	80.164	80.177	80.110	80.112	80.160	80.176	80.106	80.106
2016/11/07 00:30:00	80.162	80.227	80.119	80.164	80.160	80.224	80.116	80.160
2016/11/07 00:15:00	80.198	80.226	80.161	80.162	80.194	80.223	80.159	80.160
2016/11/07 00:00:00	80.140	80.200	80.127	80.198	80.135	80.196	80.125	80.194
2016/11/06 23:45:00	80.046	80.152	80.039	80.140	80.042	80.150	80.035	80.135
2016/11/06 23:30:00	80.056	80.063	79.999	80.046	80.053	80.060	79.997	80.042
2016/11/06 23:15:00	80.080	80.090	80.044	80.056	80.074	80.087	80.039	80.053
2016/11/06 23:00:00	80.058	80.091	80.035	80.080	80.053	80.086	80.031	80.074
2016/11/06 22:45:00	80.024	80.064	79.995	80.058	80.022	80.060	79.992	80.053
2016/11/06 22:30:00	80.009	80.034	79.995	80.024	80.005	80.032	79.990	80.022
2016/11/06 22:15:00	80.001	80.022	79.964	80.009	79.995	80.019	79.964	80.005
2016/11/06 22:00:00	80.014	80.043	79.975	80.001	80.010	80.039	79.971	79.995
2016/11/06 21:45:00	80.009	80.057	79.996	80.014	80.004	80.052	79.992	80.010
2016/11/06 21:30:00	79.992	80.040	79.984	80.009	79.987	80.035	79.981	80.004
2016/11/06 21:15:00	79.927	80.023	79.924	79.992	79.923	80.019	79.918	79.987
2016/11/06 21:00:00	79.909	79.960	79.880	79.927	79.905	79.954	79.877	79.923
2016/11/06 20:45:00	79.848	79.956	79.847	79.909	79.843	79.951	79.843	79.905
2016/11/06 20:30:00	79.814	79.896	79.803	79.848	79.807	79.890	79.797	79.843
2016/11/06 20:15:00	79.810	79.824	79.778	79.814	79.801	79.823	79.772	79.807
2016/11/06 20:00:00	79.820	79.852	79.757	79.810	79.815	79.848	79.749	79.801
2016/11/06 19:45:00	79.806	79.857	79.760	79.820	79.804	79.855	79.756	79.815
2016/11/06 19:30:00	79.807	79.835	79.747	79.806	79.797	79.831	79.741	79.804
2016/11/06 19:15:00	79.977	79.982	79.760	79.807	79.971	79.978	79.756	79.797
2016/11/06 19:00:00	79.976	80.022	79.878	79.977	79.961	80.013	79.869	79.971
2016/11/06 18:45:00	79.999	80.042	79.969	79.976	79.982	80.033	79.960	79.961
2016/11/06 18:30:00	79.865	80.137	79.861	79.999	79.858	80.122	79.853	79.982
2016/11/06 18:15:00	79.793	79.929	79.735	79.865	79.786	79.919	79.728	79.858
2016/11/06 18:00:00	79.655	79.825	79.653	79.793	79.629	79.816	79.625	79.786
2016/11/06 17:45:00	79.696	79.730	79.645	79.655	79.669	79.704	79.622	79.629
2016/11/06 17:30:00	79.682	79.736	79.632	79.696	79.647	79.696	79.595	79.669
2016/11/06 17:15:00	79.688	79.719	79.595	79.682	79.655	79.685	79.561	79.647
2016/11/06 17:00:00	80.015	80.071	79.664	79.688	79.921	79.921	79.615	79.655
2016/11/04 16:45:00	79.111	79.187	79.079	79.187	79.103	79.138	79.047	79.087
2016/11/04 16:30:00	79.125	79.144	79.086	79.111	79.114	79.129	79.074	79.103
2016/11/04 16:15:00	79.116	79.188	79.106	79.125	79.107	79.175	79.096	79.114
2016/11/04 16:00:00	79.076	79.120	79.062	79.116	79.070	79.115	79.053	79.107
2016/11/04 15:45:00	79.128	79.137	79.068	79.076	79.124	79.135	79.062	79.070
2016/11/04 15:30:00	79.137	79.152	79.099	79.128	79.132	79.150	79.095	79.124
2016/11/04 15:15:00	79.144	79.179	79.118	79.137	79.140	79.175	79.113	79.132
2016/11/04 15:00:00	79.187	79.188	79.108	79.144	79.184	79.184	79.105	79.140
2016/11/04 14:45:00	79.218	79.256	79.171	79.187	79.213	79.255	79.165	79.184
2016/11/04 14:30:00	79.213	79.228	79.184	79.218	79.208	79.224	79.180	79.213
2016/11/04 14:15:00	79.205	79.220	79.186	79.213	79.202	79.216	79.181	79.208
2016/11/04 14:00:00	79.221	79.228	79.183	79.205	79.215	79.223	79.178	79.202
2016/11/04 13:45:00	79.190	79.234	79.167	79.221	79.187	79.227	79.163	79.215
2016/11/04 13:30:00	79.139	79.216	79.137	79.190	79.133	79.210	79.132	79.187
2016/11/04 13:15:00	79.188	79.188	79.125	79.139	79.183	79.185	79.122	79.133
2016/11/04 13:00:00	79.142	79.194	79.127	79.188	79.137	79.189	79.122	79.183
2016/11/04 12:45:00	79.085	79.158	79.079	79.142	79.083	79.155	79.077	79.137
2016/11/04 12:30:00	79.103	79.138	79.083	79.085	79.099	79.133	79.080	79.083
2016/11/04 12:15:00	79.083	79.109	79.055	79.103	79.077	79.104	79.052	79.099
2016/11/04 12:00:00	79.005	79.084	78.954	79.083	78.999	79.080	78.949	79.077
2016/11/04 11:45:00	79.064	79.074	78.971	79.005	79.058	79.069	78.965	78.999
2016/11/04 11:30:00	79.134	79.137	79.050	79.064	79.128	79.132	79.046	79.058
2016/11/04 11:15:00	79.188	79.191	79.113	79.134	79.186	79.186	79.110	79.128
2016/11/04 11:00:00	79.109	79.223	79.095	79.188	79.103	79.216	79.091	79.186
2016/11/04 10:45:00	79.028	79.128	79.001	79.109	79.022	79.123	78.996	79.103
2016/11/04 10:30:00	78.903	79.117	78.862	79.028	78.898	79.115	78.857	79.022
2016/11/04 10:15:00	78.920	78.950	78.867	78.903	78.914	78.946	78.866	78.898
2016/11/04 10:00:00	79.017	79.050	78.916	78.920	79.010	79.045	78.912	78.914
2016/11/04 09:45:00	79.069	79.112	78.996	79.017	79.066	79.108	78.992	79.010
2016/11/04 09:30:00	79.125	79.188	79.062	79.069	79.122	79.184	79.057	79.066
2016/11/04 09:15:00	79.136	79.145	79.103	79.125	79.133	79.142	79.099	79.122
2016/11/04 09:00:00	79.125	79.173	79.094	79.136	79.121	79.170	79.090	79.133
2016/11/04 08:45:00	79.138	79.179	79.111	79.125	79.132	79.176	79.109	79.121
2016/11/04 08:30:00	79.248	79.312	79.111	79.138	79.123	79.290	79.100	79.132
2016/11/04 08:15:00	79.151	79.250	79.112	79.248	79.146	79.196	79.075	79.123
2016/11/04 08:00:00	79.147	79.186	79.131	79.151	79.140	79.182	79.124	79.146
2016/11/04 07:45:00	79.094	79.151	79.077	79.147	79.090	79.148	79.075	79.140
2016/11/04 07:30:00	79.097	79.125	79.085	79.094	79.093	79.123	79.080	79.090
2016/11/04 07:15:00	79.061	79.110	79.035	79.097	79.056	79.106	79.033	79.093
2016/11/04 07:00:00	79.089	79.095	79.048	79.061	79.083	79.094	79.043	79.056
2016/11/04 06:45:00	79.102	79.136	79.086	79.089	79.100	79.133	79.081	79.083
2016/11/04 06:30:00	79.116	79.118	79.071	79.102	79.112	79.113	79.065	79.100
2016/11/04 06:15:00	79.124	79.142	79.106	79.116	79.120	79.138	79.103	79.112
2016/11/04 06:00:00	79.084	79.126	79.064	79.124	79.080	79.123	79.060	79.120
2016/11/04 05:45:00	79.159	79.166	79.078	79.084	79.156	79.162	79.074	79.080
2016/11/04 05:30:00	79.098	79.176	79.096	79.159	79.093	79.174	79.091	79.156
2016/11/04 05:15:00	79.079	79.104	79.050	79.098	79.075	79.101	79.044	79.093
2016/11/04 05:00:00	79.098	79.105	79.066	79.079	79.091	79.100	79.062	79.075
2016/11/04 04:45:00	79.118	79.125	79.064	79.098	79.113	79.120	79.060	79.091
2016/11/04 04:30:00	79.094	79.125	79.079	79.118	79.089	79.120	79.075	79.113
2016/11/04 04:15:00	79.084	79.130	79.052	79.094	79.080	79.129	79.048	79.089
2016/11/04 04:00:00	79.224	79.224	79.078	79.084	79.219	79.220	79.074	79.080
2016/11/04 03:45:00	79.151	79.234	79.140	79.224	79.148	79.229	79.138	79.219
2016/11/04 03:30:00	79.201	79.213	79.147	79.151	79.197	79.209	79.144	79.148
2016/11/04 03:15:00	79.231	79.237	79.197	79.201	79.227	79.235	79.192	79.197
2016/11/04 03:00:00	79.210	79.243	79.159	79.231	79.205	79.240	79.156	79.227
2016/11/04 02:45:00	79.181	79.226	79.176	79.210	79.177	79.223	79.172	79.205
2016/11/04 02:30:00	79.179	79.192	79.162	79.181	79.174	79.189	79.156	79.177
2016/11/04 02:15:00	79.146	79.210	79.135	79.179	79.141	79.209	79.130	79.174
2016/11/04 02:00:00	79.179	79.193	79.128	79.146	79.174	79.190	79.127	79.141
2016/11/04 01:45:00	79.216	79.218	79.123	79.179	79.213	79.214	79.121	79.174
2016/11/04 01:30:00	79.221	79.243	79.196	79.216	79.219	79.240	79.196	79.213
2016/11/04 01:15:00	79.166	79.239	79.149	79.221	79.161	79.234	79.147	79.219
2016/11/04 01:00:00	79.156	79.180	79.144	79.166	79.152	79.178	79.138	79.161
2016/11/04 00:45:00	79.191	79.197	79.144	79.156	79.188	79.193	79.140	79.152
2016/11/04 00:30:00	79.153	79.199	79.124	79.191	79.148	79.196	79.122	79.188
2016/11/04 00:15:00	79.193	79.195	79.129	79.153	79.188	79.192	79.129	79.148
2016/11/04 00:00:00	79.154	79.194	79.137	79.193	79.149	79.189	79.133	79.188
2016/11/03 23:45:00	79.129	79.196	79.117	79.154	79.124	79.192	79.112	79.149
2016/11/03 23:30:00	79.143	79.149	79.082	79.129	79.137	79.146	79.083	79.124
2016/11/03 23:15:00	79.102	79.148	79.099	79.143	79.098	79.145	79.096	79.137
2016/11/03 23:00:00	79.129	79.137	79.092	79.102	79.125	79.136	79.088	79.098
2016/11/03 22:45:00	79.138	79.150	79.097	79.129	79.134	79.148	79.095	79.125
2016/11/03 22:30:00	79.141	79.154	79.110	79.138	79.139	79.152	79.106	79.134
2016/11/03 22:15:00	79.199	79.208	79.082	79.141	79.197	79.203	79.077	79.139
2016/11/03 22:00:00	79.156	79.232	79.155	79.199	79.153	79.227	79.153	79.197
2016/11/03 21:45:00	79.164	79.195	79.072	79.156	79.160	79.190	79.067	79.153
2016/11/03 21:30:00	79.142	79.166	79.098	79.164	79.138	79.162	79.096	79.160
2016/11/03 21:15:00	79.097	79.159	79.050	79.142	79.091	79.158	79.045	79.138
2016/11/03 21:00:00	79.112	79.132	79.027	79.097	79.108	79.127	79.028	79.091
2016/11/03 20:45:00	79.253	79.266	79.109	79.112	79.249	79.262	79.106	79.108
2016/11/03 20:30:00	79.289	79.400	79.232	79.253	79.261	79.396	79.230	79.249
2016/11/03 20:15:00	79.299	79.332	79.269	79.289	79.294	79.329	79.259	79.261
2016/11/03 20:00:00	79.199	79.338	79.184	79.299	79.194	79.333	79.179	79.294
2016/11/03 19:45:00	79.159	79.202	79.149	79.199	79.154	79.202	79.145	79.194
2016/11/03 19:30:00	79.152	79.182	79.138	79.159	79.149	79.179	79.132	79.154
2016/11/03 19:15:00	79.130	79.161	79.111	79.152	79.123	79.156	79.105	79.149
2016/11/03 19:00:00	79.051	79.130	79.038	79.130	79.045	79.125	79.029	79.123
2016/11/03 18:45:00	79.098	79.107	79.044	79.051	79.086	79.096	79.038	79.045
2016/11/03 18:30:00	79.106	79.110	79.059	79.098	79.095	79.100	79.050	79.086
2016/11/03 18:15:00	79.119	79.130	79.075	79.106	79.108	79.118	79.063	79.095
2016/11/03 18:00:00	79.092	79.150	79.091	79.119	79.089	79.129	79.078	79.108
2016/11/03 17:45:00	79.091	79.112	79.074	79.092	79.078	79.104	79.067	79.089
2016/11/03 17:30:00	79.124	79.127	79.077	79.091	79.109	79.110	79.068	79.078
2016/11/03 17:15:00	79.102	79.135	79.099	79.124	79.087	79.126	79.085	79.109
2016/11/03 17:00:00	79.136	79.143	79.091	79.102	79.110	79.128	79.071	79.087
2016/11/03 16:45:00	79.090	79.146	79.087	79.136	79.084	79.129	79.081	79.110
2016/11/03 16:30:00	79.057	79.109	79.053	79.090	79.051	79.104	79.048	79.084
2016/11/03 16:15:00	79.069	79.079	79.053	79.057	79.063	79.075	79.050	79.051
2016/11/03 16:00:00	79.086	79.086	79.040	79.069	79.082	79.082	79.035	79.063
2016/11/03 15:45:00	79.051	79.095	79.031	79.086	79.048	79.090	79.025	79.082
2016/11/03 15:30:00	79.085	79.098	79.044	79.051	79.080	79.094	79.039	79.048
2016/11/03 15:15:00	79.166	79.176	79.065	79.085	79.161	79.171	79.063	79.080
2016/11/03 15:00:00	79.175	79.186	79.148	79.166	79.170	79.182	79.143	79.161
2016/11/03 14:45:00	79.122	79.186	79.111	79.175	79.118	79.181	79.107	79.170
2016/11/03 14:30:00	79.100	79.145	79.094	79.122	79.097	79.140	79.089	79.118
2016/11/03 14:15:00	79.109	79.109	79.039	79.100	79.104	79.104	79.033	79.097
2016/11/03 14:00:00	79.087	79.118	79.067	79.109	79.081	79.115	79.061	79.104
2016/11/03 13:45:00	79.102	79.145	79.069	79.087	79.097	79.142	79.064	79.081
2016/11/03 13:30:00	79.118	79.144	79.097	79.102	79.114	79.140	79.092	79.097
2016/11/03 13:15:00	79.061	79.135	79.031	79.118	79.055	79.133	79.028	79.114
2016/11/03 13:00:00	79.111	79.117	79.046	79.061	79.107	79.112	79.042	79.055
2016/11/03 12:45:00	79.065	79.128	79.026	79.111	79.061	79.123	79.021	79.107
2016/11/03 12:30:00	79.124	79.135	79.051	79.065	79.119	79.132	79.048	79.061
2016/11/03 12:15:00	79.152	79.160	79.092	79.124	79.151	79.157	79.087	79.119
2016/11/03 12:00:00	79.238	79.250	79.131	79.152	79.234	79.248	79.128	79.151
2016/11/03 11:45:00	79.228	79.321	79.220	79.238	79.225	79.320	79.216	79.234
2016/11/03 11:30:00	79.232	79.261	79.202	79.228	79.228	79.259	79.199	79.225
2016/11/03 11:15:00	79.172	79.232	79.130	79.232	79.167	79.229	79.125	79.228
2016/11/03 11:00:00	79.115	79.178	79.057	79.172	79.110	79.174	79.054	79.167
2016/11/03 10:45:00	79.230	79.232	79.104	79.115	79.224	79.229	79.100	79.110
2016/11/03 10:30:00	79.250	79.268	79.209	79.230	79.250	79.264	79.204	79.224
2016/11/03 10:15:00	79.142	79.259	79.096	79.250	79.140	79.258	79.093	79.250
2016/11/03 10:00:00	79.165	79.165	79.054	79.142	79.142	79.152	79.041	79.140
2016/11/03 09:45:00	79.112	79.176	79.090	79.165	79.109	79.146	79.085	79.142
2016/11/03 09:30:00	79.102	79.158	79.076	79.112	79.099	79.153	79.072	79.109
2016/11/03 09:15:00	79.156	79.167	79.092	79.102	79.152	79.161	79.087	79.099
2016/11/03 09:00:00	79.183	79.189	79.149	79.156	79.178	79.186	79.146	79.152
2016/11/03 08:45:00	79.189	79.207	79.143	79.183	79.186	79.202	79.141	79.178
2016/11/03 08:30:00	79.188	79.199	79.116	79.189	79.159	79.194	79.111	79.186
2016/11/03 08:15:00	79.130	79.210	79.111	79.188	79.125	79.202	79.109	79.159
2016/11/03 08:00:00	79.151	79.184	79.105	79.130	79.143	79.180	79.100	79.125
2016/11/03 07:45:00	79.174	79.178	79.128	79.151	79.171	79.174	79.128	79.143
2016/11/03 07:30:00	79.108	79.177	79.107	79.174	79.102	79.175	79.101	79.171
2016/11/03 07:15:00	79.152	79.188	79.092	79.108	79.150	79.184	79.088	79.102
2016/11/03 07:00:00	79.040	79.204	79.022	79.152	79.035	79.203	79.018	79.150
2016/11/03 06:45:00	78.939	79.040	78.930	79.040	78.934	79.036	78.926	79.035
2016/11/03 06:30:00	78.989	79.022	78.929	78.939	78.988	79.020	78.924	78.934
2016/11/03 06:15:00	79.069	79.078	78.961	78.989	79.064	79.074	78.957	78.988
2016/11/03 06:00:00	78.951	79.101	78.940	79.069	78.947	79.096	78.937	79.064
2016/11/03 05:45:00	78.881	78.955	78.878	78.951	78.878	78.953	78.875	78.947
2016/11/03 05:30:00	78.860	78.919	78.858	78.881	78.855	78.918	78.855	78.878
2016/11/03 05:15:00	78.857	78.913	78.849	78.860	78.851	78.909	78.845	78.855
2016/11/03 05:00:00	78.856	78.884	78.818	78.857	78.849	78.881	78.813	78.851
2016/11/03 04:45:00	78.811	78.858	78.793	78.856	78.807	78.855	78.788	78.849
2016/11/03 04:30:00	78.873	78.939	78.791	78.811	78.870	78.935	78.786	78.807
2016/11/03 04:15:00	78.858	78.878	78.806	78.873	78.854	78.875	78.802	78.870
2016/11/03 04:00:00	78.782	78.862	78.692	78.858	78.776	78.855	78.690	78.854
2016/11/03 03:45:00	78.804	78.841	78.760	78.782	78.798	78.836	78.756	78.776
2016/11/03 03:30:00	78.821	78.838	78.773	78.804	78.815	78.834	78.768	78.798
2016/11/03 03:15:00	78.808	78.847	78.782	78.821	78.804	78.843	78.777	78.815
2016/11/03 03:00:00	78.826	78.902	78.755	78.808	78.820	78.900	78.752	78.804
2016/11/03 02:45:00	78.843	78.845	78.781	78.826	78.837	78.841	78.777	78.820
2016/11/03 02:30:00	78.827	78.860	78.776	78.843	78.824	78.858	78.772	78.837
2016/11/03 02:15:00	78.885	78.895	78.814	78.827	78.881	78.889	78.810	78.824
2016/11/03 02:00:00	78.848	78.887	78.817	78.885	78.841	78.882	78.812	78.881
2016/11/03 01:45:00	78.845	78.870	78.818	78.848	78.842	78.866	78.815	78.841
2016/11/03 01:30:00	78.831	78.861	78.802	78.845	78.826	78.857	78.802	78.842
2016/11/03 01:15:00	78.753	78.858	78.741	78.831	78.749	78.855	78.739	78.826
2016/11/03 01:00:00	78.789	78.796	78.739	78.753	78.785	78.791	78.734	78.749
2016/11/03 00:45:00	78.790	78.799	78.763	78.789	78.785	78.794	78.760	78.785
2016/11/03 00:30:00	78.731	78.821	78.723	78.790	78.725	78.821	78.720	78.785
2016/11/03 00:15:00	78.698	78.732	78.638	78.731	78.694	78.728	78.634	78.725
2016/11/03 00:00:00	78.624	78.734	78.605	78.698	78.622	78.729	78.602	78.694
2016/11/02 23:45:00	78.656	78.670	78.590	78.624	78.652	78.668	78.587	78.622
2016/11/02 23:30:00	78.721	78.721	78.546	78.656	78.715	78.715	78.538	78.652
2016/11/02 23:15:00	78.586	78.760	78.577	78.721	78.581	78.755	78.571	78.715
2016/11/02 23:00:00	78.789	78.811	78.482	78.586	78.784	78.806	78.481	78.581
2016/11/02 22:45:00	79.003	79.031	78.783	78.789	78.999	79.029	78.778	78.784
2016/11/02 22:30:00	79.150	79.163	79.002	79.003	79.146	79.159	78.999	78.999
2016/11/02 22:15:00	79.209	79.219	79.143	79.150	79.203	79.215	79.139	79.146
2016/11/02 22:00:00	79.233	79.245	79.182	79.209	79.226	79.241	79.181	79.203
2016/11/02 21:45:00	79.256	79.299	79.229	79.233	79.249	79.295	79.225	79.226
2016/11/02 21:30:00	79.238	79.283	79.221	79.256	79.233	79.282	79.218	79.249
2016/11/02 21:15:00	79.296	79.307	79.230	79.238	79.290	79.300	79.226	79.233
2016/11/02 21:00:00	79.121	79.314	79.119	79.296	79.116	79.311	79.116	79.290
2016/11/02 20:45:00	79.012	79.163	78.971	79.121	79.007	79.159	78.971	79.116
2016/11/02 20:30:00	79.096	79.159	79.000	79.012	79.092	79.154	78.999	79.007
2016/11/02 20:15:00	79.053	79.102	79.047	79.096	79.051	79.099	79.045	79.092
2016/11/02 20:00:00	79.106	79.115	79.046	79.053	79.103	79.110	79.042	79.051
2016/11/02 19:45:00	79.144	79.153	79.105	79.106	79.140	79.147	79.100	79.103
2016/11/02 19:30:00	79.132	79.195	79.132	79.144	79.127	79.189	79.127	79.140
2016/11/02 19:15:00	79.126	79.140	79.103	79.132	79.124	79.135	79.096	79.127
2016/11/02 19:00:00	79.131	79.154	79.119	79.126	79.129	79.150	79.115	79.124
2016/11/02 18:45:00	79.137	79.142	79.115	79.131	79.133	79.137	79.109	79.129
2016/11/02 18:30:00	79.148	79.153	79.127	79.137	79.139	79.150	79.119	79.133
2016/11/02 18:15:00	79.160	79.168	79.139	79.148	79.152	79.157	79.130	79.139
2016/11/02 18:00:00	79.150	79.179	79.144	79.160	79.137	79.168	79.137	79.152
2016/11/02 17:45:00	79.166	79.179	79.147	79.150	79.154	79.166	79.134	79.137
2016/11/02 17:30:00	79.169	79.200	79.150	79.166	79.153	79.191	79.138	79.154
2016/11/02 17:15:00	79.170	79.187	79.145	79.169	79.155	79.175	79.136	79.153
2016/11/02 17:00:00	79.134	79.179	79.130	79.170	79.109	79.163	79.109	79.155
2016/11/02 16:45:00	79.156	79.169	79.124	79.134	79.154	79.163	79.109	79.109
2016/11/02 16:30:00	79.183	79.204	79.155	79.156	79.177	79.201	79.154	79.154
2016/11/02 16:15:00	79.183	79.213	79.170	79.183	79.178	79.206	79.165	79.177
2016/11/02 16:00:00	79.089	79.188	79.082	79.183	79.084	79.184	79.076	79.178
2016/11/02 15:45:00	79.212	79.229	79.089	79.089	79.205	79.223	79.084	79.084
2016/11/02 15:30:00	79.235	79.238	79.190	79.212	79.230	79.232	79.184	79.205
2016/11/02 15:15:00	79.154	79.245	79.131	79.235	79.150	79.241	79.127	79.230
2016/11/02 15:00:00	79.091	79.179	79.060	79.154	79.086	79.173	79.054	79.150
2016/11/02 14:45:00	79.165	79.188	79.077	79.091	79.157	79.182	79.072	79.086
2016/11/02 14:30:00	79.153	79.201	79.097	79.165	79.146	79.196	79.090	79.157
2016/11/02 14:15:00	79.109	79.244	79.093	79.153	79.102	79.237	79.085	79.146
2016/11/02 14:00:00	79.295	79.369	79.024	79.109	79.264	79.301	79.017	79.102
