日時	"GBP/AUD(始値, 買い)"	"GBP/AUD(高値, 買い)"	"GBP/AUD(安値, 買い)"	"GBP/AUD(終値, 買い)"	"GBP/AUD(始値, 売り)*"	"GBP/AUD(高値, 売り)*"	"GBP/AUD(安値, 売り)*"	"GBP/AUD(終値, 売り)*"
2016/12/29 12:00:00	1.69498	1.69554	1.69460	1.69469	1.69481	1.69534	1.69444	1.69456
2016/12/29 11:45:00	1.69531	1.69593	1.69464	1.69498	1.69519	1.69575	1.69453	1.69481
2016/12/29 11:30:00	1.69448	1.69545	1.69365	1.69531	1.69429	1.69531	1.69352	1.69519
2016/12/29 11:15:00	1.69590	1.69618	1.69409	1.69448	1.69576	1.69602	1.69396	1.69429
2016/12/29 11:00:00	1.69523	1.69756	1.69503	1.69590	1.69505	1.69745	1.69491	1.69576
2016/12/29 10:45:00	1.69783	1.69788	1.69355	1.69523	1.69769	1.69775	1.69341	1.69505
2016/12/29 10:30:00	1.70018	1.70036	1.69779	1.69783	1.70006	1.70020	1.69768	1.69769
2016/12/29 10:15:00	1.69947	1.70068	1.69903	1.70018	1.69932	1.70064	1.69887	1.70006
2016/12/29 10:00:00	1.69963	1.69964	1.69853	1.69947	1.69946	1.69950	1.69837	1.69932
2016/12/29 09:45:00	1.69964	1.69997	1.69898	1.69963	1.69946	1.69982	1.69886	1.69946
2016/12/29 09:30:00	1.70067	1.70090	1.69914	1.69964	1.70063	1.70078	1.69898	1.69946
2016/12/29 09:15:00	1.69931	1.70123	1.69931	1.70067	1.69917	1.70109	1.69914	1.70063
2016/12/29 09:00:00	1.69942	1.70117	1.69916	1.69931	1.69925	1.70102	1.69900	1.69917
2016/12/29 08:45:00	1.69902	1.69955	1.69846	1.69942	1.69886	1.69945	1.69833	1.69925
2016/12/29 08:30:00	1.70043	1.70084	1.69851	1.69902	1.70013	1.70013	1.69834	1.69886
2016/12/29 08:15:00	1.70050	1.70120	1.69944	1.70043	1.70036	1.70105	1.69928	1.70013
2016/12/29 08:00:00	1.69869	1.70050	1.69810	1.70050	1.69853	1.70036	1.69793	1.70036
2016/12/29 07:45:00	1.69805	1.69895	1.69779	1.69869	1.69788	1.69881	1.69763	1.69853
2016/12/29 07:30:00	1.69830	1.69862	1.69760	1.69805	1.69811	1.69851	1.69747	1.69788
2016/12/29 07:15:00	1.69886	1.69972	1.69820	1.69830	1.69869	1.69955	1.69802	1.69811
2016/12/29 07:00:00	1.69858	1.69981	1.69804	1.69886	1.69841	1.69972	1.69801	1.69869
2016/12/29 06:45:00	1.69840	1.69901	1.69788	1.69858	1.69830	1.69885	1.69779	1.69841
2016/12/29 06:30:00	1.70028	1.70036	1.69823	1.69840	1.70011	1.70021	1.69807	1.69830
2016/12/29 06:15:00	1.70125	1.70163	1.70018	1.70028	1.70113	1.70151	1.70003	1.70011
2016/12/29 06:00:00	1.70063	1.70212	1.70038	1.70125	1.70047	1.70204	1.70024	1.70113
2016/12/29 05:45:00	1.70100	1.70157	1.70054	1.70063	1.70083	1.70142	1.70040	1.70047
2016/12/29 05:30:00	1.69943	1.70143	1.69943	1.70100	1.69928	1.70134	1.69928	1.70083
2016/12/29 05:15:00	1.69944	1.69996	1.69817	1.69943	1.69928	1.69977	1.69802	1.69928
2016/12/29 05:00:00	1.69915	1.69990	1.69858	1.69944	1.69904	1.69975	1.69842	1.69928
2016/12/29 04:45:00	1.69880	1.69948	1.69771	1.69915	1.69864	1.69931	1.69759	1.69904
2016/12/29 04:30:00	1.69996	1.70030	1.69827	1.69880	1.69976	1.70014	1.69811	1.69864
2016/12/29 04:15:00	1.70011	1.70097	1.69931	1.69996	1.69996	1.70084	1.69914	1.69976
2016/12/29 04:00:00	1.69917	1.70031	1.69883	1.70011	1.69901	1.70014	1.69867	1.69996
2016/12/29 03:45:00	1.69971	1.69979	1.69889	1.69917	1.69956	1.69962	1.69874	1.69901
2016/12/29 03:30:00	1.70059	1.70087	1.69903	1.69971	1.70044	1.70072	1.69887	1.69956
2016/12/29 03:15:00	1.70054	1.70140	1.69956	1.70059	1.70040	1.70125	1.69936	1.70044
2016/12/29 03:00:00	1.70189	1.70311	1.69962	1.70054	1.70175	1.70292	1.69943	1.70040
2016/12/29 02:45:00	1.70093	1.70245	1.70078	1.70189	1.70076	1.70226	1.70061	1.70175
2016/12/29 02:30:00	1.70163	1.70183	1.70050	1.70093	1.70147	1.70167	1.70033	1.70076
2016/12/29 02:15:00	1.70045	1.70202	1.70004	1.70163	1.70025	1.70184	1.69986	1.70147
2016/12/29 02:00:00	1.69944	1.70116	1.69922	1.70045	1.69924	1.70101	1.69899	1.70025
2016/12/29 01:45:00	1.69935	1.69958	1.69871	1.69944	1.69912	1.69937	1.69846	1.69924
2016/12/29 01:30:00	1.70004	1.70038	1.69890	1.69935	1.69985	1.70021	1.69875	1.69912
2016/12/29 01:15:00	1.69994	1.70049	1.69945	1.70004	1.69974	1.70030	1.69925	1.69985
2016/12/29 01:00:00	1.69948	1.70005	1.69902	1.69994	1.69924	1.69984	1.69880	1.69974
2016/12/29 00:45:00	1.70030	1.70032	1.69941	1.69948	1.70007	1.70010	1.69917	1.69924
2016/12/29 00:30:00	1.69985	1.70035	1.69973	1.70030	1.69958	1.70010	1.69951	1.70007
2016/12/29 00:15:00	1.69976	1.69995	1.69904	1.69985	1.69957	1.69974	1.69885	1.69958
2016/12/29 00:00:00	1.70024	1.70100	1.69963	1.69976	1.69998	1.70080	1.69944	1.69957
2016/12/28 23:45:00	1.70036	1.70050	1.69974	1.70024	1.70006	1.70026	1.69949	1.69998
2016/12/28 23:30:00	1.70008	1.70086	1.69943	1.70036	1.69987	1.70066	1.69922	1.70006
2016/12/28 23:15:00	1.70010	1.70014	1.69915	1.70008	1.69985	1.69992	1.69894	1.69987
2016/12/28 23:00:00	1.70081	1.70099	1.69975	1.70010	1.70060	1.70079	1.69951	1.69985
2016/12/28 22:45:00	1.70091	1.70183	1.70075	1.70081	1.70059	1.70150	1.70051	1.70060
2016/12/28 22:30:00	1.70121	1.70214	1.70075	1.70091	1.70092	1.70199	1.70044	1.70059
2016/12/28 22:15:00	1.70138	1.70165	1.70097	1.70121	1.70107	1.70145	1.70072	1.70092
2016/12/28 22:00:00	1.70125	1.70154	1.70052	1.70138	1.70102	1.70132	1.70026	1.70107
2016/12/28 21:45:00	1.70117	1.70152	1.70075	1.70125	1.70089	1.70124	1.70050	1.70102
2016/12/28 21:30:00	1.70179	1.70182	1.70095	1.70117	1.70152	1.70158	1.70066	1.70089
2016/12/28 21:15:00	1.70085	1.70184	1.70040	1.70179	1.70050	1.70156	1.70011	1.70152
2016/12/28 21:00:00	1.70107	1.70184	1.70081	1.70085	1.70075	1.70158	1.70047	1.70050
2016/12/28 20:45:00	1.70110	1.70151	1.70043	1.70107	1.70075	1.70122	1.70022	1.70075
2016/12/28 20:30:00	1.70230	1.70269	1.70077	1.70110	1.70198	1.70243	1.70050	1.70075
2016/12/28 20:15:00	1.70159	1.70247	1.70103	1.70230	1.70123	1.70216	1.70075	1.70198
2016/12/28 20:00:00	1.70198	1.70208	1.70068	1.70159	1.70174	1.70182	1.70040	1.70123
2016/12/28 19:45:00	1.70173	1.70271	1.70130	1.70198	1.70145	1.70243	1.70104	1.70174
2016/12/28 19:30:00	1.70167	1.70225	1.70102	1.70173	1.70139	1.70197	1.70081	1.70145
2016/12/28 19:15:00	1.70112	1.70185	1.70109	1.70167	1.70087	1.70160	1.70087	1.70139
2016/12/28 19:00:00	1.70144	1.70199	1.70082	1.70112	1.70116	1.70174	1.70063	1.70087
2016/12/28 18:45:00	1.70041	1.70347	1.69991	1.70144	1.70010	1.70301	1.69960	1.70116
2016/12/28 18:30:00	1.70309	1.70441	1.70022	1.70041	1.70270	1.70398	1.69993	1.70010
2016/12/28 18:15:00	1.70354	1.70369	1.70146	1.70309	1.70310	1.70337	1.70108	1.70270
2016/12/28 18:00:00	1.70225	1.70360	1.70197	1.70354	1.70152	1.70323	1.70124	1.70310
2016/12/28 17:45:00	1.70216	1.70236	1.70168	1.70225	1.70137	1.70164	1.70089	1.70152
2016/12/28 17:30:00	1.70270	1.70293	1.70210	1.70216	1.70203	1.70230	1.70130	1.70137
2016/12/28 17:15:00	1.70377	1.70384	1.70251	1.70270	1.70259	1.70288	1.70181	1.70203
2016/12/28 17:00:00	1.70405	1.70839	1.70367	1.70377	1.70251	1.70401	1.70203	1.70259
2016/12/28 16:45:00	1.70233	1.70439	1.70227	1.70405	1.70198	1.70314	1.70188	1.70251
2016/12/28 16:30:00	1.70106	1.70254	1.70103	1.70233	1.70071	1.70222	1.70067	1.70198
2016/12/28 16:15:00	1.70049	1.70156	1.70049	1.70106	1.70013	1.70118	1.70011	1.70071
2016/12/28 16:00:00	1.70140	1.70146	1.70049	1.70049	1.70109	1.70113	1.70013	1.70013
2016/12/28 15:45:00	1.70219	1.70233	1.70111	1.70140	1.70190	1.70202	1.70082	1.70109
2016/12/28 15:30:00	1.70222	1.70299	1.70206	1.70219	1.70191	1.70269	1.70178	1.70190
2016/12/28 15:15:00	1.70132	1.70246	1.70103	1.70222	1.70095	1.70215	1.70072	1.70191
2016/12/28 15:00:00	1.70085	1.70160	1.70063	1.70132	1.70067	1.70138	1.70039	1.70095
2016/12/28 14:45:00	1.70096	1.70148	1.70017	1.70085	1.70081	1.70138	1.69998	1.70067
2016/12/28 14:30:00	1.70085	1.70127	1.70045	1.70096	1.70064	1.70107	1.70025	1.70081
2016/12/28 14:15:00	1.70076	1.70155	1.70045	1.70085	1.70054	1.70133	1.70023	1.70064
2016/12/28 14:00:00	1.69977	1.70129	1.69954	1.70076	1.69955	1.70107	1.69927	1.70054
2016/12/28 13:45:00	1.70330	1.70330	1.69973	1.69977	1.70314	1.70320	1.69950	1.69955
2016/12/28 13:30:00	1.70372	1.70372	1.70266	1.70330	1.70350	1.70350	1.70246	1.70314
2016/12/28 13:15:00	1.70418	1.70437	1.70314	1.70372	1.70398	1.70420	1.70295	1.70350
2016/12/28 13:00:00	1.70437	1.70444	1.70309	1.70418	1.70423	1.70428	1.70290	1.70398
2016/12/28 12:45:00	1.70424	1.70460	1.70346	1.70437	1.70407	1.70446	1.70327	1.70423
2016/12/28 12:30:00	1.70338	1.70440	1.70286	1.70424	1.70319	1.70418	1.70266	1.70407
2016/12/28 12:15:00	1.70237	1.70349	1.70216	1.70338	1.70216	1.70326	1.70205	1.70319
2016/12/28 12:00:00	1.70117	1.70240	1.70109	1.70237	1.70111	1.70219	1.70091	1.70216
2016/12/28 11:45:00	1.70137	1.70198	1.70088	1.70117	1.70128	1.70185	1.70073	1.70111
2016/12/28 11:30:00	1.70129	1.70173	1.70009	1.70137	1.70112	1.70159	1.69996	1.70128
2016/12/28 11:15:00	1.70398	1.70433	1.70078	1.70129	1.70383	1.70416	1.70063	1.70112
2016/12/28 11:00:00	1.70423	1.70501	1.70333	1.70398	1.70411	1.70487	1.70322	1.70383
2016/12/28 10:45:00	1.70500	1.70744	1.70406	1.70423	1.70484	1.70727	1.70392	1.70411
2016/12/28 10:30:00	1.70524	1.70558	1.70446	1.70500	1.70509	1.70545	1.70431	1.70484
2016/12/28 10:15:00	1.70464	1.70540	1.70329	1.70524	1.70455	1.70528	1.70312	1.70509
2016/12/28 10:00:00	1.70224	1.70500	1.70178	1.70464	1.70169	1.70484	1.70169	1.70455
2016/12/28 09:45:00	1.70332	1.70429	1.70203	1.70224	1.70326	1.70409	1.70167	1.70169
2016/12/28 09:30:00	1.70481	1.70550	1.70315	1.70332	1.70466	1.70533	1.70308	1.70326
2016/12/28 09:15:00	1.70439	1.70517	1.70370	1.70481	1.70422	1.70505	1.70353	1.70466
2016/12/28 09:00:00	1.70379	1.70471	1.70327	1.70439	1.70363	1.70459	1.70310	1.70422
2016/12/28 08:45:00	1.70386	1.70403	1.70283	1.70379	1.70371	1.70387	1.70269	1.70363
2016/12/28 08:30:00	1.70253	1.70404	1.70192	1.70386	1.70236	1.70395	1.70178	1.70371
2016/12/28 08:15:00	1.70258	1.70273	1.70046	1.70253	1.70245	1.70258	1.70029	1.70236
2016/12/28 08:00:00	1.70184	1.70285	1.70112	1.70258	1.70173	1.70272	1.70097	1.70245
2016/12/28 07:45:00	1.70264	1.70323	1.70144	1.70184	1.70247	1.70307	1.70127	1.70173
2016/12/28 07:30:00	1.70293	1.70308	1.70163	1.70264	1.70277	1.70290	1.70158	1.70247
2016/12/28 07:15:00	1.70384	1.70491	1.70218	1.70293	1.70371	1.70484	1.70207	1.70277
2016/12/28 07:00:00	1.70348	1.70423	1.70273	1.70384	1.70334	1.70409	1.70263	1.70371
2016/12/28 06:45:00	1.70326	1.70441	1.70247	1.70348	1.70309	1.70427	1.70232	1.70334
2016/12/28 06:30:00	1.70375	1.70382	1.70256	1.70326	1.70360	1.70365	1.70240	1.70309
2016/12/28 06:15:00	1.70329	1.70434	1.70273	1.70375	1.70314	1.70418	1.70257	1.70360
2016/12/28 06:00:00	1.70235	1.70452	1.70229	1.70329	1.70219	1.70444	1.70216	1.70314
2016/12/28 05:45:00	1.70082	1.70245	1.70066	1.70235	1.70070	1.70229	1.70050	1.70219
2016/12/28 05:30:00	1.70194	1.70216	1.70035	1.70082	1.70182	1.70199	1.70020	1.70070
2016/12/28 05:15:00	1.70177	1.70207	1.70127	1.70194	1.70162	1.70190	1.70112	1.70182
2016/12/28 05:00:00	1.70255	1.70257	1.70133	1.70177	1.70237	1.70241	1.70117	1.70162
2016/12/28 04:45:00	1.70086	1.70261	1.70066	1.70255	1.70072	1.70245	1.70051	1.70237
2016/12/28 04:30:00	1.70140	1.70170	1.70021	1.70086	1.70124	1.70153	1.70006	1.70072
2016/12/28 04:15:00	1.70221	1.70296	1.70083	1.70140	1.70207	1.70280	1.70066	1.70124
2016/12/28 04:00:00	1.70270	1.70390	1.70208	1.70221	1.70255	1.70380	1.70191	1.70207
2016/12/28 03:45:00	1.70176	1.70273	1.70064	1.70270	1.70161	1.70257	1.70050	1.70255
2016/12/28 03:30:00	1.70069	1.70241	1.70025	1.70176	1.70056	1.70231	1.70011	1.70161
2016/12/28 03:15:00	1.70331	1.70377	1.70051	1.70069	1.70314	1.70364	1.70037	1.70056
2016/12/28 03:00:00	1.70389	1.70423	1.70321	1.70331	1.70370	1.70404	1.70305	1.70314
2016/12/28 02:45:00	1.70310	1.70410	1.70303	1.70389	1.70291	1.70396	1.70284	1.70370
2016/12/28 02:30:00	1.70345	1.70364	1.70241	1.70310	1.70332	1.70350	1.70227	1.70291
2016/12/28 02:15:00	1.70371	1.70427	1.70319	1.70345	1.70353	1.70417	1.70300	1.70332
2016/12/28 02:00:00	1.70320	1.70407	1.70288	1.70371	1.70303	1.70388	1.70273	1.70353
2016/12/28 01:45:00	1.70356	1.70402	1.70291	1.70320	1.70335	1.70380	1.70270	1.70303
2016/12/28 01:30:00	1.70455	1.70501	1.70339	1.70356	1.70435	1.70482	1.70327	1.70335
2016/12/28 01:15:00	1.70467	1.70490	1.70410	1.70455	1.70446	1.70469	1.70389	1.70435
2016/12/28 01:00:00	1.70412	1.70510	1.70412	1.70467	1.70390	1.70487	1.70390	1.70446
2016/12/28 00:45:00	1.70498	1.70528	1.70408	1.70412	1.70477	1.70509	1.70386	1.70390
2016/12/28 00:30:00	1.70636	1.70679	1.70497	1.70498	1.70619	1.70662	1.70477	1.70477
2016/12/28 00:15:00	1.70560	1.70636	1.70544	1.70636	1.70545	1.70619	1.70529	1.70619
2016/12/28 00:00:00	1.70630	1.70644	1.70544	1.70560	1.70610	1.70624	1.70532	1.70545
2016/12/27 23:45:00	1.70600	1.70634	1.70577	1.70630	1.70580	1.70613	1.70556	1.70610
2016/12/27 23:30:00	1.70609	1.70667	1.70577	1.70600	1.70591	1.70648	1.70557	1.70580
2016/12/27 23:15:00	1.70634	1.70638	1.70571	1.70609	1.70615	1.70620	1.70552	1.70591
2016/12/27 23:00:00	1.70637	1.70649	1.70558	1.70634	1.70621	1.70631	1.70542	1.70615
2016/12/27 22:45:00	1.70633	1.70656	1.70609	1.70637	1.70614	1.70638	1.70591	1.70621
2016/12/27 22:30:00	1.70658	1.70675	1.70596	1.70633	1.70641	1.70657	1.70584	1.70614
2016/12/27 22:15:00	1.70646	1.70674	1.70628	1.70658	1.70627	1.70655	1.70610	1.70641
2016/12/27 22:00:00	1.70638	1.70667	1.70609	1.70646	1.70622	1.70650	1.70590	1.70627
2016/12/27 21:45:00	1.70625	1.70689	1.70608	1.70638	1.70609	1.70670	1.70585	1.70622
2016/12/27 21:30:00	1.70607	1.70651	1.70549	1.70625	1.70587	1.70641	1.70522	1.70609
2016/12/27 21:15:00	1.70584	1.70652	1.70532	1.70607	1.70568	1.70634	1.70513	1.70587
2016/12/27 21:00:00	1.70548	1.70642	1.70511	1.70584	1.70524	1.70624	1.70491	1.70568
2016/12/27 20:45:00	1.70649	1.70651	1.70447	1.70548	1.70634	1.70636	1.70427	1.70524
2016/12/27 20:30:00	1.70686	1.70724	1.70611	1.70649	1.70668	1.70705	1.70598	1.70634
2016/12/27 20:15:00	1.70731	1.70766	1.70679	1.70686	1.70699	1.70747	1.70654	1.70668
2016/12/27 20:00:00	1.70823	1.70883	1.70728	1.70731	1.70799	1.70861	1.70695	1.70699
2016/12/27 19:45:00	1.70629	1.70847	1.70585	1.70823	1.70615	1.70828	1.70566	1.70799
2016/12/27 19:30:00	1.70669	1.70711	1.70612	1.70629	1.70651	1.70693	1.70600	1.70615
2016/12/27 19:15:00	1.70786	1.70792	1.70646	1.70669	1.70761	1.70770	1.70628	1.70651
2016/12/27 19:00:00	1.70726	1.70789	1.70693	1.70786	1.70699	1.70764	1.70668	1.70761
2016/12/27 18:45:00	1.70762	1.70794	1.70724	1.70726	1.70724	1.70758	1.70696	1.70699
2016/12/27 18:30:00	1.70775	1.70784	1.70708	1.70762	1.70738	1.70750	1.70666	1.70724
2016/12/27 18:15:00	1.70766	1.70835	1.70728	1.70775	1.70712	1.70800	1.70682	1.70738
2016/12/27 18:00:00	1.70816	1.70820	1.70717	1.70766	1.70751	1.70793	1.70670	1.70712
2016/12/27 17:45:00	1.70754	1.70823	1.70744	1.70816	1.70714	1.70762	1.70698	1.70751
2016/12/27 17:30:00	1.70786	1.70796	1.70749	1.70754	1.70734	1.70743	1.70697	1.70714
2016/12/27 17:15:00	1.70771	1.70788	1.70739	1.70786	1.70706	1.70737	1.70694	1.70734
2016/12/27 17:00:00	1.70876	1.70899	1.70733	1.70771	1.70652	1.70769	1.70602	1.70706
2016/12/27 16:45:00	1.70804	1.70892	1.70737	1.70876	1.70768	1.70796	1.70652	1.70652
2016/12/27 16:30:00	1.70766	1.70811	1.70754	1.70804	1.70736	1.70785	1.70721	1.70768
2016/12/27 16:15:00	1.70837	1.70872	1.70756	1.70766	1.70819	1.70850	1.70728	1.70736
2016/12/27 16:00:00	1.70869	1.70879	1.70791	1.70837	1.70850	1.70860	1.70769	1.70819
2016/12/27 15:45:00	1.70870	1.70887	1.70837	1.70869	1.70842	1.70863	1.70814	1.70850
2016/12/27 15:30:00	1.70910	1.70941	1.70868	1.70870	1.70884	1.70914	1.70842	1.70842
2016/12/27 15:15:00	1.70905	1.70922	1.70883	1.70910	1.70882	1.70897	1.70859	1.70884
2016/12/27 15:00:00	1.70811	1.70916	1.70807	1.70905	1.70794	1.70892	1.70786	1.70882
2016/12/27 14:45:00	1.70870	1.70897	1.70804	1.70811	1.70847	1.70876	1.70780	1.70794
2016/12/27 14:30:00	1.70910	1.70929	1.70869	1.70870	1.70891	1.70913	1.70847	1.70847
2016/12/27 14:15:00	1.70853	1.70941	1.70853	1.70910	1.70829	1.70919	1.70829	1.70891
2016/12/27 14:00:00	1.70877	1.70918	1.70850	1.70853	1.70861	1.70900	1.70827	1.70829
2016/12/27 13:45:00	1.70762	1.70889	1.70758	1.70877	1.70740	1.70868	1.70735	1.70861
2016/12/27 13:30:00	1.70721	1.70766	1.70691	1.70762	1.70697	1.70747	1.70669	1.70740
2016/12/27 13:15:00	1.70741	1.70774	1.70708	1.70721	1.70720	1.70749	1.70689	1.70697
2016/12/27 13:00:00	1.70663	1.70782	1.70660	1.70741	1.70639	1.70770	1.70639	1.70720
2016/12/27 12:45:00	1.70594	1.70669	1.70578	1.70663	1.70572	1.70649	1.70558	1.70639
2016/12/27 12:30:00	1.70518	1.70618	1.70500	1.70594	1.70496	1.70601	1.70475	1.70572
2016/12/27 12:15:00	1.70465	1.70518	1.70463	1.70518	1.70447	1.70496	1.70442	1.70496
2016/12/27 12:00:00	1.70560	1.70576	1.70453	1.70465	1.70542	1.70555	1.70432	1.70447
2016/12/27 11:45:00	1.70553	1.70577	1.70529	1.70560	1.70537	1.70557	1.70511	1.70542
2016/12/27 11:30:00	1.70438	1.70576	1.70432	1.70553	1.70423	1.70557	1.70413	1.70537
2016/12/27 11:15:00	1.70531	1.70532	1.70403	1.70438	1.70514	1.70514	1.70390	1.70423
2016/12/27 11:00:00	1.70446	1.70547	1.70442	1.70531	1.70427	1.70528	1.70425	1.70514
2016/12/27 10:45:00	1.70354	1.70512	1.70329	1.70446	1.70339	1.70493	1.70312	1.70427
2016/12/27 10:30:00	1.70388	1.70392	1.70272	1.70354	1.70369	1.70371	1.70250	1.70339
2016/12/27 10:15:00	1.70316	1.70411	1.70253	1.70388	1.70299	1.70392	1.70234	1.70369
2016/12/27 10:00:00	1.70610	1.70670	1.70290	1.70316	1.70555	1.70586	1.70271	1.70299
2016/12/27 09:45:00	1.70448	1.70617	1.70379	1.70610	1.70430	1.70580	1.70360	1.70555
2016/12/27 09:30:00	1.70365	1.70488	1.70361	1.70448	1.70348	1.70471	1.70346	1.70430
2016/12/27 09:15:00	1.70322	1.70403	1.70312	1.70365	1.70305	1.70384	1.70295	1.70348
2016/12/27 09:00:00	1.70330	1.70371	1.70295	1.70322	1.70310	1.70354	1.70278	1.70305
2016/12/27 08:45:00	1.70311	1.70342	1.70264	1.70330	1.70293	1.70328	1.70247	1.70310
2016/12/27 08:30:00	1.70257	1.70332	1.70255	1.70311	1.70239	1.70315	1.70239	1.70293
2016/12/27 08:15:00	1.70381	1.70391	1.70242	1.70257	1.70363	1.70373	1.70226	1.70239
2016/12/27 08:00:00	1.70324	1.70392	1.70296	1.70381	1.70304	1.70375	1.70279	1.70363
2016/12/27 07:45:00	1.70381	1.70389	1.70302	1.70324	1.70362	1.70370	1.70285	1.70304
2016/12/27 07:30:00	1.70413	1.70413	1.70340	1.70381	1.70394	1.70395	1.70322	1.70362
2016/12/27 07:15:00	1.70295	1.70413	1.70279	1.70413	1.70279	1.70394	1.70260	1.70394
2016/12/27 07:00:00	1.70462	1.70462	1.70283	1.70295	1.70446	1.70446	1.70275	1.70279
2016/12/27 06:45:00	1.70574	1.70591	1.70452	1.70462	1.70560	1.70574	1.70435	1.70446
2016/12/27 06:30:00	1.70609	1.70618	1.70560	1.70574	1.70592	1.70604	1.70547	1.70560
2016/12/27 06:15:00	1.70590	1.70621	1.70560	1.70609	1.70572	1.70605	1.70546	1.70592
2016/12/27 06:00:00	1.70584	1.70659	1.70553	1.70590	1.70567	1.70646	1.70537	1.70572
2016/12/27 05:45:00	1.70650	1.70672	1.70563	1.70584	1.70633	1.70657	1.70547	1.70567
2016/12/27 05:30:00	1.70659	1.70711	1.70642	1.70650	1.70644	1.70694	1.70626	1.70633
2016/12/27 05:15:00	1.70687	1.70758	1.70648	1.70659	1.70668	1.70748	1.70629	1.70644
2016/12/27 05:00:00	1.70588	1.70706	1.70534	1.70687	1.70572	1.70689	1.70517	1.70668
2016/12/27 04:45:00	1.70638	1.70678	1.70579	1.70588	1.70622	1.70661	1.70561	1.70572
2016/12/27 04:30:00	1.70719	1.70736	1.70626	1.70638	1.70703	1.70719	1.70604	1.70622
2016/12/27 04:15:00	1.70766	1.70790	1.70717	1.70719	1.70747	1.70770	1.70700	1.70703
2016/12/27 04:00:00	1.70819	1.70850	1.70741	1.70766	1.70800	1.70835	1.70724	1.70747
2016/12/27 03:45:00	1.70713	1.70839	1.70706	1.70819	1.70695	1.70822	1.70688	1.70800
2016/12/27 03:30:00	1.70741	1.70745	1.70654	1.70713	1.70721	1.70725	1.70634	1.70695
2016/12/27 03:15:00	1.70733	1.70792	1.70673	1.70741	1.70712	1.70774	1.70652	1.70721
2016/12/27 03:00:00	1.70720	1.70829	1.70713	1.70733	1.70697	1.70810	1.70690	1.70712
2016/12/27 02:45:00	1.70821	1.70848	1.70688	1.70720	1.70800	1.70825	1.70669	1.70697
2016/12/27 02:30:00	1.70915	1.70915	1.70786	1.70821	1.70895	1.70895	1.70768	1.70800
2016/12/27 02:15:00	1.70831	1.70964	1.70815	1.70915	1.70807	1.70940	1.70795	1.70895
2016/12/27 02:00:00	1.70819	1.70876	1.70769	1.70831	1.70796	1.70853	1.70747	1.70807
2016/12/27 01:45:00	1.70881	1.70898	1.70817	1.70819	1.70858	1.70877	1.70792	1.70796
2016/12/27 01:30:00	1.70850	1.70885	1.70804	1.70881	1.70830	1.70862	1.70783	1.70858
2016/12/27 01:15:00	1.70838	1.70878	1.70825	1.70850	1.70820	1.70857	1.70802	1.70830
2016/12/27 01:00:00	1.70972	1.71000	1.70825	1.70838	1.70950	1.70986	1.70801	1.70820
2016/12/27 00:45:00	1.70911	1.70972	1.70906	1.70972	1.70888	1.70950	1.70885	1.70950
2016/12/27 00:30:00	1.70877	1.70924	1.70871	1.70911	1.70856	1.70901	1.70851	1.70888
2016/12/27 00:15:00	1.70884	1.70894	1.70840	1.70877	1.70861	1.70872	1.70814	1.70856
2016/12/27 00:00:00	1.70885	1.70929	1.70870	1.70884	1.70859	1.70903	1.70852	1.70861
2016/12/26 23:45:00	1.70884	1.70921	1.70859	1.70885	1.70860	1.70897	1.70832	1.70859
2016/12/26 23:30:00	1.70905	1.70942	1.70874	1.70884	1.70888	1.70923	1.70853	1.70860
2016/12/26 23:15:00	1.70933	1.70951	1.70862	1.70905	1.70907	1.70925	1.70835	1.70888
2016/12/26 23:00:00	1.70935	1.70971	1.70891	1.70933	1.70911	1.70946	1.70866	1.70907
2016/12/26 22:45:00	1.70887	1.70992	1.70887	1.70935	1.70863	1.70967	1.70862	1.70911
2016/12/26 22:30:00	1.70832	1.70920	1.70832	1.70887	1.70806	1.70898	1.70806	1.70863
2016/12/26 22:15:00	1.70850	1.70909	1.70822	1.70832	1.70823	1.70885	1.70797	1.70806
2016/12/26 22:00:00	1.70887	1.70925	1.70835	1.70850	1.70865	1.70901	1.70811	1.70823
2016/12/26 21:45:00	1.70942	1.71006	1.70874	1.70887	1.70917	1.70987	1.70853	1.70865
2016/12/26 21:30:00	1.70939	1.70983	1.70921	1.70942	1.70910	1.70950	1.70890	1.70917
2016/12/26 21:15:00	1.70988	1.71010	1.70917	1.70939	1.70952	1.70990	1.70886	1.70910
2016/12/26 21:00:00	1.71035	1.71054	1.70977	1.70988	1.71006	1.71020	1.70945	1.70952
2016/12/26 20:45:00	1.71123	1.71130	1.70983	1.71035	1.71090	1.71103	1.70955	1.71006
2016/12/26 20:30:00	1.71100	1.71126	1.71031	1.71123	1.71063	1.71098	1.70994	1.71090
2016/12/26 20:15:00	1.71078	1.71120	1.71007	1.71100	1.71045	1.71094	1.70982	1.71063
2016/12/26 20:00:00	1.71193	1.71200	1.71045	1.71078	1.71162	1.71169	1.71009	1.71045
2016/12/26 19:45:00	1.71067	1.71216	1.71036	1.71193	1.71042	1.71196	1.70999	1.71162
2016/12/26 19:30:00	1.71008	1.71091	1.70917	1.71067	1.70969	1.71061	1.70875	1.71042
2016/12/26 19:15:00	1.71049	1.71102	1.71000	1.71008	1.71008	1.71067	1.70954	1.70969
2016/12/26 19:00:00	1.70998	1.71086	1.70953	1.71049	1.70947	1.71030	1.70914	1.71008
