日時	"USD/HKD(始値, 買い)"	"USD/HKD(高値, 買い)"	"USD/HKD(安値, 買い)"	"USD/HKD(終値, 買い)"	"USD/HKD(始値, 売り)*"	"USD/HKD(高値, 売り)*"	"USD/HKD(安値, 売り)*"	"USD/HKD(終値, 売り)*"
2017/01/09 06:00:00	7.75580	7.75587	7.75574	7.75579	7.75564	7.75571	7.75559	7.75565
2017/01/09 05:45:00	7.75563	7.75584	7.75560	7.75580	7.75553	7.75569	7.75553	7.75564
2017/01/09 05:30:00	7.75589	7.75596	7.75560	7.75563	7.75579	7.75583	7.75547	7.75553
2017/01/09 05:15:00	7.75582	7.75590	7.75582	7.75589	7.75574	7.75580	7.75574	7.75579
2017/01/09 05:00:00	7.75578	7.75598	7.75569	7.75582	7.75570	7.75585	7.75559	7.75574
2017/01/09 04:45:00	7.75574	7.75580	7.75570	7.75578	7.75564	7.75571	7.75559	7.75570
2017/01/09 04:30:00	7.75557	7.75574	7.75556	7.75574	7.75543	7.75564	7.75543	7.75564
2017/01/09 04:15:00	7.75564	7.75566	7.75539	7.75557	7.75550	7.75550	7.75531	7.75543
2017/01/09 04:00:00	7.75568	7.75568	7.75564	7.75564	7.75558	7.75560	7.75548	7.75550
2017/01/09 03:45:00	7.75551	7.75568	7.75551	7.75568	7.75543	7.75559	7.75543	7.75558
2017/01/09 03:30:00	7.75542	7.75558	7.75532	7.75551	7.75536	7.75545	7.75523	7.75543
2017/01/09 03:15:00	7.75539	7.75551	7.75535	7.75542	7.75534	7.75540	7.75522	7.75536
2017/01/09 03:00:00	7.75538	7.75556	7.75538	7.75539	7.75532	7.75545	7.75532	7.75534
2017/01/09 02:45:00	7.75566	7.75567	7.75538	7.75538	7.75555	7.75558	7.75529	7.75532
2017/01/09 02:30:00	7.75567	7.75568	7.75559	7.75566	7.75553	7.75561	7.75550	7.75555
2017/01/09 02:15:00	7.75566	7.75573	7.75559	7.75567	7.75553	7.75561	7.75551	7.75553
2017/01/09 02:00:00	7.75567	7.75570	7.75560	7.75566	7.75557	7.75558	7.75545	7.75553
2017/01/09 01:45:00	7.75578	7.75578	7.75567	7.75567	7.75570	7.75570	7.75556	7.75557
2017/01/09 01:30:00	7.75566	7.75578	7.75561	7.75578	7.75566	7.75570	7.75556	7.75570
2017/01/09 01:15:00	7.75575	7.75578	7.75564	7.75566	7.75568	7.75570	7.75555	7.75566
2017/01/09 01:00:00	7.75558	7.75578	7.75558	7.75575	7.75550	7.75568	7.75545	7.75568
2017/01/09 00:45:00	7.75548	7.75558	7.75539	7.75558	7.75535	7.75550	7.75528	7.75550
2017/01/09 00:30:00	7.75557	7.75561	7.75543	7.75548	7.75549	7.75558	7.75531	7.75535
2017/01/09 00:15:00	7.75560	7.75561	7.75557	7.75557	7.75552	7.75552	7.75548	7.75549
2017/01/08 23:45:00	7.75560	7.75568	7.75554	7.75560	7.75552	7.75558	7.75549	7.75552
2017/01/08 23:30:00	7.75529	7.75560	7.75529	7.75560	7.75521	7.75553	7.75521	7.75552
2017/01/08 23:15:00	7.75499	7.75529	7.75497	7.75529	7.75490	7.75521	7.75489	7.75521
2017/01/08 23:00:00	7.75480	7.75502	7.75480	7.75499	7.75472	7.75490	7.75472	7.75490
2017/01/08 22:45:00	7.75485	7.75485	7.75466	7.75480	7.75469	7.75472	7.75453	7.75472
2017/01/08 22:30:00	7.75532	7.75534	7.75480	7.75485	7.75523	7.75523	7.75466	7.75469
2017/01/08 22:15:00	7.75543	7.75543	7.75531	7.75532	7.75533	7.75533	7.75523	7.75523
2017/01/08 22:00:00	7.75545	7.75547	7.75543	7.75543	7.75534	7.75540	7.75533	7.75533
2017/01/08 21:45:00	7.75540	7.75547	7.75540	7.75545	7.75533	7.75537	7.75533	7.75534
2017/01/08 21:30:00	7.75547	7.75547	7.75538	7.75540	7.75535	7.75535	7.75533	7.75533
2017/01/08 21:15:00	7.75548	7.75571	7.75547	7.75547	7.75535	7.75560	7.75534	7.75535
2017/01/08 21:00:00	7.75535	7.75549	7.75530	7.75548	7.75530	7.75539	7.75527	7.75535
2017/01/08 20:45:00	7.75538	7.75541	7.75535	7.75535	7.75530	7.75532	7.75530	7.75530
2017/01/08 20:30:00	7.75540	7.75547	7.75531	7.75538	7.75530	7.75535	7.75530	7.75530
2017/01/08 20:15:00	7.75530	7.75540	7.75525	7.75540	7.75523	7.75532	7.75523	7.75530
2017/01/08 20:00:00	7.75538	7.75538	7.75527	7.75530	7.75525	7.75525	7.75516	7.75523
2017/01/08 19:45:00	7.75552	7.75577	7.75532	7.75538	7.75536	7.75568	7.75522	7.75525
2017/01/08 19:30:00	7.75551	7.75558	7.75549	7.75552	7.75530	7.75550	7.75530	7.75536
2017/01/08 19:15:00	7.75561	7.75566	7.75548	7.75551	7.75513	7.75536	7.75513	7.75530
2017/01/08 19:00:00	7.75478	7.75593	7.75476	7.75561	7.75465	7.75579	7.75463	7.75513
2017/01/08 18:45:00	7.75569	7.75582	7.75472	7.75478	7.75481	7.75567	7.75459	7.75465
2017/01/08 18:30:00	7.75570	7.75570	7.75563	7.75569	7.75478	7.75483	7.75455	7.75481
2017/01/08 18:15:00	7.75538	7.75571	7.75538	7.75570	7.75510	7.75510	7.75478	7.75478
2017/01/08 18:00:00	7.75594	7.75594	7.75534	7.75538	7.75477	7.75517	7.75477	7.75510
2017/01/08 17:45:00	7.75538	7.75610	7.75519	7.75594	7.75510	7.75567	7.75453	7.75477
2017/01/08 17:30:00	7.75586	7.75586	7.75538	7.75538	7.75463	7.75512	7.75463	7.75510
2017/01/08 17:15:00	7.75598	7.75598	7.75525	7.75586	7.75478	7.75546	7.75452	7.75463
2017/01/08 17:00:00	7.75570	7.75598	7.75570	7.75598	7.75480	7.75482	7.75453	7.75478
2017/01/06 16:45:00	7.75618	7.75622	7.75618	7.75622	7.75483	7.75483	7.75470	7.75470
2017/01/06 16:30:00	7.75598	7.75618	7.75592	7.75618	7.75561	7.75565	7.75483	7.75483
2017/01/06 16:15:00	7.75598	7.75598	7.75598	7.75598	7.75571	7.75571	7.75561	7.75561
2017/01/06 16:00:00	7.75592	7.75598	7.75588	7.75598	7.75572	7.75572	7.75568	7.75571
2017/01/06 15:45:00	7.75585	7.75592	7.75585	7.75592	7.75565	7.75572	7.75565	7.75572
2017/01/06 15:30:00	7.75585	7.75586	7.75585	7.75585	7.75565	7.75566	7.75565	7.75565
2017/01/06 15:15:00	7.75562	7.75589	7.75562	7.75585	7.75542	7.75577	7.75542	7.75565
2017/01/06 15:00:00	7.75556	7.75562	7.75544	7.75562	7.75536	7.75542	7.75524	7.75542
2017/01/06 14:45:00	7.75549	7.75556	7.75548	7.75556	7.75545	7.75550	7.75528	7.75536
2017/01/06 14:30:00	7.75538	7.75557	7.75533	7.75549	7.75514	7.75550	7.75512	7.75545
2017/01/06 14:15:00	7.75538	7.75550	7.75535	7.75538	7.75514	7.75547	7.75513	7.75514
2017/01/06 14:00:00	7.75504	7.75542	7.75498	7.75538	7.75484	7.75523	7.75480	7.75514
2017/01/06 13:45:00	7.75470	7.75504	7.75470	7.75504	7.75463	7.75484	7.75463	7.75484
2017/01/06 13:30:00	7.75489	7.75498	7.75467	7.75470	7.75463	7.75489	7.75450	7.75463
2017/01/06 13:15:00	7.75483	7.75491	7.75483	7.75489	7.75462	7.75469	7.75462	7.75463
2017/01/06 13:00:00	7.75488	7.75488	7.75482	7.75483	7.75467	7.75467	7.75462	7.75462
2017/01/06 12:45:00	7.75506	7.75508	7.75488	7.75488	7.75488	7.75498	7.75467	7.75467
2017/01/06 12:30:00	7.75505	7.75518	7.75505	7.75506	7.75499	7.75503	7.75486	7.75488
2017/01/06 12:15:00	7.75523	7.75529	7.75493	7.75505	7.75504	7.75512	7.75472	7.75499
2017/01/06 12:00:00	7.75532	7.75543	7.75523	7.75523	7.75515	7.75535	7.75504	7.75504
2017/01/06 11:45:00	7.75511	7.75535	7.75508	7.75532	7.75491	7.75515	7.75491	7.75515
2017/01/06 11:30:00	7.75504	7.75546	7.75504	7.75511	7.75491	7.75535	7.75490	7.75491
2017/01/06 11:15:00	7.75528	7.75528	7.75502	7.75504	7.75512	7.75512	7.75489	7.75491
2017/01/06 11:00:00	7.75529	7.75531	7.75491	7.75528	7.75505	7.75516	7.75483	7.75512
2017/01/06 10:45:00	7.75505	7.75536	7.75498	7.75529	7.75488	7.75516	7.75483	7.75505
2017/01/06 10:30:00	7.75497	7.75505	7.75496	7.75505	7.75477	7.75488	7.75476	7.75488
2017/01/06 10:15:00	7.75491	7.75498	7.75491	7.75497	7.75472	7.75478	7.75472	7.75477
2017/01/06 10:00:00	7.75466	7.75498	7.75466	7.75491	7.75446	7.75482	7.75446	7.75472
2017/01/06 09:45:00	7.75417	7.75483	7.75412	7.75466	7.75403	7.75463	7.75403	7.75446
2017/01/06 09:30:00	7.75481	7.75483	7.75417	7.75417	7.75463	7.75464	7.75403	7.75403
2017/01/06 09:15:00	7.75470	7.75483	7.75467	7.75481	7.75453	7.75469	7.75453	7.75463
2017/01/06 09:00:00	7.75498	7.75498	7.75458	7.75470	7.75478	7.75482	7.75444	7.75453
2017/01/06 08:45:00	7.75505	7.75511	7.75489	7.75498	7.75489	7.75491	7.75477	7.75478
2017/01/06 08:30:00	7.75506	7.75544	7.75489	7.75505	7.75480	7.75516	7.75470	7.75489
2017/01/06 08:15:00	7.75542	7.75544	7.75480	7.75506	7.75527	7.75537	7.75460	7.75480
2017/01/06 08:00:00	7.75585	7.75591	7.75498	7.75542	7.75569	7.75575	7.75480	7.75527
2017/01/06 07:45:00	7.75590	7.75595	7.75585	7.75585	7.75574	7.75579	7.75569	7.75569
2017/01/06 07:30:00	7.75590	7.75590	7.75588	7.75590	7.75574	7.75574	7.75572	7.75574
2017/01/06 07:15:00	7.75582	7.75597	7.75582	7.75590	7.75566	7.75584	7.75566	7.75574
2017/01/06 07:00:00	7.75575	7.75586	7.75569	7.75582	7.75559	7.75575	7.75553	7.75566
2017/01/06 06:45:00	7.75568	7.75575	7.75568	7.75575	7.75555	7.75564	7.75553	7.75559
2017/01/06 06:30:00	7.75570	7.75571	7.75563	7.75568	7.75565	7.75565	7.75553	7.75555
2017/01/06 06:15:00	7.75533	7.75575	7.75533	7.75570	7.75525	7.75565	7.75523	7.75565
2017/01/06 06:00:00	7.75519	7.75533	7.75517	7.75533	7.75509	7.75525	7.75503	7.75525
2017/01/06 05:45:00	7.75502	7.75525	7.75479	7.75519	7.75494	7.75514	7.75470	7.75509
2017/01/06 05:30:00	7.75508	7.75511	7.75502	7.75502	7.75493	7.75501	7.75493	7.75494
2017/01/06 05:15:00	7.75524	7.75534	7.75506	7.75508	7.75511	7.75518	7.75490	7.75493
2017/01/06 05:00:00	7.75481	7.75524	7.75478	7.75524	7.75470	7.75513	7.75464	7.75511
2017/01/06 04:45:00	7.75493	7.75511	7.75450	7.75481	7.75482	7.75483	7.75440	7.75470
2017/01/06 04:30:00	7.75493	7.75498	7.75491	7.75493	7.75479	7.75482	7.75478	7.75482
2017/01/06 04:15:00	7.75525	7.75526	7.75484	7.75493	7.75511	7.75512	7.75470	7.75479
2017/01/06 04:00:00	7.75520	7.75525	7.75515	7.75525	7.75510	7.75511	7.75504	7.75511
2017/01/06 03:45:00	7.75518	7.75520	7.75518	7.75520	7.75510	7.75511	7.75510	7.75510
2017/01/06 03:30:00	7.75511	7.75521	7.75511	7.75518	7.75504	7.75513	7.75500	7.75510
2017/01/06 03:15:00	7.75518	7.75528	7.75510	7.75511	7.75509	7.75518	7.75499	7.75504
2017/01/06 03:00:00	7.75519	7.75520	7.75490	7.75518	7.75499	7.75509	7.75481	7.75509
2017/01/06 02:45:00	7.75485	7.75520	7.75484	7.75519	7.75469	7.75501	7.75469	7.75499
2017/01/06 02:30:00	7.75481	7.75488	7.75477	7.75485	7.75467	7.75476	7.75467	7.75469
2017/01/06 02:15:00	7.75484	7.75492	7.75481	7.75481	7.75471	7.75479	7.75467	7.75467
2017/01/06 02:00:00	7.75520	7.75521	7.75484	7.75484	7.75505	7.75505	7.75471	7.75471
2017/01/06 01:45:00	7.75525	7.75537	7.75511	7.75520	7.75513	7.75524	7.75500	7.75505
2017/01/06 01:30:00	7.75465	7.75527	7.75465	7.75525	7.75454	7.75513	7.75454	7.75513
2017/01/06 01:15:00	7.75448	7.75465	7.75446	7.75465	7.75440	7.75454	7.75440	7.75454
2017/01/06 01:00:00	7.75448	7.75450	7.75442	7.75448	7.75440	7.75440	7.75440	7.75440
2017/01/06 00:45:00	7.75437	7.75450	7.75437	7.75448	7.75426	7.75440	7.75426	7.75440
2017/01/06 00:30:00	7.75443	7.75443	7.75433	7.75437	7.75431	7.75432	7.75425	7.75426
2017/01/06 00:15:00	7.75447	7.75448	7.75432	7.75443	7.75440	7.75440	7.75426	7.75431
2017/01/06 00:00:00	7.75459	7.75459	7.75447	7.75447	7.75449	7.75449	7.75439	7.75440
2017/01/05 23:45:00	7.75458	7.75459	7.75449	7.75459	7.75450	7.75452	7.75440	7.75449
2017/01/05 23:30:00	7.75458	7.75459	7.75458	7.75458	7.75450	7.75451	7.75449	7.75450
2017/01/05 23:15:00	7.75460	7.75468	7.75457	7.75458	7.75447	7.75459	7.75446	7.75450
2017/01/05 23:00:00	7.75455	7.75460	7.75448	7.75460	7.75446	7.75453	7.75439	7.75447
2017/01/05 22:45:00	7.75459	7.75464	7.75454	7.75455	7.75446	7.75453	7.75444	7.75446
2017/01/05 22:30:00	7.75458	7.75468	7.75444	7.75459	7.75448	7.75460	7.75436	7.75446
2017/01/05 22:15:00	7.75458	7.75466	7.75458	7.75458	7.75449	7.75455	7.75447	7.75448
2017/01/05 22:00:00	7.75475	7.75476	7.75447	7.75458	7.75463	7.75465	7.75437	7.75449
2017/01/05 21:45:00	7.75481	7.75482	7.75458	7.75475	7.75468	7.75474	7.75448	7.75463
2017/01/05 21:30:00	7.75475	7.75483	7.75472	7.75481	7.75463	7.75474	7.75459	7.75468
2017/01/05 21:15:00	7.75473	7.75481	7.75465	7.75475	7.75460	7.75469	7.75456	7.75463
2017/01/05 21:00:00	7.75466	7.75489	7.75463	7.75473	7.75459	7.75478	7.75454	7.75460
2017/01/05 20:45:00	7.75474	7.75474	7.75465	7.75466	7.75464	7.75464	7.75458	7.75459
2017/01/05 20:30:00	7.75476	7.75482	7.75473	7.75474	7.75464	7.75472	7.75460	7.75464
2017/01/05 20:15:00	7.75457	7.75530	7.75456	7.75476	7.75445	7.75520	7.75443	7.75464
2017/01/05 20:00:00	7.75451	7.75462	7.75451	7.75457	7.75443	7.75451	7.75441	7.75445
2017/01/05 19:45:00	7.75454	7.75461	7.75451	7.75451	7.75446	7.75448	7.75438	7.75443
2017/01/05 19:30:00	7.75447	7.75461	7.75440	7.75454	7.75450	7.75451	7.75425	7.75446
2017/01/05 19:15:00	7.75450	7.75463	7.75444	7.75447	7.75450	7.75450	7.75449	7.75450
2017/01/05 19:00:00	7.75447	7.75450	7.75441	7.75450	7.75449	7.75451	7.75447	7.75450
2017/01/05 18:45:00	7.75459	7.75462	7.75447	7.75447	7.75449	7.75449	7.75449	7.75449
2017/01/05 18:30:00	7.75462	7.75466	7.75458	7.75459	7.75454	7.75455	7.75448	7.75449
2017/01/05 18:15:00	7.75460	7.75467	7.75460	7.75462	7.75434	7.75455	7.75434	7.75454
2017/01/05 18:00:00	7.75461	7.75462	7.75453	7.75460	7.75422	7.75452	7.75421	7.75434
2017/01/05 17:45:00	7.75461	7.75473	7.75461	7.75461	7.75421	7.75443	7.75419	7.75422
2017/01/05 17:30:00	7.75464	7.75487	7.75461	7.75461	7.75417	7.75423	7.75403	7.75421
2017/01/05 17:15:00	7.75473	7.75473	7.75432	7.75464	7.75420	7.75420	7.75405	7.75417
2017/01/05 17:00:00	7.75440	7.75484	7.75440	7.75473	7.75420	7.75421	7.75392	7.75420
2017/01/05 16:45:00	7.75471	7.75480	7.75440	7.75440	7.75465	7.75475	7.75418	7.75420
2017/01/05 16:30:00	7.75473	7.75476	7.75468	7.75471	7.75453	7.75466	7.75436	7.75465
2017/01/05 16:15:00	7.75468	7.75478	7.75468	7.75473	7.75454	7.75461	7.75453	7.75453
2017/01/05 16:00:00	7.75468	7.75468	7.75468	7.75468	7.75454	7.75454	7.75450	7.75454
2017/01/05 15:45:00	7.75468	7.75468	7.75468	7.75468	7.75457	7.75457	7.75454	7.75454
2017/01/05 15:30:00	7.75468	7.75468	7.75468	7.75468	7.75452	7.75457	7.75450	7.75457
2017/01/05 15:15:00	7.75462	7.75473	7.75462	7.75468	7.75448	7.75460	7.75448	7.75452
2017/01/05 15:00:00	7.75458	7.75463	7.75458	7.75462	7.75443	7.75455	7.75443	7.75448
2017/01/05 14:45:00	7.75458	7.75458	7.75458	7.75458	7.75444	7.75444	7.75440	7.75443
2017/01/05 14:30:00	7.75458	7.75460	7.75455	7.75458	7.75438	7.75445	7.75438	7.75444
2017/01/05 14:15:00	7.75463	7.75463	7.75458	7.75458	7.75441	7.75441	7.75438	7.75438
2017/01/05 14:00:00	7.75465	7.75468	7.75455	7.75463	7.75446	7.75448	7.75439	7.75441
2017/01/05 13:45:00	7.75468	7.75468	7.75463	7.75465	7.75447	7.75447	7.75443	7.75446
2017/01/05 13:30:00	7.75470	7.75470	7.75465	7.75468	7.75450	7.75450	7.75445	7.75447
2017/01/05 13:15:00	7.75473	7.75473	7.75454	7.75470	7.75453	7.75457	7.75438	7.75450
2017/01/05 13:00:00	7.75468	7.75478	7.75461	7.75473	7.75457	7.75467	7.75443	7.75453
2017/01/05 12:45:00	7.75450	7.75468	7.75445	7.75468	7.75424	7.75457	7.75424	7.75457
2017/01/05 12:30:00	7.75462	7.75466	7.75448	7.75450	7.75450	7.75465	7.75424	7.75424
2017/01/05 12:15:00	7.75461	7.75468	7.75452	7.75462	7.75450	7.75455	7.75435	7.75450
2017/01/05 12:00:00	7.75450	7.75463	7.75444	7.75461	7.75434	7.75450	7.75427	7.75450
2017/01/05 11:45:00	7.75444	7.75454	7.75442	7.75450	7.75429	7.75447	7.75429	7.75434
2017/01/05 11:30:00	7.75468	7.75468	7.75433	7.75444	7.75455	7.75455	7.75423	7.75429
2017/01/05 11:15:00	7.75430	7.75468	7.75430	7.75468	7.75414	7.75458	7.75414	7.75455
2017/01/05 11:00:00	7.75411	7.75433	7.75411	7.75430	7.75403	7.75417	7.75398	7.75414
2017/01/05 10:45:00	7.75462	7.75462	7.75411	7.75411	7.75449	7.75449	7.75398	7.75403
2017/01/05 10:30:00	7.75420	7.75468	7.75411	7.75462	7.75405	7.75452	7.75403	7.75449
2017/01/05 10:15:00	7.75419	7.75423	7.75418	7.75420	7.75404	7.75414	7.75404	7.75405
2017/01/05 10:00:00	7.75426	7.75432	7.75418	7.75419	7.75411	7.75416	7.75404	7.75404
2017/01/05 09:45:00	7.75444	7.75448	7.75421	7.75426	7.75429	7.75435	7.75411	7.75411
2017/01/05 09:30:00	7.75428	7.75444	7.75420	7.75444	7.75415	7.75429	7.75404	7.75429
2017/01/05 09:15:00	7.75437	7.75439	7.75427	7.75428	7.75421	7.75423	7.75411	7.75415
2017/01/05 09:00:00	7.75448	7.75448	7.75424	7.75437	7.75432	7.75432	7.75413	7.75421
2017/01/05 08:45:00	7.75455	7.75456	7.75446	7.75448	7.75445	7.75446	7.75430	7.75432
2017/01/05 08:30:00	7.75468	7.75473	7.75455	7.75455	7.75454	7.75457	7.75445	7.75445
2017/01/05 08:15:00	7.75461	7.75472	7.75458	7.75468	7.75453	7.75457	7.75450	7.75454
2017/01/05 08:00:00	7.75458	7.75468	7.75446	7.75461	7.75442	7.75453	7.75430	7.75453
2017/01/05 07:45:00	7.75473	7.75475	7.75449	7.75458	7.75463	7.75467	7.75433	7.75442
2017/01/05 07:30:00	7.75473	7.75479	7.75466	7.75473	7.75457	7.75470	7.75454	7.75463
2017/01/05 07:15:00	7.75474	7.75476	7.75471	7.75473	7.75458	7.75460	7.75455	7.75457
2017/01/05 07:00:00	7.75478	7.75478	7.75474	7.75474	7.75462	7.75463	7.75458	7.75458
2017/01/05 06:45:00	7.75470	7.75478	7.75459	7.75478	7.75454	7.75462	7.75448	7.75462
2017/01/05 06:30:00	7.75451	7.75478	7.75450	7.75470	7.75436	7.75469	7.75434	7.75454
2017/01/05 06:15:00	7.75472	7.75472	7.75450	7.75451	7.75456	7.75458	7.75431	7.75436
2017/01/05 06:00:00	7.75478	7.75482	7.75463	7.75472	7.75469	7.75470	7.75444	7.75456
2017/01/05 05:45:00	7.75449	7.75483	7.75433	7.75478	7.75433	7.75473	7.75430	7.75469
2017/01/05 05:30:00	7.75446	7.75449	7.75441	7.75449	7.75430	7.75433	7.75430	7.75433
2017/01/05 05:15:00	7.75420	7.75448	7.75419	7.75446	7.75404	7.75432	7.75403	7.75430
2017/01/05 05:00:00	7.75438	7.75456	7.75419	7.75420	7.75425	7.75441	7.75403	7.75404
2017/01/05 04:45:00	7.75411	7.75438	7.75404	7.75438	7.75395	7.75425	7.75392	7.75425
2017/01/05 04:30:00	7.75416	7.75436	7.75400	7.75411	7.75400	7.75421	7.75390	7.75395
2017/01/05 04:15:00	7.75402	7.75418	7.75392	7.75416	7.75399	7.75409	7.75393	7.75400
2017/01/05 04:00:00	7.75421	7.75428	7.75402	7.75402	7.75415	7.75419	7.75399	7.75399
2017/01/05 03:45:00	7.75441	7.75443	7.75421	7.75421	7.75431	7.75432	7.75406	7.75415
2017/01/05 03:30:00	7.75418	7.75451	7.75408	7.75441	7.75408	7.75440	7.75395	7.75431
2017/01/05 03:15:00	7.75451	7.75462	7.75401	7.75418	7.75452	7.75452	7.75393	7.75408
2017/01/05 03:00:00	7.75466	7.75470	7.75451	7.75451	7.75455	7.75465	7.75452	7.75452
2017/01/05 02:45:00	7.75468	7.75468	7.75461	7.75466	7.75460	7.75460	7.75453	7.75455
2017/01/05 02:30:00	7.75473	7.75475	7.75461	7.75468	7.75464	7.75466	7.75455	7.75460
2017/01/05 02:15:00	7.75466	7.75473	7.75453	7.75473	7.75455	7.75464	7.75442	7.75464
2017/01/05 02:00:00	7.75437	7.75469	7.75437	7.75466	7.75428	7.75460	7.75428	7.75455
2017/01/05 01:45:00	7.75430	7.75441	7.75427	7.75437	7.75422	7.75429	7.75415	7.75428
2017/01/05 01:30:00	7.75405	7.75438	7.75399	7.75430	7.75398	7.75425	7.75388	7.75422
2017/01/05 01:15:00	7.75425	7.75429	7.75350	7.75405	7.75414	7.75419	7.75343	7.75398
2017/01/05 01:00:00	7.75435	7.75438	7.75421	7.75425	7.75423	7.75425	7.75412	7.75414
2017/01/05 00:45:00	7.75425	7.75436	7.75423	7.75435	7.75414	7.75429	7.75412	7.75423
2017/01/05 00:30:00	7.75424	7.75436	7.75417	7.75425	7.75413	7.75421	7.75403	7.75414
2017/01/05 00:15:00	7.75463	7.75467	7.75410	7.75424	7.75454	7.75459	7.75410	7.75413
2017/01/05 00:00:00	7.75461	7.75475	7.75461	7.75463	7.75463	7.75470	7.75453	7.75454
2017/01/04 23:45:00	7.75475	7.75475	7.75461	7.75461	7.75464	7.75468	7.75462	7.75463
2017/01/04 23:30:00	7.75478	7.75481	7.75471	7.75475	7.75474	7.75476	7.75464	7.75464
2017/01/04 23:15:00	7.75490	7.75491	7.75478	7.75478	7.75483	7.75484	7.75469	7.75474
2017/01/04 23:00:00	7.75491	7.75491	7.75490	7.75490	7.75485	7.75485	7.75480	7.75483
2017/01/04 22:45:00	7.75498	7.75498	7.75491	7.75491	7.75489	7.75489	7.75483	7.75485
2017/01/04 22:30:00	7.75530	7.75531	7.75495	7.75498	7.75520	7.75521	7.75488	7.75489
2017/01/04 22:15:00	7.75521	7.75547	7.75510	7.75530	7.75511	7.75536	7.75501	7.75520
2017/01/04 22:00:00	7.75504	7.75521	7.75479	7.75521	7.75493	7.75511	7.75466	7.75511
2017/01/04 21:45:00	7.75511	7.75515	7.75496	7.75504	7.75504	7.75504	7.75489	7.75493
2017/01/04 21:30:00	7.75527	7.75527	7.75510	7.75511	7.75514	7.75516	7.75497	7.75504
2017/01/04 21:15:00	7.75512	7.75535	7.75512	7.75527	7.75499	7.75525	7.75499	7.75514
2017/01/04 21:00:00	7.75498	7.75522	7.75498	7.75512	7.75489	7.75511	7.75489	7.75499
2017/01/04 20:45:00	7.75550	7.75561	7.75498	7.75498	7.75538	7.75549	7.75489	7.75489
2017/01/04 20:30:00	7.75488	7.75555	7.75488	7.75550	7.75482	7.75544	7.75480	7.75538
2017/01/04 20:15:00	7.75487	7.75496	7.75487	7.75488	7.75472	7.75483	7.75472	7.75482
2017/01/04 20:00:00	7.75484	7.75491	7.75484	7.75487	7.75471	7.75478	7.75471	7.75472
2017/01/04 19:45:00	7.75506	7.75506	7.75455	7.75484	7.75502	7.75502	7.75455	7.75471
2017/01/04 19:30:00	7.75511	7.75511	7.75505	7.75506	7.75503	7.75505	7.75494	7.75502
2017/01/04 19:15:00	7.75521	7.75536	7.75509	7.75511	7.75513	7.75524	7.75503	7.75503
2017/01/04 19:00:00	7.75551	7.75572	7.75521	7.75521	7.75523	7.75557	7.75509	7.75513
2017/01/04 18:45:00	7.75551	7.75572	7.75551	7.75551	7.75523	7.75523	7.75523	7.75523
2017/01/04 18:30:00	7.75551	7.75572	7.75551	7.75551	7.75517	7.75585	7.75517	7.75523
2017/01/04 18:15:00	7.75551	7.75580	7.75551	7.75551	7.75516	7.75517	7.75516	7.75517
2017/01/04 18:00:00	7.75552	7.75552	7.75551	7.75551	7.75518	7.75523	7.75514	7.75516
2017/01/04 17:45:00	7.75552	7.75552	7.75552	7.75552	7.75515	7.75518	7.75515	7.75518
2017/01/04 17:30:00	7.75591	7.75591	7.75552	7.75552	7.75506	7.75515	7.75479	7.75515
2017/01/04 17:15:00	7.75585	7.75591	7.75564	7.75591	7.75495	7.75509	7.75466	7.75506
2017/01/04 17:00:00	7.75544	7.75601	7.75540	7.75585	7.75479	7.75530	7.75479	7.75495
2017/01/04 16:45:00	7.75582	7.75582	7.75544	7.75544	7.75539	7.75539	7.75478	7.75479
2017/01/04 16:30:00	7.75592	7.75610	7.75557	7.75582	7.75568	7.75571	7.75530	7.75539
2017/01/04 16:15:00	7.75566	7.75592	7.75566	7.75592	7.75550	7.75569	7.75546	7.75568
2017/01/04 16:00:00	7.75559	7.75593	7.75550	7.75566	7.75537	7.75575	7.75535	7.75550
2017/01/04 15:45:00	7.75560	7.75560	7.75559	7.75559	7.75538	7.75538	7.75536	7.75537
2017/01/04 15:30:00	7.75573	7.75579	7.75559	7.75560	7.75554	7.75554	7.75537	7.75538
2017/01/04 15:15:00	7.75570	7.75596	7.75568	7.75573	7.75545	7.75573	7.75541	7.75554
2017/01/04 15:00:00	7.75576	7.75578	7.75556	7.75570	7.75544	7.75548	7.75531	7.75545
2017/01/04 14:45:00	7.75518	7.75576	7.75512	7.75576	7.75498	7.75544	7.75488	7.75544
2017/01/04 14:30:00	7.75500	7.75518	7.75500	7.75518	7.75483	7.75498	7.75481	7.75498
2017/01/04 14:15:00	7.75498	7.75502	7.75498	7.75500	7.75483	7.75483	7.75477	7.75483
2017/01/04 14:00:00	7.75512	7.75523	7.75496	7.75498	7.75497	7.75497	7.75479	7.75483
2017/01/04 13:45:00	7.75529	7.75531	7.75503	7.75512	7.75511	7.75513	7.75488	7.75497
2017/01/04 13:30:00	7.75540	7.75540	7.75518	7.75529	7.75529	7.75529	7.75503	7.75511
2017/01/04 13:15:00	7.75523	7.75542	7.75523	7.75540	7.75507	7.75530	7.75507	7.75529
2017/01/04 13:00:00	7.75522	7.75529	7.75521	7.75523	7.75507	7.75519	7.75502	7.75507
2017/01/04 12:45:00	7.75524	7.75524	7.75513	7.75522	7.75507	7.75507	7.75497	7.75507
