日時	"USD/TRY(始値, 買い)"	"USD/TRY(高値, 買い)"	"USD/TRY(安値, 買い)"	"USD/TRY(終値, 買い)"	"USD/TRY(始値, 売り)*"	"USD/TRY(高値, 売り)*"	"USD/TRY(安値, 売り)*"	"USD/TRY(終値, 売り)*"
2016/12/20 09:45:00	3.52057	3.52197	3.51397	3.51760	3.51976	3.52149	3.51325	3.51662
2016/12/20 09:30:00	3.52236	3.52420	3.51965	3.52057	3.52138	3.52359	3.51892	3.51976
2016/12/20 09:15:00	3.52517	3.52541	3.52132	3.52236	3.52463	3.52483	3.52068	3.52138
2016/12/20 09:00:00	3.52461	3.52633	3.52418	3.52517	3.52360	3.52589	3.52359	3.52463
2016/12/20 08:45:00	3.52546	3.53077	3.52401	3.52461	3.52505	3.52714	3.52233	3.52360
2016/12/20 08:30:00	3.52477	3.52981	3.52119	3.52546	3.52314	3.52877	3.52025	3.52505
2016/12/20 08:15:00	3.52172	3.52610	3.52116	3.52477	3.52044	3.52564	3.52025	3.52314
2016/12/20 08:00:00	3.52765	3.53012	3.52172	3.52172	3.52689	3.52954	3.52044	3.52044
2016/12/20 07:45:00	3.52243	3.52990	3.52131	3.52765	3.52100	3.52973	3.52022	3.52689
2016/12/20 07:30:00	3.52070	3.52259	3.51948	3.52243	3.52021	3.52139	3.51899	3.52100
2016/12/20 07:15:00	3.51400	3.52266	3.51309	3.52070	3.51344	3.52140	3.51266	3.52021
2016/12/20 07:00:00	3.52200	3.52203	3.51304	3.51400	3.52139	3.52153	3.51217	3.51344
2016/12/20 06:45:00	3.52344	3.52441	3.52126	3.52200	3.52269	3.52302	3.52044	3.52139
2016/12/20 06:30:00	3.52507	3.52741	3.51783	3.52344	3.52437	3.52672	3.51653	3.52269
2016/12/20 06:15:00	3.53673	3.53822	3.52468	3.52507	3.53601	3.53749	3.52380	3.52437
2016/12/20 06:00:00	3.51341	3.54837	3.51190	3.53673	3.50698	3.54345	3.50588	3.53601
2016/12/20 05:45:00	3.50681	3.51894	3.50654	3.51341	3.50593	3.51807	3.50588	3.50698
2016/12/20 05:30:00	3.50403	3.50698	3.50343	3.50681	3.50356	3.50650	3.50255	3.50593
2016/12/20 05:15:00	3.50566	3.50654	3.50363	3.50403	3.50499	3.50610	3.50285	3.50356
2016/12/20 05:00:00	3.51046	3.51071	3.50540	3.50566	3.51017	3.51017	3.50467	3.50499
2016/12/20 04:45:00	3.50991	3.51092	3.50903	3.51046	3.50964	3.51017	3.50848	3.51017
2016/12/20 04:30:00	3.51129	3.51138	3.50859	3.50991	3.51050	3.51076	3.50775	3.50964
2016/12/20 04:15:00	3.51695	3.51798	3.50520	3.51129	3.51636	3.51739	3.50422	3.51050
2016/12/20 04:00:00	3.52096	3.52120	3.51653	3.51695	3.52040	3.52067	3.51599	3.51636
2016/12/20 03:45:00	3.52098	3.52151	3.52042	3.52096	3.52061	3.52130	3.51978	3.52040
2016/12/20 03:30:00	3.51652	3.52113	3.51627	3.52098	3.51591	3.52061	3.51543	3.52061
2016/12/20 03:15:00	3.51856	3.51871	3.51546	3.51652	3.51802	3.51810	3.51499	3.51591
2016/12/20 03:00:00	3.52167	3.52328	3.51786	3.51856	3.52061	3.52219	3.51677	3.51802
2016/12/20 02:45:00	3.52043	3.52251	3.51969	3.52167	3.51928	3.52178	3.51873	3.52061
2016/12/20 02:30:00	3.51888	3.52406	3.51801	3.52043	3.51849	3.52280	3.51719	3.51928
2016/12/20 02:15:00	3.51950	3.52383	3.51866	3.51888	3.51830	3.52177	3.51736	3.51849
2016/12/20 02:00:00	3.51651	3.52073	3.51631	3.51950	3.51496	3.52004	3.51425	3.51830
2016/12/20 01:45:00	3.51688	3.51814	3.51536	3.51651	3.51554	3.51691	3.51426	3.51496
2016/12/20 01:30:00	3.52266	3.52277	3.51611	3.51688	3.52036	3.52099	3.51497	3.51554
2016/12/20 01:15:00	3.52417	3.52514	3.51970	3.52266	3.52245	3.52404	3.51860	3.52036
2016/12/20 01:00:00	3.52435	3.52722	3.52260	3.52417	3.52141	3.52435	3.52100	3.52245
2016/12/20 00:45:00	3.53177	3.53255	3.52203	3.52435	3.53014	3.53061	3.51976	3.52141
2016/12/20 00:30:00	3.53267	3.53329	3.53107	3.53177	3.53117	3.53281	3.53006	3.53014
2016/12/20 00:15:00	3.53395	3.53399	3.53215	3.53267	3.53245	3.53295	3.53065	3.53117
2016/12/20 00:00:00	3.53456	3.53463	3.53240	3.53395	3.53336	3.53343	3.53132	3.53245
2016/12/19 23:45:00	3.53459	3.53477	3.53438	3.53456	3.53339	3.53357	3.53245	3.53336
2016/12/19 23:30:00	3.53425	3.53468	3.53411	3.53459	3.53303	3.53348	3.53279	3.53339
2016/12/19 23:15:00	3.53456	3.53457	3.53341	3.53425	3.53302	3.53327	3.53166	3.53303
2016/12/19 23:00:00	3.53387	3.53457	3.53359	3.53456	3.53227	3.53308	3.53179	3.53302
2016/12/19 22:45:00	3.53361	3.53395	3.53341	3.53387	3.53225	3.53237	3.53166	3.53227
2016/12/19 22:30:00	3.53443	3.53466	3.53361	3.53361	3.53285	3.53346	3.53225	3.53225
2016/12/19 22:15:00	3.53402	3.53463	3.53355	3.53443	3.53270	3.53343	3.53235	3.53285
2016/12/19 22:00:00	3.53405	3.53456	3.53371	3.53402	3.53238	3.53336	3.53231	3.53270
2016/12/19 21:45:00	3.53390	3.53451	3.53319	3.53405	3.53179	3.53293	3.53157	3.53238
2016/12/19 21:30:00	3.53480	3.53482	3.53150	3.53390	3.53193	3.53227	3.53050	3.53179
2016/12/19 21:15:00	3.53479	3.53481	3.53399	3.53480	3.53186	3.53218	3.53149	3.53193
2016/12/19 21:00:00	3.53453	3.53482	3.53425	3.53479	3.53174	3.53213	3.53154	3.53186
2016/12/19 20:45:00	3.53478	3.53494	3.53407	3.53453	3.53246	3.53270	3.53154	3.53174
2016/12/19 20:30:00	3.53478	3.53495	3.53460	3.53478	3.53263	3.53281	3.53235	3.53246
2016/12/19 20:15:00	3.53481	3.53490	3.53472	3.53478	3.53255	3.53272	3.53227	3.53263
2016/12/19 20:00:00	3.53224	3.53580	3.53200	3.53481	3.53120	3.53466	3.53103	3.53255
2016/12/19 19:45:00	3.53485	3.53513	3.53206	3.53224	3.53267	3.53405	3.53105	3.53120
2016/12/19 19:30:00	3.53267	3.53500	3.53148	3.53485	3.53152	3.53273	3.53038	3.53267
2016/12/19 19:15:00	3.53530	3.53555	3.53260	3.53267	3.53162	3.53177	3.53137	3.53152
2016/12/19 19:00:00	3.53579	3.53579	3.53131	3.53530	3.53168	3.53169	3.53100	3.53162
2016/12/19 18:45:00	3.53629	3.53629	3.53579	3.53579	3.53189	3.53192	3.53159	3.53168
2016/12/19 18:30:00	3.53616	3.53651	3.53616	3.53629	3.53186	3.53191	3.53185	3.53189
2016/12/19 18:15:00	3.53616	3.53617	3.53616	3.53616	3.53154	3.53186	3.53153	3.53186
2016/12/19 18:00:00	3.53654	3.53687	3.53616	3.53616	3.53136	3.53196	3.53136	3.53154
2016/12/19 17:45:00	3.53642	3.53667	3.53576	3.53654	3.53046	3.53147	3.53046	3.53136
2016/12/19 17:30:00	3.53683	3.53705	3.53642	3.53642	3.52200	3.53049	3.52200	3.53046
2016/12/19 17:15:00	3.53683	3.53683	3.53683	3.53683	3.52200	3.52200	3.52198	3.52200
2016/12/19 17:00:00	3.53674	3.53836	3.53202	3.53683	3.52976	3.52976	3.51498	3.52200
2016/12/19 16:45:00	3.53402	3.53681	3.53057	3.53674	3.53097	3.53134	3.52309	3.52976
2016/12/19 16:30:00	3.53246	3.53511	3.53091	3.53402	3.53089	3.53098	3.52305	3.53097
2016/12/19 16:15:00	3.53151	3.53246	3.52958	3.53246	3.52997	3.53117	3.52305	3.53089
2016/12/19 16:00:00	3.53090	3.53241	3.52936	3.53151	3.52618	3.53109	3.52319	3.52997
2016/12/19 15:45:00	3.53202	3.53202	3.53010	3.53090	3.52823	3.52921	3.52505	3.52618
2016/12/19 15:30:00	3.52690	3.53253	3.52575	3.53202	3.52614	3.53120	3.52453	3.52823
2016/12/19 15:15:00	3.52691	3.52751	3.52496	3.52690	3.52420	3.52614	3.52352	3.52614
2016/12/19 15:00:00	3.52978	3.53042	3.52607	3.52691	3.52590	3.52740	3.52420	3.52420
2016/12/19 14:45:00	3.52831	3.53101	3.52437	3.52978	3.52687	3.52965	3.52321	3.52590
2016/12/19 14:30:00	3.52825	3.53202	3.52498	3.52831	3.52715	3.53136	3.52354	3.52687
2016/12/19 14:15:00	3.52761	3.52830	3.52757	3.52825	3.52431	3.52725	3.52431	3.52715
2016/12/19 14:00:00	3.52947	3.53001	3.52509	3.52761	3.52803	3.52803	3.52341	3.52431
2016/12/19 13:45:00	3.52889	3.52997	3.52496	3.52947	3.52745	3.52837	3.52360	3.52803
2016/12/19 13:30:00	3.52669	3.53136	3.52480	3.52889	3.52525	3.53101	3.52347	3.52745
2016/12/19 13:15:00	3.53162	3.53253	3.52525	3.52669	3.53063	3.53142	3.52381	3.52525
2016/12/19 13:00:00	3.53438	3.53438	3.53068	3.53162	3.53294	3.53294	3.52991	3.53063
2016/12/19 12:45:00	3.53075	3.53495	3.53071	3.53438	3.52884	3.53387	3.52884	3.53294
2016/12/19 12:30:00	3.53530	3.53710	3.52497	3.53075	3.53399	3.53621	3.52353	3.52884
2016/12/19 12:15:00	3.53510	3.53555	3.53098	3.53530	3.53287	3.53516	3.52993	3.53399
2016/12/19 12:00:00	3.52917	3.53576	3.52698	3.53510	3.52742	3.53462	3.52301	3.53287
2016/12/19 11:45:00	3.52595	3.53132	3.52176	3.52917	3.52349	3.52944	3.51965	3.52742
2016/12/19 11:30:00	3.52162	3.53136	3.51905	3.52595	3.52025	3.52922	3.51810	3.52349
2016/12/19 11:15:00	3.51690	3.53486	3.51575	3.52162	3.51496	3.53360	3.51401	3.52025
2016/12/19 11:00:00	3.50772	3.52158	3.50386	3.51690	3.50727	3.51966	3.50294	3.51496
2016/12/19 10:45:00	3.50513	3.50912	3.50441	3.50772	3.50415	3.50839	3.50345	3.50727
2016/12/19 10:30:00	3.50929	3.50982	3.50224	3.50513	3.50861	3.50917	3.50113	3.50415
2016/12/19 10:15:00	3.50633	3.50983	3.50601	3.50929	3.50566	3.50893	3.50542	3.50861
2016/12/19 10:00:00	3.50847	3.50877	3.50478	3.50633	3.50794	3.50794	3.50415	3.50566
2016/12/19 09:45:00	3.50474	3.50862	3.50316	3.50847	3.50432	3.50794	3.50282	3.50794
2016/12/19 09:30:00	3.50122	3.50693	3.50085	3.50474	3.50082	3.50635	3.50038	3.50432
2016/12/19 09:15:00	3.50622	3.50684	3.50083	3.50122	3.50575	3.50646	3.50066	3.50082
2016/12/19 09:00:00	3.50480	3.50705	3.50398	3.50622	3.50402	3.50674	3.50332	3.50575
2016/12/19 08:45:00	3.50531	3.50613	3.50320	3.50480	3.50460	3.50546	3.50256	3.50402
2016/12/19 08:30:00	3.50283	3.50588	3.50202	3.50531	3.50225	3.50517	3.50138	3.50460
2016/12/19 08:15:00	3.50489	3.50570	3.50208	3.50283	3.50457	3.50508	3.50135	3.50225
2016/12/19 08:00:00	3.50283	3.50540	3.49911	3.50489	3.50185	3.50498	3.49866	3.50457
2016/12/19 07:45:00	3.49945	3.50355	3.49880	3.50283	3.49926	3.50352	3.49840	3.50185
2016/12/19 07:30:00	3.50623	3.50645	3.49889	3.49945	3.50565	3.50584	3.49892	3.49926
2016/12/19 07:15:00	3.50281	3.50846	3.50276	3.50623	3.50232	3.50791	3.50197	3.50565
2016/12/19 07:00:00	3.50144	3.50370	3.50040	3.50281	3.50106	3.50314	3.50010	3.50232
2016/12/19 06:45:00	3.49546	3.50144	3.49546	3.50144	3.49535	3.50107	3.49528	3.50106
2016/12/19 06:30:00	3.49699	3.49743	3.49499	3.49546	3.49661	3.49712	3.49485	3.49535
2016/12/19 06:15:00	3.49732	3.49998	3.49686	3.49699	3.49701	3.49958	3.49641	3.49661
2016/12/19 06:00:00	3.49730	3.49871	3.49595	3.49732	3.49681	3.49822	3.49581	3.49701
2016/12/19 05:45:00	3.49819	3.49848	3.49629	3.49730	3.49791	3.49811	3.49595	3.49681
2016/12/19 05:30:00	3.49808	3.49981	3.49764	3.49819	3.49757	3.49932	3.49727	3.49791
2016/12/19 05:15:00	3.50124	3.50214	3.49784	3.49808	3.50068	3.50159	3.49750	3.49757
2016/12/19 05:00:00	3.49967	3.50156	3.49917	3.50124	3.49903	3.50098	3.49840	3.50068
2016/12/19 04:45:00	3.50299	3.50602	3.49941	3.49967	3.50241	3.50527	3.49878	3.49903
2016/12/19 04:30:00	3.50661	3.50715	3.50266	3.50299	3.50589	3.50645	3.50214	3.50241
2016/12/19 04:15:00	3.50949	3.50955	3.50586	3.50661	3.50867	3.50869	3.50518	3.50589
2016/12/19 04:00:00	3.50614	3.51196	3.50614	3.50949	3.50583	3.51145	3.50577	3.50867
2016/12/19 03:45:00	3.50430	3.50808	3.50377	3.50614	3.50315	3.50742	3.50295	3.50583
2016/12/19 03:30:00	3.50637	3.50637	3.50310	3.50430	3.50545	3.50556	3.50199	3.50315
2016/12/19 03:15:00	3.49919	3.50695	3.49890	3.50637	3.49805	3.50579	3.49776	3.50545
2016/12/19 03:00:00	3.49562	3.49999	3.49541	3.49919	3.49458	3.49907	3.49449	3.49805
2016/12/19 02:45:00	3.49734	3.49843	3.49554	3.49562	3.49614	3.49765	3.49450	3.49458
2016/12/19 02:30:00	3.49957	3.50021	3.49697	3.49734	3.49679	3.49740	3.49592	3.49614
2016/12/19 02:15:00	3.49514	3.50205	3.49514	3.49957	3.49394	3.50046	3.49348	3.49679
2016/12/19 02:00:00	3.49857	3.49865	3.49254	3.49514	3.49737	3.49745	3.49128	3.49394
2016/12/19 01:45:00	3.49960	3.49960	3.49481	3.49857	3.49758	3.49804	3.49361	3.49737
2016/12/19 01:30:00	3.49286	3.52503	3.49163	3.49960	3.49146	3.51427	3.49043	3.49758
2016/12/19 01:15:00	3.49484	3.49710	3.49137	3.49286	3.49044	3.49412	3.48914	3.49146
2016/12/19 01:00:00	3.49847	3.49856	3.48973	3.49484	3.49696	3.49750	3.48768	3.49044
2016/12/19 00:45:00	3.49945	3.50250	3.49839	3.49847	3.49704	3.50057	3.49646	3.49696
2016/12/19 00:30:00	3.49924	3.49955	3.49711	3.49945	3.49604	3.49704	3.49506	3.49704
2016/12/19 00:15:00	3.49943	3.49944	3.49923	3.49924	3.49511	3.49604	3.49416	3.49604
2016/12/19 00:00:00	3.50366	3.50374	3.49939	3.49943	3.49734	3.49780	3.49445	3.49511
2016/12/18 23:45:00	3.50601	3.50619	3.50357	3.50366	3.49822	3.49855	3.49670	3.49734
2016/12/18 23:30:00	3.50530	3.50691	3.50512	3.50601	3.49680	3.49969	3.49637	3.49822
2016/12/18 23:15:00	3.50600	3.50600	3.50530	3.50530	3.49682	3.49686	3.49676	3.49680
