日時	"GBP/USD(始値, 買い)"	"GBP/USD(高値, 買い)"	"GBP/USD(安値, 買い)"	"GBP/USD(終値, 買い)"	"GBP/USD(始値, 売り)*"	"GBP/USD(高値, 売り)*"	"GBP/USD(安値, 売り)*"	"GBP/USD(終値, 売り)*"
2017/01/05 16:30:00	1.24193	1.24226	1.24193	1.24222	1.24193	1.24214	1.24186	1.24212
2017/01/05 16:15:00	1.24171	1.24193	1.24157	1.24193	1.24162	1.24193	1.24150	1.24193
2017/01/05 16:00:00	1.24164	1.24185	1.24141	1.24171	1.24155	1.24176	1.24136	1.24162
2017/01/05 15:45:00	1.24096	1.24176	1.24096	1.24164	1.24090	1.24168	1.24090	1.24155
2017/01/05 15:30:00	1.24097	1.24118	1.24083	1.24096	1.24088	1.24111	1.24075	1.24090
2017/01/05 15:15:00	1.24097	1.24127	1.24070	1.24097	1.24089	1.24120	1.24063	1.24088
2017/01/05 15:00:00	1.24103	1.24134	1.24073	1.24097	1.24095	1.24124	1.24064	1.24089
2017/01/05 14:45:00	1.24197	1.24197	1.24082	1.24103	1.24189	1.24191	1.24074	1.24095
2017/01/05 14:30:00	1.24224	1.24234	1.24171	1.24197	1.24218	1.24227	1.24165	1.24189
2017/01/05 14:15:00	1.24205	1.24234	1.24150	1.24224	1.24202	1.24226	1.24141	1.24218
2017/01/05 14:00:00	1.24269	1.24270	1.24192	1.24205	1.24264	1.24265	1.24185	1.24202
2017/01/05 13:45:00	1.24246	1.24272	1.24214	1.24269	1.24237	1.24264	1.24206	1.24264
2017/01/05 13:30:00	1.24175	1.24252	1.24147	1.24246	1.24166	1.24246	1.24137	1.24237
2017/01/05 13:15:00	1.24256	1.24257	1.24173	1.24175	1.24248	1.24249	1.24166	1.24166
2017/01/05 13:00:00	1.24187	1.24267	1.24187	1.24256	1.24182	1.24257	1.24178	1.24248
2017/01/05 12:45:00	1.24079	1.24188	1.24072	1.24187	1.24070	1.24182	1.24068	1.24182
2017/01/05 12:30:00	1.24066	1.24082	1.24021	1.24079	1.24058	1.24076	1.24011	1.24070
2017/01/05 12:15:00	1.24200	1.24200	1.24034	1.24066	1.24196	1.24196	1.24024	1.24058
2017/01/05 12:00:00	1.24133	1.24202	1.24056	1.24200	1.24125	1.24198	1.24048	1.24196
2017/01/05 11:45:00	1.24227	1.24229	1.24073	1.24133	1.24221	1.24221	1.24065	1.24125
2017/01/05 11:30:00	1.24200	1.24298	1.24136	1.24227	1.24190	1.24293	1.24129	1.24221
2017/01/05 11:15:00	1.24288	1.24316	1.24121	1.24200	1.24278	1.24307	1.24117	1.24190
2017/01/05 11:00:00	1.24250	1.24334	1.24136	1.24288	1.24242	1.24326	1.24130	1.24278
2017/01/05 10:45:00	1.23784	1.24261	1.23754	1.24250	1.23780	1.24247	1.23755	1.24242
2017/01/05 10:30:00	1.23599	1.23787	1.23504	1.23784	1.23588	1.23784	1.23498	1.23780
2017/01/05 10:15:00	1.23400	1.23683	1.23377	1.23599	1.23393	1.23673	1.23371	1.23588
2017/01/05 10:00:00	1.23245	1.23431	1.23181	1.23400	1.23206	1.23427	1.23175	1.23393
2017/01/05 09:45:00	1.23228	1.23262	1.23150	1.23245	1.23218	1.23253	1.23144	1.23206
2017/01/05 09:30:00	1.23101	1.23228	1.23094	1.23228	1.23093	1.23223	1.23084	1.23218
2017/01/05 09:15:00	1.23154	1.23228	1.23090	1.23101	1.23148	1.23221	1.23084	1.23093
2017/01/05 09:00:00	1.23277	1.23398	1.23127	1.23154	1.23268	1.23389	1.23118	1.23148
2017/01/05 08:45:00	1.23178	1.23289	1.23084	1.23277	1.23172	1.23279	1.23077	1.23268
2017/01/05 08:30:00	1.22909	1.23186	1.22834	1.23178	1.22897	1.23181	1.22825	1.23172
2017/01/05 08:15:00	1.22918	1.23003	1.22774	1.22909	1.22881	1.22986	1.22768	1.22897
2017/01/05 08:00:00	1.22986	1.23018	1.22835	1.22918	1.22977	1.23011	1.22824	1.22881
2017/01/05 07:45:00	1.23056	1.23073	1.22970	1.22986	1.23048	1.23067	1.22967	1.22977
2017/01/05 07:30:00	1.23153	1.23191	1.23026	1.23056	1.23147	1.23183	1.23022	1.23048
2017/01/05 07:15:00	1.23186	1.23246	1.23127	1.23153	1.23176	1.23240	1.23119	1.23147
2017/01/05 07:00:00	1.23036	1.23249	1.23036	1.23186	1.23028	1.23244	1.23028	1.23176
2017/01/05 06:45:00	1.23057	1.23131	1.23024	1.23036	1.23049	1.23127	1.23018	1.23028
2017/01/05 06:30:00	1.23057	1.23108	1.23045	1.23057	1.23050	1.23104	1.23035	1.23049
2017/01/05 06:15:00	1.23091	1.23154	1.23013	1.23057	1.23083	1.23144	1.23004	1.23050
2017/01/05 06:00:00	1.22919	1.23110	1.22911	1.23091	1.22914	1.23104	1.22905	1.23083
2017/01/05 05:45:00	1.23010	1.23059	1.22901	1.22919	1.22999	1.23052	1.22893	1.22914
2017/01/05 05:30:00	1.23067	1.23159	1.22975	1.23010	1.23059	1.23150	1.22973	1.22999
2017/01/05 05:15:00	1.23014	1.23139	1.22927	1.23067	1.23009	1.23129	1.22916	1.23059
2017/01/05 05:00:00	1.23046	1.23046	1.22876	1.23014	1.23037	1.23039	1.22869	1.23009
2017/01/05 04:45:00	1.23108	1.23208	1.23020	1.23046	1.23100	1.23200	1.23011	1.23037
2017/01/05 04:30:00	1.22868	1.23237	1.22868	1.23108	1.22845	1.23229	1.22816	1.23100
2017/01/05 04:15:00	1.22844	1.22930	1.22814	1.22868	1.22836	1.22922	1.22809	1.22845
2017/01/05 04:00:00	1.22763	1.22911	1.22746	1.22844	1.22758	1.22904	1.22741	1.22836
2017/01/05 03:45:00	1.22828	1.22869	1.22708	1.22763	1.22818	1.22860	1.22701	1.22758
2017/01/05 03:30:00	1.22967	1.23027	1.22800	1.22828	1.22960	1.23018	1.22796	1.22818
2017/01/05 03:15:00	1.23042	1.23114	1.22902	1.22967	1.23029	1.23106	1.22896	1.22960
2017/01/05 03:00:00	1.23170	1.23253	1.23030	1.23042	1.23159	1.23247	1.23023	1.23029
2017/01/05 02:45:00	1.23318	1.23350	1.23151	1.23170	1.23311	1.23344	1.23148	1.23159
2017/01/05 02:30:00	1.23469	1.23494	1.23311	1.23318	1.23458	1.23485	1.23300	1.23311
2017/01/05 02:15:00	1.23484	1.23495	1.23430	1.23469	1.23473	1.23485	1.23421	1.23458
2017/01/05 02:00:00	1.23584	1.23616	1.23444	1.23484	1.23568	1.23606	1.23432	1.23473
2017/01/05 01:45:00	1.23575	1.23615	1.23504	1.23584	1.23565	1.23606	1.23492	1.23568
2017/01/05 01:30:00	1.23452	1.23640	1.23447	1.23575	1.23438	1.23627	1.23436	1.23565
2017/01/05 01:15:00	1.23471	1.23546	1.23431	1.23452	1.23457	1.23535	1.23421	1.23438
2017/01/05 01:00:00	1.23384	1.23473	1.23369	1.23471	1.23371	1.23458	1.23358	1.23457
2017/01/05 00:45:00	1.23472	1.23475	1.23380	1.23384	1.23461	1.23461	1.23365	1.23371
2017/01/05 00:30:00	1.23441	1.23486	1.23418	1.23472	1.23430	1.23472	1.23409	1.23461
2017/01/05 00:15:00	1.23392	1.23508	1.23385	1.23441	1.23378	1.23502	1.23373	1.23430
2017/01/05 00:00:00	1.23360	1.23397	1.23321	1.23392	1.23349	1.23389	1.23317	1.23378
2017/01/04 23:45:00	1.23259	1.23366	1.23257	1.23360	1.23250	1.23356	1.23248	1.23349
2017/01/04 23:30:00	1.23288	1.23302	1.23258	1.23259	1.23276	1.23291	1.23249	1.23250
2017/01/04 23:15:00	1.23259	1.23294	1.23247	1.23288	1.23250	1.23284	1.23237	1.23276
2017/01/04 23:00:00	1.23229	1.23273	1.23220	1.23259	1.23219	1.23264	1.23210	1.23250
2017/01/04 22:45:00	1.23292	1.23300	1.23221	1.23229	1.23282	1.23290	1.23208	1.23219
2017/01/04 22:30:00	1.23311	1.23324	1.23266	1.23292	1.23293	1.23311	1.23254	1.23282
2017/01/04 22:15:00	1.23297	1.23325	1.23272	1.23311	1.23282	1.23315	1.23256	1.23293
2017/01/04 22:00:00	1.23197	1.23306	1.23188	1.23297	1.23184	1.23292	1.23174	1.23282
2017/01/04 21:45:00	1.23232	1.23264	1.23183	1.23197	1.23219	1.23249	1.23169	1.23184
2017/01/04 21:30:00	1.23330	1.23335	1.23223	1.23232	1.23318	1.23325	1.23209	1.23219
2017/01/04 21:15:00	1.23304	1.23344	1.23294	1.23330	1.23288	1.23331	1.23284	1.23318
2017/01/04 21:00:00	1.23285	1.23313	1.23235	1.23304	1.23270	1.23300	1.23223	1.23288
2017/01/04 20:45:00	1.23249	1.23317	1.23248	1.23285	1.23232	1.23305	1.23230	1.23270
2017/01/04 20:30:00	1.23267	1.23298	1.23212	1.23249	1.23251	1.23288	1.23196	1.23232
2017/01/04 20:15:00	1.23390	1.23391	1.23255	1.23267	1.23380	1.23382	1.23244	1.23251
2017/01/04 20:00:00	1.23487	1.23488	1.23348	1.23390	1.23474	1.23475	1.23344	1.23380
2017/01/04 19:45:00	1.23490	1.23490	1.23370	1.23487	1.23477	1.23477	1.23357	1.23474
2017/01/04 19:30:00	1.23442	1.23498	1.23372	1.23490	1.23425	1.23486	1.23362	1.23477
2017/01/04 19:15:00	1.23351	1.23496	1.23350	1.23442	1.23340	1.23484	1.23339	1.23425
2017/01/04 19:00:00	1.23262	1.23415	1.23235	1.23351	1.23243	1.23399	1.23217	1.23340
2017/01/04 18:45:00	1.23197	1.23310	1.23169	1.23262	1.23183	1.23294	1.23155	1.23243
2017/01/04 18:30:00	1.23219	1.23241	1.23168	1.23197	1.23207	1.23230	1.23152	1.23183
2017/01/04 18:15:00	1.23209	1.23227	1.23186	1.23219	1.23199	1.23215	1.23177	1.23207
2017/01/04 18:00:00	1.23236	1.23245	1.23194	1.23209	1.23196	1.23213	1.23175	1.23199
2017/01/04 17:45:00	1.23270	1.23283	1.23175	1.23236	1.23211	1.23212	1.23137	1.23196
2017/01/04 17:30:00	1.23239	1.23280	1.23230	1.23270	1.23198	1.23226	1.23170	1.23211
2017/01/04 17:15:00	1.23237	1.23249	1.23214	1.23239	1.23221	1.23228	1.23196	1.23198
2017/01/04 17:00:00	1.23274	1.23280	1.23228	1.23237	1.23269	1.23269	1.23192	1.23221
2017/01/04 16:45:00	1.23229	1.23277	1.23199	1.23274	1.23213	1.23270	1.23190	1.23269
2017/01/04 16:30:00	1.23200	1.23243	1.23190	1.23229	1.23192	1.23229	1.23180	1.23213
2017/01/04 16:15:00	1.23227	1.23230	1.23150	1.23200	1.23222	1.23222	1.23143	1.23192
2017/01/04 16:00:00	1.23257	1.23279	1.23216	1.23227	1.23244	1.23269	1.23210	1.23222
2017/01/04 15:45:00	1.23149	1.23267	1.23133	1.23257	1.23141	1.23254	1.23125	1.23244
2017/01/04 15:30:00	1.23062	1.23163	1.23062	1.23149	1.23054	1.23156	1.23054	1.23141
2017/01/04 15:15:00	1.23121	1.23141	1.23054	1.23062	1.23110	1.23132	1.23046	1.23054
2017/01/04 15:00:00	1.23151	1.23161	1.23077	1.23121	1.23144	1.23151	1.23073	1.23110
2017/01/04 14:45:00	1.23123	1.23163	1.23044	1.23151	1.23115	1.23155	1.23040	1.23144
2017/01/04 14:30:00	1.23098	1.23134	1.23030	1.23123	1.23087	1.23127	1.23020	1.23115
2017/01/04 14:15:00	1.23342	1.23342	1.23068	1.23098	1.23332	1.23332	1.23056	1.23087
2017/01/04 14:00:00	1.23289	1.23541	1.23148	1.23342	1.23257	1.23531	1.23137	1.23332
2017/01/04 13:45:00	1.23156	1.23293	1.23153	1.23289	1.23154	1.23280	1.23150	1.23257
2017/01/04 13:30:00	1.23137	1.23161	1.23127	1.23156	1.23132	1.23155	1.23122	1.23154
2017/01/04 13:15:00	1.23160	1.23162	1.23115	1.23137	1.23154	1.23156	1.23110	1.23132
2017/01/04 13:00:00	1.23171	1.23182	1.23128	1.23160	1.23162	1.23176	1.23119	1.23154
2017/01/04 12:45:00	1.23188	1.23211	1.23138	1.23171	1.23181	1.23204	1.23131	1.23162
2017/01/04 12:30:00	1.23244	1.23291	1.23168	1.23188	1.23234	1.23283	1.23159	1.23181
2017/01/04 12:15:00	1.23194	1.23344	1.23169	1.23244	1.23184	1.23336	1.23160	1.23234
2017/01/04 12:00:00	1.22962	1.23272	1.22962	1.23194	1.22955	1.23262	1.22955	1.23184
2017/01/04 11:45:00	1.23030	1.23037	1.22957	1.22962	1.23022	1.23029	1.22951	1.22955
