日時	"EUR/AUD(始値, 買い)"	"EUR/AUD(高値, 買い)"	"EUR/AUD(安値, 買い)"	"EUR/AUD(終値, 買い)"	"EUR/AUD(始値, 売り)*"	"EUR/AUD(高値, 売り)*"	"EUR/AUD(安値, 売り)*"	"EUR/AUD(終値, 売り)*"
2016/12/29 06:30:00	1.45027	1.45047	1.44916	1.44916	1.45017	1.45039	1.44913	1.44913
2016/12/29 06:15:00	1.45160	1.45200	1.45013	1.45027	1.45149	1.45191	1.45002	1.45017
2016/12/29 06:00:00	1.45160	1.45243	1.45134	1.45160	1.45150	1.45236	1.45124	1.45149
2016/12/29 05:45:00	1.45312	1.45345	1.45156	1.45160	1.45302	1.45335	1.45149	1.45150
2016/12/29 05:30:00	1.45216	1.45318	1.45193	1.45312	1.45215	1.45311	1.45184	1.45302
2016/12/29 05:15:00	1.45186	1.45258	1.45144	1.45216	1.45179	1.45255	1.45136	1.45215
2016/12/29 05:00:00	1.45074	1.45219	1.45060	1.45186	1.45067	1.45212	1.45051	1.45179
2016/12/29 04:45:00	1.45051	1.45199	1.44992	1.45074	1.45044	1.45192	1.44986	1.45067
2016/12/29 04:30:00	1.44954	1.45093	1.44944	1.45051	1.44946	1.45087	1.44935	1.45044
2016/12/29 04:15:00	1.44953	1.45035	1.44913	1.44954	1.44945	1.45025	1.44903	1.44946
2016/12/29 04:00:00	1.44796	1.44997	1.44765	1.44953	1.44787	1.44987	1.44758	1.44945
2016/12/29 03:45:00	1.44810	1.44814	1.44731	1.44796	1.44800	1.44807	1.44724	1.44787
2016/12/29 03:30:00	1.45011	1.45014	1.44764	1.44810	1.45005	1.45005	1.44761	1.44800
2016/12/29 03:15:00	1.45010	1.45048	1.44927	1.45011	1.45001	1.45039	1.44927	1.45005
2016/12/29 03:00:00	1.45094	1.45140	1.44996	1.45010	1.45087	1.45134	1.44987	1.45001
2016/12/29 02:45:00	1.45152	1.45159	1.45058	1.45094	1.45144	1.45150	1.45049	1.45087
2016/12/29 02:30:00	1.45175	1.45190	1.45102	1.45152	1.45168	1.45182	1.45093	1.45144
