日時	"EUR/CZK(始値, 買い)"	"EUR/CZK(高値, 買い)"	"EUR/CZK(安値, 買い)"	"EUR/CZK(終値, 買い)"	"EUR/CZK(始値, 売り)*"	"EUR/CZK(高値, 売り)*"	"EUR/CZK(安値, 売り)*"	"EUR/CZK(終値, 売り)*"
2017/01/09 01:15:00	27.0241	27.0242	27.0239	27.0240	27.0171	27.0172	27.0171	27.0171
2017/01/09 01:00:00	27.0240	27.0242	27.0240	27.0241	27.0171	27.0172	27.0171	27.0171
2017/01/09 00:45:00	27.0242	27.0260	27.0240	27.0240	27.0172	27.0172	27.0171	27.0171
2017/01/09 00:30:00	27.0241	27.0242	27.0240	27.0242	27.0171	27.0172	27.0170	27.0172
2017/01/09 00:15:00	27.0242	27.0243	27.0240	27.0241	27.0172	27.0173	27.0171	27.0171
2017/01/09 00:00:00	27.0241	27.0243	27.0240	27.0242	27.0171	27.0173	27.0171	27.0172
2017/01/08 23:45:00	27.0241	27.0242	27.0240	27.0241	27.0171	27.0172	27.0171	27.0171
2017/01/08 23:15:00	27.0241	27.0242	27.0240	27.0241	27.0171	27.0172	27.0171	27.0171
2017/01/08 23:00:00	27.0241	27.0242	27.0241	27.0241	27.0171	27.0172	27.0171	27.0171
2017/01/08 22:45:00	27.0241	27.0242	27.0239	27.0241	27.0171	27.0172	27.0171	27.0171
