日時	"EUR/TRY(始値, 買い)"	"EUR/TRY(高値, 買い)"	"EUR/TRY(安値, 買い)"	"EUR/TRY(終値, 買い)"	"EUR/TRY(始値, 売り)*"	"EUR/TRY(高値, 売り)*"	"EUR/TRY(安値, 売り)*"	"EUR/TRY(終値, 売り)*"
2016/12/28 20:30:00	3.69608	3.69899	3.69483	3.69888	3.69190	3.69367	3.69070	3.69356
2016/12/28 20:15:00	3.69660	3.69663	3.69371	3.69608	3.69240	3.69240	3.68860	3.69190
2016/12/28 20:00:00	3.69672	3.69811	3.69620	3.69660	3.69000	3.69270	3.68980	3.69240
2016/12/28 19:45:00	3.69368	3.69702	3.69368	3.69672	3.69150	3.69250	3.68970	3.69000
2016/12/28 19:30:00	3.69371	3.69596	3.69345	3.69368	3.69130	3.69220	3.68910	3.69150
2016/12/28 19:15:00	3.69318	3.69869	3.69318	3.69371	3.68990	3.69170	3.68482	3.69130
2016/12/28 19:00:00	3.69190	3.69470	3.69180	3.69318	3.68630	3.69030	3.68610	3.68990
2016/12/28 18:45:00	3.69826	3.69915	3.69180	3.69190	3.68516	3.68830	3.68339	3.68630
2016/12/28 18:30:00	3.69920	3.69997	3.69826	3.69826	3.68743	3.68743	3.68427	3.68516
2016/12/28 18:15:00	3.69817	3.69920	3.69795	3.69920	3.68634	3.68743	3.68629	3.68743
2016/12/28 18:00:00	3.70200	3.70399	3.69817	3.69817	3.68400	3.68674	3.68162	3.68634
2016/12/28 17:45:00	3.70095	3.70200	3.70077	3.70200	3.68401	3.68466	3.68249	3.68400
2016/12/28 17:30:00	3.70103	3.70241	3.70056	3.70095	3.68349	3.68449	3.68228	3.68401
2016/12/28 17:15:00	3.70184	3.70260	3.70010	3.70103	3.68242	3.68408	3.68096	3.68349
2016/12/28 17:00:00	3.69156	3.70184	3.69156	3.70184	3.68162	3.68294	3.68004	3.68242
2016/12/28 16:45:00	3.69253	3.69332	3.69156	3.69156	3.68177	3.68241	3.68041	3.68162
2016/12/28 16:30:00	3.69231	3.69423	3.68730	3.69253	3.68245	3.68245	3.67661	3.68177
2016/12/28 16:15:00	3.69164	3.69314	3.69113	3.69231	3.68171	3.68374	3.68105	3.68245
2016/12/28 16:00:00	3.68756	3.69306	3.68590	3.69164	3.68095	3.68171	3.67835	3.68171
2016/12/28 15:45:00	3.68850	3.68876	3.68700	3.68756	3.68230	3.68270	3.68070	3.68095
2016/12/28 15:30:00	3.68940	3.69023	3.68820	3.68850	3.68280	3.68380	3.68210	3.68230
2016/12/28 15:15:00	3.68950	3.69050	3.68880	3.68940	3.68309	3.68430	3.68234	3.68280
2016/12/28 15:00:00	3.68780	3.69080	3.68650	3.68950	3.68090	3.68427	3.67993	3.68309
2016/12/28 14:45:00	3.69092	3.69156	3.68650	3.68780	3.68066	3.68130	3.67991	3.68090
2016/12/28 14:30:00	3.68850	3.69201	3.68640	3.69092	3.68090	3.68179	3.67766	3.68066
