日時	"EUR/TRY(始値, 買い)"	"EUR/TRY(高値, 買い)"	"EUR/TRY(安値, 買い)"	"EUR/TRY(終値, 買い)"	"EUR/TRY(始値, 売り)*"	"EUR/TRY(高値, 売り)*"	"EUR/TRY(安値, 売り)*"	"EUR/TRY(終値, 売り)*"
2016/12/09 11:45:00	3.67896	3.68086	3.67038	3.67279	3.67649	3.67820	3.66529	3.66850
2016/12/09 11:30:00	3.67662	3.68555	3.67369	3.67896	3.67196	3.67934	3.67091	3.67649
2016/12/09 11:15:00	3.67654	3.67840	3.67539	3.67662	3.67370	3.67621	3.67021	3.67196
2016/12/09 11:00:00	3.67819	3.68276	3.67221	3.67654	3.67610	3.68123	3.66969	3.67370
2016/12/09 10:45:00	3.67970	3.68064	3.67578	3.67819	3.67765	3.67867	3.67388	3.67610
2016/12/09 10:30:00	3.67670	3.68210	3.67365	3.67970	3.67429	3.68034	3.67186	3.67765
2016/12/09 10:15:00	3.67071	3.67770	3.66699	3.67670	3.66725	3.67634	3.66381	3.67429
2016/12/09 10:00:00	3.67204	3.67430	3.66942	3.67071	3.66740	3.67106	3.66668	3.66725
2016/12/09 09:45:00	3.67416	3.67550	3.66840	3.67204	3.67195	3.67222	3.66640	3.66740
2016/12/09 09:30:00	3.67500	3.67914	3.67161	3.67416	3.67293	3.67634	3.66822	3.67195
2016/12/09 09:15:00	3.68090	3.68370	3.67406	3.67500	3.67715	3.68207	3.67254	3.67293
2016/12/09 09:00:00	3.67816	3.68250	3.67459	3.68090	3.67393	3.68076	3.67267	3.67715
2016/12/09 08:45:00	3.66775	3.67869	3.66573	3.67816	3.66410	3.67456	3.66370	3.67393
2016/12/09 08:30:00	3.67485	3.67499	3.66390	3.66775	3.67026	3.67213	3.66214	3.66410
2016/12/09 08:15:00	3.67255	3.67561	3.66700	3.67485	3.67040	3.67324	3.66530	3.67026
2016/12/09 08:00:00	3.67200	3.67740	3.67010	3.67255	3.66999	3.67553	3.66790	3.67040
2016/12/09 07:45:00	3.66943	3.67340	3.66748	3.67200	3.66800	3.67122	3.66575	3.66999
2016/12/09 07:30:00	3.66977	3.68200	3.66858	3.66943	3.66760	3.67925	3.66707	3.66800
2016/12/09 07:15:00	3.67107	3.67800	3.66887	3.66977	3.66761	3.67645	3.66608	3.66760
2016/12/09 07:00:00	3.66969	3.67620	3.66860	3.67107	3.66833	3.67361	3.66650	3.66761
2016/12/09 06:45:00	3.66898	3.67079	3.66479	3.66969	3.66584	3.66901	3.66310	3.66833
2016/12/09 06:30:00	3.67320	3.67480	3.66640	3.66898	3.67139	3.67312	3.66440	3.66584
2016/12/09 06:15:00	3.67160	3.67912	3.67108	3.67320	3.66980	3.67597	3.66936	3.67139
2016/12/09 06:00:00	3.68515	3.68600	3.67021	3.67160	3.68247	3.68271	3.66825	3.66980
2016/12/09 05:45:00	3.69073	3.69263	3.67987	3.68515	3.68810	3.68810	3.67495	3.68247
2016/12/09 05:30:00	3.69620	3.69700	3.68980	3.69073	3.69342	3.69472	3.68740	3.68810
2016/12/09 05:15:00	3.69585	3.69930	3.69140	3.69620	3.69182	3.69760	3.68825	3.69342
2016/12/09 05:00:00	3.68381	3.69700	3.68260	3.69585	3.67950	3.69457	3.67920	3.69182
2016/12/09 04:45:00	3.67880	3.68750	3.67870	3.68381	3.67606	3.68242	3.67581	3.67950
2016/12/09 04:30:00	3.67765	3.67880	3.67120	3.67880	3.66850	3.67606	3.66813	3.67606
2016/12/09 04:15:00	3.67949	3.68050	3.66820	3.67765	3.67740	3.67770	3.66650	3.66850
2016/12/09 04:00:00	3.68279	3.68720	3.67920	3.67949	3.67890	3.68449	3.67710	3.67740
2016/12/09 03:45:00	3.68700	3.68950	3.67775	3.68279	3.68391	3.68428	3.67520	3.67890
2016/12/09 03:30:00	3.67840	3.69540	3.67486	3.68700	3.67665	3.69403	3.67204	3.68391
2016/12/09 03:15:00	3.67206	3.67852	3.66854	3.67840	3.67016	3.67678	3.66630	3.67665
2016/12/09 03:00:00	3.66580	3.68090	3.66580	3.67206	3.66336	3.67838	3.66330	3.67016
2016/12/09 02:45:00	3.66551	3.66990	3.65914	3.66580	3.66268	3.66814	3.65809	3.66336
2016/12/09 02:30:00	3.64541	3.67778	3.64337	3.66551	3.64354	3.67261	3.64114	3.66268
2016/12/09 02:15:00	3.65780	3.65780	3.63745	3.64541	3.65472	3.65499	3.63590	3.64354
2016/12/09 02:00:00	3.65187	3.66013	3.65070	3.65780	3.64691	3.65798	3.64675	3.65472
2016/12/09 01:45:00	3.64976	3.65220	3.64667	3.65187	3.64685	3.64940	3.64420	3.64691
2016/12/09 01:30:00	3.65224	3.65380	3.64596	3.64976	3.65030	3.65128	3.64467	3.64685
2016/12/09 01:15:00	3.66110	3.66120	3.64800	3.65224	3.65810	3.65810	3.64473	3.65030
2016/12/09 01:00:00	3.66155	3.66515	3.65825	3.66110	3.65807	3.65862	3.65207	3.65810
2016/12/09 00:45:00	3.66371	3.66599	3.65963	3.66155	3.66022	3.66251	3.65614	3.65807
2016/12/09 00:30:00	3.66479	3.66558	3.66371	3.66371	3.66240	3.66320	3.66022	3.66022
2016/12/09 00:15:00	3.66340	3.66480	3.66319	3.66479	3.66130	3.66250	3.66120	3.66240
2016/12/09 00:00:00	3.66310	3.66350	3.66220	3.66340	3.66070	3.66130	3.65990	3.66130
2016/12/08 23:45:00	3.66580	3.66812	3.66140	3.66310	3.66123	3.66344	3.65869	3.66070
2016/12/08 23:30:00	3.66312	3.66730	3.66306	3.66580	3.66010	3.66380	3.65962	3.66123
2016/12/08 23:15:00	3.66946	3.66946	3.66295	3.66312	3.66598	3.66598	3.65957	3.66010
2016/12/08 23:00:00	3.66893	3.66972	3.66879	3.66946	3.66545	3.66624	3.66531	3.66598
2016/12/08 22:45:00	3.66730	3.67018	3.66730	3.66893	3.66383	3.66670	3.66383	3.66545
2016/12/08 22:30:00	3.66780	3.66920	3.66719	3.66730	3.66618	3.66698	3.66371	3.66383
2016/12/08 22:15:00	3.66823	3.66870	3.66708	3.66780	3.66655	3.66674	3.66517	3.66618
2016/12/08 22:00:00	3.66840	3.66926	3.66751	3.66823	3.66640	3.66730	3.66567	3.66655
2016/12/08 21:45:00	3.66940	3.66990	3.66820	3.66840	3.66738	3.66770	3.66575	3.66640
2016/12/08 21:30:00	3.66750	3.66970	3.66720	3.66940	3.66550	3.66789	3.66520	3.66738
2016/12/08 21:15:00	3.66700	3.66770	3.66490	3.66750	3.66510	3.66550	3.66300	3.66550
2016/12/08 21:00:00	3.66520	3.66710	3.66470	3.66700	3.66300	3.66520	3.66270	3.66510
2016/12/08 20:45:00	3.66920	3.67110	3.66520	3.66520	3.66587	3.66823	3.66260	3.66300
2016/12/08 20:30:00	3.67151	3.67178	3.66880	3.66920	3.66762	3.66815	3.66539	3.66587
2016/12/08 20:15:00	3.66695	3.67237	3.66695	3.67151	3.66370	3.66890	3.66360	3.66762
2016/12/08 20:00:00	3.66720	3.66798	3.66678	3.66695	3.66370	3.66500	3.66327	3.66370
2016/12/08 19:45:00	3.66678	3.66847	3.66658	3.66720	3.66262	3.66431	3.66233	3.66370
2016/12/08 19:30:00	3.66577	3.66767	3.66577	3.66678	3.66164	3.66342	3.66153	3.66262
2016/12/08 19:15:00	3.66742	3.66765	3.66556	3.66577	3.66319	3.66343	3.66140	3.66164
2016/12/08 19:00:00	3.66983	3.66983	3.66632	3.66742	3.66536	3.66537	3.66282	3.66319
2016/12/08 18:45:00	3.66737	3.66983	3.66598	3.66983	3.66390	3.66564	3.66240	3.66536
2016/12/08 18:30:00	3.66681	3.66765	3.66608	3.66737	3.66330	3.66420	3.66244	3.66390
2016/12/08 18:15:00	3.66290	3.66814	3.66204	3.66681	3.66129	3.66463	3.65985	3.66330
2016/12/08 18:00:00	3.65690	3.66377	3.65621	3.66290	3.64598	3.66129	3.64598	3.66129
2016/12/08 17:45:00	3.65619	3.65717	3.65516	3.65690	3.64460	3.64598	3.64357	3.64598
2016/12/08 17:30:00	3.65767	3.65783	3.65612	3.65619	3.64596	3.64637	3.64453	3.64460
2016/12/08 17:15:00	3.65535	3.65767	3.65535	3.65767	3.64458	3.64596	3.64436	3.64596
2016/12/08 17:00:00	3.65950	3.65950	3.65519	3.65535	3.65380	3.65430	3.64360	3.64458
2016/12/08 16:45:00	3.65740	3.65950	3.65710	3.65950	3.65460	3.65590	3.65380	3.65380
2016/12/08 16:30:00	3.65833	3.65990	3.65730	3.65740	3.65450	3.65590	3.65440	3.65460
2016/12/08 16:15:00	3.65815	3.65905	3.65758	3.65833	3.65440	3.65530	3.65400	3.65450
2016/12/08 16:00:00	3.65947	3.65985	3.65771	3.65815	3.65534	3.65572	3.65430	3.65440
2016/12/08 15:45:00	3.66045	3.66045	3.65833	3.65947	3.65670	3.65690	3.65440	3.65534
2016/12/08 15:30:00	3.65820	3.66153	3.65730	3.66045	3.65550	3.65690	3.65430	3.65670
2016/12/08 15:15:00	3.66355	3.66355	3.65761	3.65820	3.65930	3.65950	3.65480	3.65550
2016/12/08 15:00:00	3.65800	3.66610	3.65780	3.66355	3.65507	3.66181	3.65464	3.65930
2016/12/08 14:45:00	3.65566	3.65950	3.65565	3.65800	3.65460	3.65643	3.65450	3.65507
2016/12/08 14:30:00	3.65419	3.65617	3.65324	3.65566	3.65300	3.65500	3.65180	3.65460
2016/12/08 14:15:00	3.65056	3.65620	3.65051	3.65419	3.65020	3.65500	3.64990	3.65300
2016/12/08 14:00:00	3.65476	3.65510	3.65038	3.65056	3.65230	3.65300	3.65000	3.65020
2016/12/08 13:45:00	3.66020	3.66090	3.65330	3.65476	3.65788	3.65820	3.65080	3.65230
2016/12/08 13:30:00	3.65989	3.66140	3.65980	3.66020	3.65517	3.65876	3.65517	3.65788
2016/12/08 13:15:00	3.66059	3.66257	3.65986	3.65989	3.65620	3.65790	3.65517	3.65517
2016/12/08 13:00:00	3.66289	3.67040	3.66059	3.66059	3.65484	3.66163	3.65218	3.65620
2016/12/08 12:45:00	3.66595	3.66961	3.66227	3.66289	3.66150	3.66230	3.65458	3.65484
2016/12/08 12:30:00	3.67069	3.67153	3.66080	3.66595	3.66282	3.66473	3.65878	3.66150
2016/12/08 12:15:00	3.66288	3.67373	3.66171	3.67069	3.65764	3.66666	3.65631	3.66282
2016/12/08 12:00:00	3.66236	3.66452	3.66052	3.66288	3.65960	3.66033	3.65697	3.65764
2016/12/08 11:45:00	3.67622	3.67743	3.66049	3.66236	3.67120	3.67188	3.65780	3.65960
2016/12/08 11:30:00	3.67309	3.67986	3.67040	3.67622	3.67035	3.67537	3.66071	3.67120
2016/12/08 11:15:00	3.67473	3.68274	3.67020	3.67309	3.67005	3.67678	3.66686	3.67035
2016/12/08 11:00:00	3.66925	3.68020	3.66180	3.67473	3.66722	3.67295	3.66031	3.67005
2016/12/08 10:45:00	3.67148	3.67580	3.66679	3.66925	3.66515	3.67227	3.66284	3.66722
2016/12/08 10:30:00	3.65810	3.67688	3.65737	3.67148	3.65372	3.67010	3.65320	3.66515
2016/12/08 10:15:00	3.68579	3.68722	3.65543	3.65810	3.68120	3.68397	3.65140	3.65372
2016/12/08 10:00:00	3.68806	3.68834	3.67660	3.68579	3.68166	3.68514	3.67440	3.68120
2016/12/08 09:45:00	3.69640	3.70001	3.68469	3.68806	3.69369	3.69676	3.67803	3.68166
2016/12/08 09:30:00	3.70310	3.70621	3.68761	3.69640	3.69769	3.70355	3.68365	3.69369
2016/12/08 09:15:00	3.68860	3.70938	3.67517	3.70310	3.68269	3.70318	3.67056	3.69769
2016/12/08 09:00:00	3.65694	3.69198	3.65662	3.68860	3.65166	3.68812	3.65132	3.68269
2016/12/08 08:45:00	3.67950	3.73739	3.65579	3.65694	3.67450	3.72871	3.64984	3.65166
2016/12/08 08:30:00	3.66960	3.70314	3.64647	3.67950	3.66340	3.69352	3.64318	3.67450
2016/12/08 08:15:00	3.67107	3.67180	3.66430	3.66960	3.66844	3.66999	3.66256	3.66340
2016/12/08 08:00:00	3.67128	3.67578	3.66437	3.67107	3.66920	3.67405	3.66250	3.66844
2016/12/08 07:45:00	3.67720	3.70510	3.66896	3.67128	3.67260	3.70254	3.66730	3.66920
2016/12/08 07:30:00	3.67377	3.67780	3.67063	3.67720	3.66987	3.67558	3.66821	3.67260
2016/12/08 07:15:00	3.67190	3.67612	3.66720	3.67377	3.67090	3.67352	3.66542	3.66987
2016/12/08 07:00:00	3.66869	3.67400	3.66243	3.67190	3.66691	3.67306	3.65955	3.67090
2016/12/08 06:45:00	3.65300	3.67423	3.65300	3.66869	3.65143	3.67281	3.65110	3.66691
2016/12/08 06:30:00	3.64589	3.65529	3.64460	3.65300	3.64464	3.65473	3.64370	3.65143
2016/12/08 06:15:00	3.63830	3.64590	3.63760	3.64589	3.63724	3.64481	3.63600	3.64464
2016/12/08 06:00:00	3.63260	3.63840	3.63175	3.63830	3.63076	3.63741	3.62854	3.63724
2016/12/08 05:45:00	3.63270	3.63460	3.62840	3.63260	3.63074	3.63360	3.62640	3.63076
2016/12/08 05:30:00	3.62747	3.63470	3.62729	3.63270	3.62589	3.63363	3.62560	3.63074
2016/12/08 05:15:00	3.63410	3.63410	3.62700	3.62747	3.63252	3.63252	3.62560	3.62589
2016/12/08 05:00:00	3.62887	3.63605	3.62413	3.63410	3.62714	3.63440	3.62280	3.63252
2016/12/08 04:45:00	3.62270	3.63000	3.62050	3.62887	3.62128	3.62865	3.61930	3.62714
2016/12/08 04:30:00	3.61289	3.62335	3.61199	3.62270	3.61122	3.62180	3.60990	3.62128
2016/12/08 04:15:00	3.62580	3.62618	3.61000	3.61289	3.62450	3.62470	3.60900	3.61122
2016/12/08 04:00:00	3.62688	3.62818	3.62379	3.62580	3.62540	3.62689	3.62270	3.62450
2016/12/08 03:45:00	3.62393	3.63390	3.62170	3.62688	3.62260	3.63229	3.62069	3.62540
2016/12/08 03:30:00	3.62823	3.63130	3.62300	3.62393	3.62640	3.63001	3.62150	3.62260
2016/12/08 03:15:00	3.62220	3.63090	3.61546	3.62823	3.62118	3.62828	3.61472	3.62640
2016/12/08 03:00:00	3.63080	3.63190	3.62101	3.62220	3.62970	3.63056	3.62074	3.62118
2016/12/08 02:45:00	3.63467	3.63695	3.63060	3.63080	3.63370	3.63560	3.62970	3.62970
2016/12/08 02:30:00	3.63733	3.63733	3.63369	3.63467	3.63530	3.63620	3.63263	3.63370
2016/12/08 02:15:00	3.63958	3.64057	3.63511	3.63733	3.63850	3.63887	3.63360	3.63530
2016/12/08 02:00:00	3.63886	3.64450	3.63781	3.63958	3.63730	3.64279	3.63630	3.63850
2016/12/08 01:45:00	3.64226	3.64325	3.63782	3.63886	3.64090	3.64190	3.63640	3.63730
2016/12/08 01:30:00	3.64770	3.65004	3.64154	3.64226	3.64590	3.64850	3.64020	3.64090
2016/12/08 01:15:00	3.64530	3.64913	3.64520	3.64770	3.64360	3.64670	3.64340	3.64590
2016/12/08 01:00:00	3.64657	3.64762	3.64403	3.64530	3.64284	3.64470	3.64180	3.64360
2016/12/08 00:45:00	3.64491	3.64854	3.64298	3.64657	3.64118	3.64613	3.63965	3.64284
2016/12/08 00:30:00	3.64540	3.64623	3.64320	3.64491	3.64380	3.64410	3.64000	3.64118
2016/12/08 00:15:00	3.64889	3.64889	3.64233	3.64540	3.64516	3.64516	3.63958	3.64380
2016/12/08 00:00:00	3.64850	3.65086	3.64640	3.64889	3.64580	3.64780	3.64449	3.64516
2016/12/07 23:45:00	3.64950	3.64960	3.64830	3.64850	3.64680	3.64700	3.64560	3.64580
2016/12/07 23:30:00	3.64870	3.65050	3.64750	3.64950	3.64610	3.64720	3.64460	3.64680
2016/12/07 23:15:00	3.64944	3.65040	3.64779	3.64870	3.64800	3.64870	3.64610	3.64610
2016/12/07 23:00:00	3.65040	3.65120	3.64912	3.64944	3.64890	3.64920	3.64780	3.64800
2016/12/07 22:45:00	3.65260	3.65403	3.65033	3.65040	3.64960	3.65150	3.64860	3.64890
2016/12/07 22:30:00	3.65201	3.65390	3.65130	3.65260	3.65040	3.65200	3.64850	3.64960
2016/12/07 22:15:00	3.65340	3.65419	3.65192	3.65201	3.65180	3.65180	3.65030	3.65040
2016/12/07 22:00:00	3.65681	3.66024	3.65260	3.65340	3.65180	3.65500	3.64956	3.65180
2016/12/07 21:45:00	3.65459	3.65844	3.65432	3.65681	3.64980	3.65290	3.64980	3.65180
2016/12/07 21:30:00	3.65466	3.65619	3.65382	3.65459	3.64990	3.65060	3.64930	3.64980
2016/12/07 21:15:00	3.65465	3.65631	3.65370	3.65466	3.65060	3.65130	3.64960	3.64990
2016/12/07 21:00:00	3.65451	3.65656	3.65421	3.65465	3.65078	3.65283	3.65030	3.65060
2016/12/07 20:45:00	3.65333	3.65456	3.65333	3.65451	3.64961	3.65084	3.64961	3.65078
2016/12/07 20:30:00	3.65418	3.65771	3.65298	3.65333	3.64493	3.65038	3.64346	3.64961
2016/12/07 20:15:00	3.65645	3.65665	3.65233	3.65418	3.64622	3.64861	3.64430	3.64493
2016/12/07 20:00:00	3.65346	3.65645	3.65313	3.65645	3.64324	3.64622	3.64324	3.64622
2016/12/07 19:45:00	3.65510	3.65510	3.65188	3.65346	3.64487	3.64529	3.64300	3.64324
2016/12/07 19:30:00	3.65739	3.65739	3.65492	3.65510	3.64485	3.64592	3.64348	3.64487
2016/12/07 19:15:00	3.65647	3.65740	3.65637	3.65739	3.64424	3.64514	3.64420	3.64485
2016/12/07 19:00:00	3.65558	3.65858	3.65514	3.65647	3.64329	3.64644	3.64286	3.64424
2016/12/07 18:45:00	3.65358	3.65568	3.65355	3.65558	3.64130	3.64339	3.64127	3.64329
2016/12/07 18:30:00	3.65482	3.65495	3.65328	3.65358	3.64253	3.64267	3.64100	3.64130
2016/12/07 18:15:00	3.65538	3.65552	3.65475	3.65482	3.64342	3.64342	3.64247	3.64253
2016/12/07 18:00:00	3.65609	3.65624	3.65416	3.65538	3.64081	3.64385	3.64069	3.64342
2016/12/07 17:45:00	3.65510	3.65609	3.65510	3.65609	3.63983	3.64081	3.63983	3.64081
2016/12/07 17:30:00	3.65555	3.65555	3.65510	3.65510	3.64104	3.64125	3.63983	3.63983
2016/12/07 17:15:00	3.65500	3.65644	3.65467	3.65555	3.64072	3.64179	3.63940	3.64104
2016/12/07 17:00:00	3.65293	3.65577	3.65293	3.65500	3.63977	3.64072	3.63928	3.64072
2016/12/07 16:45:00	3.65047	3.65293	3.64810	3.65293	3.63978	3.63978	3.63948	3.63977
2016/12/07 16:30:00	3.65286	3.65286	3.64923	3.65047	3.64230	3.64230	3.63948	3.63978
2016/12/07 16:15:00	3.64426	3.65331	3.64359	3.65286	3.64108	3.64464	3.64041	3.64230
2016/12/07 16:00:00	3.65030	3.65479	3.64420	3.64426	3.64741	3.64778	3.64067	3.64108
2016/12/07 15:45:00	3.65200	3.65250	3.64980	3.65030	3.64917	3.65099	3.64701	3.64741
2016/12/07 15:30:00	3.65360	3.65380	3.65035	3.65200	3.64851	3.64917	3.64820	3.64917
2016/12/07 15:15:00	3.65250	3.65440	3.65210	3.65360	3.64700	3.64930	3.64690	3.64851
2016/12/07 15:00:00	3.65010	3.65250	3.64850	3.65250	3.64882	3.65008	3.64670	3.64700
2016/12/07 14:45:00	3.65255	3.65412	3.64880	3.65010	3.65103	3.65202	3.64620	3.64882
2016/12/07 14:30:00	3.65366	3.65369	3.64971	3.65255	3.65102	3.65117	3.64810	3.65103
2016/12/07 14:15:00	3.65440	3.65520	3.64646	3.65366	3.64951	3.65121	3.64400	3.65102
2016/12/07 14:00:00	3.64859	3.65608	3.64859	3.65440	3.64690	3.65231	3.64590	3.64951
2016/12/07 13:45:00	3.65542	3.65542	3.64668	3.64859	3.65330	3.65340	3.64500	3.64690
2016/12/07 13:30:00	3.65690	3.65839	3.65510	3.65542	3.65520	3.65740	3.65280	3.65330
2016/12/07 13:15:00	3.65270	3.65700	3.65244	3.65690	3.65154	3.65525	3.65117	3.65520
2016/12/07 13:00:00	3.64840	3.65366	3.64820	3.65270	3.64709	3.65175	3.64705	3.65154
2016/12/07 12:45:00	3.64966	3.65100	3.64728	3.64840	3.64600	3.64773	3.64370	3.64709
2016/12/07 12:30:00	3.65204	3.65229	3.64915	3.64966	3.65040	3.65040	3.64560	3.64600
2016/12/07 12:15:00	3.65040	3.65470	3.64999	3.65204	3.64901	3.65162	3.64793	3.65040
2016/12/07 12:00:00	3.64758	3.65160	3.64758	3.65040	3.64637	3.64970	3.64637	3.64901
2016/12/07 11:45:00	3.65760	3.65810	3.64666	3.64758	3.65590	3.65642	3.64442	3.64637
2016/12/07 11:30:00	3.65740	3.65890	3.65124	3.65760	3.65315	3.65792	3.64870	3.65590
2016/12/07 11:15:00	3.65095	3.65850	3.64337	3.65740	3.64920	3.65698	3.64110	3.65315
2016/12/07 11:00:00	3.64838	3.65130	3.63968	3.65095	3.64730	3.64979	3.63860	3.64920
2016/12/07 10:45:00	3.64912	3.65031	3.64684	3.64838	3.64810	3.64920	3.64540	3.64730
2016/12/07 10:30:00	3.64886	3.65359	3.64750	3.64912	3.64775	3.65241	3.64630	3.64810
2016/12/07 10:15:00	3.64697	3.65100	3.64519	3.64886	3.64588	3.65020	3.64470	3.64775
2016/12/07 10:00:00	3.65320	3.65431	3.64591	3.64697	3.65220	3.65325	3.64508	3.64588
2016/12/07 09:45:00	3.65445	3.65730	3.65050	3.65320	3.65340	3.65609	3.64939	3.65220
2016/12/07 09:30:00	3.65820	3.66000	3.65445	3.65445	3.65721	3.65879	3.65340	3.65340
2016/12/07 09:15:00	3.65930	3.66347	3.65690	3.65820	3.65842	3.66179	3.65624	3.65721
2016/12/07 09:00:00	3.66754	3.66760	3.65736	3.65930	3.66655	3.66656	3.65640	3.65842
2016/12/07 08:45:00	3.67069	3.67159	3.66402	3.66754	3.66958	3.67068	3.66320	3.66655
2016/12/07 08:30:00	3.66690	3.67095	3.66372	3.67069	3.66527	3.67008	3.66140	3.66958
2016/12/07 08:15:00	3.66980	3.67380	3.66629	3.66690	3.66865	3.67204	3.66508	3.66527
2016/12/07 08:00:00	3.66786	3.67100	3.66379	3.66980	3.66590	3.67021	3.66270	3.66865
2016/12/07 07:45:00	3.66342	3.66910	3.66317	3.66786	3.66221	3.66783	3.66196	3.66590
2016/12/07 07:30:00	3.66475	3.66582	3.65640	3.66342	3.66372	3.66461	3.65560	3.66221
2016/12/07 07:15:00	3.67256	3.67430	3.66430	3.66475	3.67149	3.67265	3.66327	3.66372
2016/12/07 07:00:00	3.67305	3.67323	3.66957	3.67256	3.67160	3.67194	3.66800	3.67149
2016/12/07 06:45:00	3.67201	3.67481	3.66955	3.67305	3.67075	3.67350	3.66846	3.67160
2016/12/07 06:30:00	3.66582	3.67201	3.66538	3.67201	3.66548	3.67076	3.66450	3.67075
2016/12/07 06:15:00	3.66929	3.66953	3.66582	3.66582	3.66810	3.66830	3.66542	3.66548
2016/12/07 06:00:00	3.67433	3.67550	3.66880	3.66929	3.67290	3.67374	3.66770	3.66810
2016/12/07 05:45:00	3.67775	3.68260	3.67080	3.67433	3.67658	3.68025	3.66940	3.67290
2016/12/07 05:30:00	3.67619	3.67980	3.67130	3.67775	3.67557	3.67883	3.67030	3.67658
2016/12/07 05:15:00	3.67738	3.67967	3.67595	3.67619	3.67570	3.67856	3.67514	3.67557
2016/12/07 05:00:00	3.67256	3.67880	3.67031	3.67738	3.67090	3.67758	3.66815	3.67570
2016/12/07 04:45:00	3.68020	3.68050	3.66925	3.67256	3.67821	3.67862	3.66810	3.67090
2016/12/07 04:30:00	3.67590	3.68220	3.67480	3.68020	3.67440	3.68107	3.67372	3.67821
2016/12/07 04:15:00	3.66853	3.67640	3.66853	3.67590	3.66751	3.67520	3.66751	3.67440
2016/12/07 04:00:00	3.67632	3.67834	3.66485	3.66853	3.67526	3.67704	3.66400	3.66751
2016/12/07 03:45:00	3.68790	3.68893	3.67632	3.67632	3.68661	3.68737	3.67526	3.67526
2016/12/07 03:30:00	3.70021	3.70021	3.68790	3.68790	3.69892	3.69892	3.68611	3.68661
2016/12/07 03:15:00	3.69928	3.70470	3.69641	3.70021	3.69840	3.70366	3.69560	3.69892
2016/12/07 03:00:00	3.69699	3.69978	3.69635	3.69928	3.69612	3.69866	3.69519	3.69840
2016/12/07 02:45:00	3.69830	3.70040	3.69537	3.69699	3.69740	3.69940	3.69452	3.69612
2016/12/07 02:30:00	3.70729	3.70857	3.69453	3.69830	3.70602	3.70730	3.69350	3.69740
2016/12/07 02:15:00	3.70472	3.70796	3.70217	3.70729	3.70380	3.70680	3.70030	3.70602
2016/12/07 02:00:00	3.70330	3.70713	3.70182	3.70472	3.70150	3.70531	3.70038	3.70380
2016/12/07 01:45:00	3.70580	3.70620	3.69900	3.70330	3.70409	3.70487	3.69727	3.70150
2016/12/07 01:30:00	3.70230	3.70580	3.70105	3.70580	3.70000	3.70409	3.69922	3.70409
2016/12/07 01:15:00	3.69946	3.70280	3.69880	3.70230	3.69670	3.70080	3.69670	3.70000
2016/12/07 01:00:00	3.70070	3.70160	3.69740	3.69946	3.69850	3.69965	3.69531	3.69670
2016/12/07 00:45:00	3.70080	3.70202	3.70020	3.70070	3.69910	3.70030	3.69810	3.69850
2016/12/07 00:30:00	3.70150	3.70190	3.70069	3.70080	3.69990	3.70020	3.69890	3.69910
2016/12/07 00:15:00	3.69980	3.70170	3.69950	3.70150	3.69738	3.70010	3.69690	3.69990
2016/12/07 00:00:00	3.70120	3.70200	3.69930	3.69980	3.69840	3.69900	3.69710	3.69738
2016/12/06 23:45:00	3.70200	3.70220	3.70100	3.70120	3.70010	3.70030	3.69840	3.69840
2016/12/06 23:30:00	3.70163	3.70240	3.70137	3.70200	3.69970	3.70040	3.69950	3.70010
2016/12/06 23:15:00	3.70040	3.70170	3.70040	3.70163	3.69871	3.69980	3.69860	3.69970
2016/12/06 23:00:00	3.70080	3.70080	3.69950	3.70040	3.69920	3.69920	3.69780	3.69871
2016/12/06 22:45:00	3.70050	3.70100	3.70030	3.70080	3.69896	3.69926	3.69869	3.69920
2016/12/06 22:30:00	3.69990	3.70070	3.69930	3.70050	3.69775	3.69896	3.69720	3.69896
2016/12/06 22:15:00	3.70070	3.70100	3.69990	3.69990	3.69827	3.69853	3.69772	3.69775
2016/12/06 22:00:00	3.70000	3.70161	3.69970	3.70070	3.69716	3.69836	3.69700	3.69827
2016/12/06 21:45:00	3.69872	3.70104	3.69833	3.70000	3.69489	3.69780	3.69456	3.69716
2016/12/06 21:30:00	3.69850	3.69909	3.69837	3.69872	3.69467	3.69526	3.69453	3.69489
2016/12/06 21:15:00	3.69944	3.69996	3.69838	3.69850	3.68996	3.69530	3.68947	3.69467
2016/12/06 21:00:00	3.69923	3.70029	3.69918	3.69944	3.68969	3.69071	3.68963	3.68996
2016/12/06 20:45:00	3.69975	3.70127	3.69909	3.69923	3.69026	3.69220	3.68955	3.68969
2016/12/06 20:30:00	3.69697	3.70001	3.69639	3.69975	3.68896	3.69238	3.68850	3.69026
2016/12/06 20:15:00	3.69690	3.69759	3.68992	3.69697	3.68849	3.69265	3.68839	3.68896
2016/12/06 20:00:00	3.69680	3.69690	3.69586	3.69690	3.68848	3.68851	3.68844	3.68849
2016/12/06 19:45:00	3.69831	3.69963	3.69572	3.69680	3.68973	3.69277	3.68842	3.68848
2016/12/06 19:30:00	3.69184	3.69832	3.69109	3.69831	3.68879	3.69024	3.68535	3.68973
2016/12/06 19:15:00	3.69911	3.69918	3.68997	3.69184	3.68957	3.68964	3.68841	3.68879
2016/12/06 19:00:00	3.69988	3.70008	3.69878	3.69911	3.69024	3.69053	3.68922	3.68957
2016/12/06 18:45:00	3.69873	3.70314	3.69675	3.69988	3.68909	3.69644	3.68877	3.69024
