日時	"USD/CZK(始値, 買い)"	"USD/CZK(高値, 買い)"	"USD/CZK(安値, 買い)"	"USD/CZK(終値, 買い)"	"USD/CZK(始値, 売り)*"	"USD/CZK(高値, 売り)*"	"USD/CZK(安値, 売り)*"	"USD/CZK(終値, 売り)*"
2016/07/19 00:30:00	24.4127	24.4137	24.4099	24.4104	24.3956	24.3966	24.3927	24.3933
2016/07/19 00:15:00	24.4036	24.4127	24.4036	24.4127	24.3865	24.3956	24.3865	24.3956
2016/07/19 00:00:00	24.4027	24.4038	24.4025	24.4036	24.3856	24.3867	24.3854	24.3865
2016/07/18 23:45:00	24.3994	24.4028	24.3980	24.4027	24.3823	24.3857	24.3809	24.3856
2016/07/18 23:30:00	24.4100	24.4100	24.3994	24.3994	24.3929	24.3929	24.3823	24.3823
2016/07/18 23:15:00	24.4048	24.4103	24.4040	24.4100	24.3877	24.3932	24.3868	24.3929
2016/07/18 23:00:00	24.4130	24.4134	24.4036	24.4048	24.3958	24.3962	24.3865	24.3877
2016/07/18 22:45:00	24.4096	24.4130	24.4048	24.4130	24.3924	24.3958	24.3877	24.3958
2016/07/18 22:30:00	24.4032	24.4121	24.3999	24.4096	24.3860	24.3949	24.3827	24.3924
2016/07/18 22:15:00	24.4164	24.4164	24.4032	24.4032	24.3992	24.3992	24.3860	24.3860
2016/07/18 22:00:00	24.4245	24.4294	24.4110	24.4164	24.4073	24.4123	24.3939	24.3992
2016/07/18 21:45:00	24.4252	24.4282	24.4216	24.4245	24.4081	24.4110	24.4044	24.4073
2016/07/18 21:30:00	24.4272	24.4363	24.4243	24.4252	24.4100	24.4191	24.4072	24.4081
2016/07/18 21:15:00	24.4245	24.4297	24.4232	24.4272	24.4073	24.4126	24.4061	24.4100
2016/07/18 21:00:00	24.4259	24.4332	24.4245	24.4245	24.4087	24.4160	24.4073	24.4073
2016/07/18 20:45:00	24.4234	24.4293	24.4078	24.4259	24.4062	24.4121	24.3907	24.4087
2016/07/18 20:30:00	24.4270	24.4316	24.4234	24.4234	24.4098	24.4145	24.4062	24.4062
2016/07/18 20:15:00	24.4250	24.4285	24.4160	24.4270	24.4078	24.4114	24.3986	24.4098
2016/07/18 20:00:00	24.4260	24.4345	24.4185	24.4250	24.4086	24.4168	24.4014	24.4078
2016/07/18 19:45:00	24.4220	24.4260	24.4151	24.4260	24.4046	24.4086	24.3978	24.4086
2016/07/18 19:30:00	24.4217	24.4283	24.4156	24.4220	24.4039	24.4109	24.3983	24.4046
2016/07/18 19:15:00	24.4102	24.4230	24.4102	24.4217	24.3924	24.4052	24.3924	24.4039
2016/07/18 19:00:00	24.4116	24.4116	24.4077	24.4102	24.3935	24.3935	24.3899	24.3924
2016/07/18 18:45:00	24.4094	24.4144	24.4083	24.4116	24.3912	24.3963	24.3901	24.3935
2016/07/18 18:30:00	24.4077	24.4100	24.4029	24.4094	24.3896	24.3919	24.3848	24.3912
2016/07/18 18:15:00	24.4055	24.4104	24.4055	24.4077	24.3874	24.3922	24.3874	24.3896
2016/07/18 18:00:00	24.4153	24.4188	24.4053	24.4055	24.3883	24.3907	24.3859	24.3874
2016/07/18 17:45:00	24.4101	24.4196	24.4101	24.4153	24.3831	24.3926	24.3831	24.3883
2016/07/18 17:30:00	24.4168	24.4174	24.4071	24.4101	24.3898	24.3898	24.3801	24.3831
2016/07/18 17:15:00	24.4180	24.4181	24.4130	24.4168	24.3910	24.3911	24.3860	24.3898
2016/07/18 17:00:00	24.4090	24.4535	24.4090	24.4180	24.3900	24.3932	24.3490	24.3910
2016/07/18 16:45:00	24.4074	24.4140	24.4070	24.4090	24.3890	24.3950	24.3881	24.3900
2016/07/18 16:30:00	24.4089	24.4116	24.4074	24.4074	24.3924	24.3940	24.3890	24.3890
2016/07/18 16:15:00	24.4109	24.4120	24.4085	24.4089	24.3941	24.3950	24.3924	24.3924
2016/07/18 16:00:00	24.4148	24.4167	24.4107	24.4109	24.3984	24.4014	24.3941	24.3941
2016/07/18 15:45:00	24.4095	24.4148	24.4086	24.4148	24.3970	24.4018	24.3960	24.3984
2016/07/18 15:30:00	24.4086	24.4118	24.4075	24.4095	24.3960	24.3993	24.3949	24.3970
2016/07/18 15:15:00	24.4114	24.4119	24.4053	24.4086	24.3988	24.3994	24.3928	24.3960
2016/07/18 15:00:00	24.4201	24.4221	24.4106	24.4114	24.4075	24.4095	24.3980	24.3988
2016/07/18 14:45:00	24.4070	24.4216	24.4058	24.4201	24.3948	24.4091	24.3940	24.4075
2016/07/18 14:30:00	24.4068	24.4113	24.4058	24.4070	24.3956	24.3994	24.3934	24.3948
2016/07/18 14:15:00	24.4072	24.4140	24.4068	24.4068	24.3952	24.4015	24.3952	24.3956
2016/07/18 14:00:00	24.4074	24.4118	24.4026	24.4072	24.3949	24.3993	24.3903	24.3952
2016/07/18 13:45:00	24.4125	24.4200	24.4074	24.4074	24.3998	24.4073	24.3949	24.3949
