日時	"EUR/CHF(始値, 買い)"	"EUR/CHF(高値, 買い)"	"EUR/CHF(安値, 買い)"	"EUR/CHF(終値, 買い)"	"EUR/CHF(始値, 売り)*"	"EUR/CHF(高値, 売り)*"	"EUR/CHF(安値, 売り)*"	"EUR/CHF(終値, 売り)*"
2016/12/06 03:30:00	1.08387	1.08404	1.08327	1.08336	1.08380	1.08400	1.08320	1.08330
2016/12/06 03:15:00	1.08398	1.08445	1.08375	1.08387	1.08382	1.08438	1.08368	1.08380
2016/12/06 03:00:00	1.08260	1.08402	1.08204	1.08398	1.08253	1.08395	1.08197	1.08382
2016/12/06 02:45:00	1.08268	1.08296	1.08216	1.08260	1.08261	1.08289	1.08211	1.08253
2016/12/06 02:30:00	1.08239	1.08298	1.08228	1.08268	1.08232	1.08292	1.08222	1.08261
2016/12/06 02:15:00	1.08245	1.08280	1.08224	1.08239	1.08238	1.08274	1.08217	1.08232
2016/12/06 02:00:00	1.08266	1.08273	1.08235	1.08245	1.08256	1.08266	1.08231	1.08238
2016/12/06 01:45:00	1.08298	1.08301	1.08254	1.08266	1.08291	1.08293	1.08250	1.08256
2016/12/06 01:30:00	1.08337	1.08350	1.08296	1.08298	1.08330	1.08343	1.08291	1.08291
2016/12/06 01:15:00	1.08334	1.08339	1.08296	1.08337	1.08324	1.08330	1.08288	1.08330
2016/12/06 01:00:00	1.08339	1.08339	1.08290	1.08334	1.08331	1.08331	1.08282	1.08324
2016/12/06 00:45:00	1.08299	1.08345	1.08294	1.08339	1.08292	1.08338	1.08286	1.08331
2016/12/06 00:30:00	1.08334	1.08339	1.08292	1.08299	1.08328	1.08332	1.08286	1.08292
2016/12/06 00:15:00	1.08328	1.08336	1.08317	1.08334	1.08322	1.08329	1.08309	1.08328
2016/12/06 00:00:00	1.08341	1.08362	1.08321	1.08328	1.08334	1.08354	1.08315	1.08322
2016/12/05 23:45:00	1.08331	1.08348	1.08326	1.08341	1.08321	1.08340	1.08317	1.08334
2016/12/05 23:30:00	1.08333	1.08339	1.08324	1.08331	1.08323	1.08330	1.08315	1.08321
2016/12/05 23:15:00	1.08346	1.08349	1.08329	1.08333	1.08337	1.08342	1.08320	1.08323
2016/12/05 23:00:00	1.08327	1.08348	1.08318	1.08346	1.08317	1.08338	1.08308	1.08337
2016/12/05 22:45:00	1.08295	1.08328	1.08285	1.08327	1.08286	1.08318	1.08276	1.08317
2016/12/05 22:30:00	1.08325	1.08331	1.08290	1.08295	1.08312	1.08320	1.08280	1.08286
2016/12/05 22:15:00	1.08352	1.08353	1.08310	1.08325	1.08343	1.08343	1.08299	1.08312
2016/12/05 22:00:00	1.08337	1.08356	1.08332	1.08352	1.08327	1.08347	1.08324	1.08343
2016/12/05 21:45:00	1.08341	1.08345	1.08331	1.08337	1.08333	1.08335	1.08322	1.08327
2016/12/05 21:30:00	1.08324	1.08346	1.08313	1.08341	1.08314	1.08339	1.08303	1.08333
2016/12/05 21:15:00	1.08326	1.08328	1.08311	1.08324	1.08315	1.08319	1.08302	1.08314
2016/12/05 21:00:00	1.08335	1.08340	1.08311	1.08326	1.08324	1.08331	1.08300	1.08315
2016/12/05 20:45:00	1.08328	1.08336	1.08307	1.08335	1.08318	1.08324	1.08296	1.08324
2016/12/05 20:30:00	1.08307	1.08339	1.08304	1.08328	1.08297	1.08333	1.08293	1.08318
2016/12/05 20:15:00	1.08302	1.08313	1.08299	1.08307	1.08293	1.08303	1.08289	1.08297
2016/12/05 20:00:00	1.08311	1.08323	1.08299	1.08302	1.08306	1.08312	1.08291	1.08293
2016/12/05 19:45:00	1.08321	1.08322	1.08298	1.08311	1.08310	1.08313	1.08292	1.08306
2016/12/05 19:30:00	1.08332	1.08332	1.08305	1.08321	1.08321	1.08321	1.08295	1.08310
2016/12/05 19:15:00	1.08347	1.08351	1.08317	1.08332	1.08338	1.08345	1.08308	1.08321
2016/12/05 19:00:00	1.08328	1.08364	1.08328	1.08347	1.08322	1.08354	1.08321	1.08338
2016/12/05 18:45:00	1.08325	1.08342	1.08319	1.08328	1.08315	1.08334	1.08310	1.08322
2016/12/05 18:30:00	1.08346	1.08348	1.08319	1.08325	1.08332	1.08337	1.08310	1.08315
2016/12/05 18:15:00	1.08321	1.08362	1.08320	1.08346	1.08307	1.08352	1.08306	1.08332
2016/12/05 18:00:00	1.08323	1.08354	1.08283	1.08321	1.08277	1.08322	1.08269	1.08307
2016/12/05 17:45:00	1.08335	1.08424	1.08282	1.08323	1.08283	1.08376	1.08248	1.08277
2016/12/05 17:30:00	1.08358	1.08429	1.08328	1.08335	1.08280	1.08357	1.08249	1.08283
2016/12/05 17:15:00	1.08395	1.08443	1.08324	1.08358	1.08317	1.08368	1.08280	1.08280
2016/12/05 17:00:00	1.08395	1.08444	1.08322	1.08395	1.08255	1.08389	1.08231	1.08317
2016/12/05 16:45:00	1.08347	1.08395	1.08342	1.08395	1.08336	1.08359	1.08255	1.08255
2016/12/05 16:30:00	1.08339	1.08350	1.08329	1.08347	1.08331	1.08340	1.08320	1.08336
2016/12/05 16:15:00	1.08359	1.08369	1.08327	1.08339	1.08354	1.08362	1.08320	1.08331
2016/12/05 16:00:00	1.08375	1.08378	1.08339	1.08359	1.08366	1.08370	1.08329	1.08354
2016/12/05 15:45:00	1.08374	1.08384	1.08365	1.08375	1.08366	1.08375	1.08358	1.08366
2016/12/05 15:30:00	1.08381	1.08384	1.08369	1.08374	1.08372	1.08375	1.08360	1.08366
2016/12/05 15:15:00	1.08396	1.08397	1.08375	1.08381	1.08387	1.08388	1.08366	1.08372
2016/12/05 15:00:00	1.08394	1.08409	1.08383	1.08396	1.08386	1.08401	1.08375	1.08387
2016/12/05 14:45:00	1.08440	1.08465	1.08382	1.08394	1.08432	1.08459	1.08374	1.08386
2016/12/05 14:30:00	1.08436	1.08447	1.08417	1.08440	1.08428	1.08441	1.08408	1.08432
2016/12/05 14:15:00	1.08425	1.08448	1.08413	1.08436	1.08418	1.08442	1.08405	1.08428
2016/12/05 14:00:00	1.08442	1.08454	1.08403	1.08425	1.08435	1.08451	1.08396	1.08418
2016/12/05 13:45:00	1.08463	1.08486	1.08435	1.08442	1.08461	1.08481	1.08427	1.08435
2016/12/05 13:30:00	1.08490	1.08501	1.08445	1.08463	1.08483	1.08495	1.08436	1.08461
2016/12/05 13:15:00	1.08504	1.08535	1.08473	1.08490	1.08495	1.08528	1.08465	1.08483
2016/12/05 13:00:00	1.08392	1.08523	1.08362	1.08504	1.08382	1.08515	1.08353	1.08495
2016/12/05 12:45:00	1.08351	1.08415	1.08282	1.08392	1.08342	1.08403	1.08274	1.08382
2016/12/05 12:30:00	1.08326	1.08369	1.08299	1.08351	1.08318	1.08362	1.08291	1.08342
2016/12/05 12:15:00	1.08338	1.08375	1.08326	1.08326	1.08329	1.08365	1.08318	1.08318
2016/12/05 12:00:00	1.08342	1.08351	1.08314	1.08338	1.08336	1.08342	1.08306	1.08329
2016/12/05 11:45:00	1.08373	1.08385	1.08322	1.08342	1.08368	1.08380	1.08314	1.08336
2016/12/05 11:30:00	1.08392	1.08421	1.08363	1.08373	1.08383	1.08415	1.08360	1.08368
2016/12/05 11:15:00	1.08406	1.08420	1.08373	1.08392	1.08397	1.08411	1.08364	1.08383
2016/12/05 11:00:00	1.08456	1.08456	1.08397	1.08406	1.08447	1.08448	1.08390	1.08397
2016/12/05 10:45:00	1.08443	1.08459	1.08408	1.08456	1.08437	1.08453	1.08403	1.08447
2016/12/05 10:30:00	1.08398	1.08486	1.08372	1.08443	1.08389	1.08477	1.08364	1.08437
2016/12/05 10:15:00	1.08229	1.08412	1.08226	1.08398	1.08221	1.08406	1.08217	1.08389
2016/12/05 10:00:00	1.08220	1.08290	1.08165	1.08229	1.08210	1.08273	1.08157	1.08221
2016/12/05 09:45:00	1.08092	1.08243	1.08091	1.08220	1.08086	1.08234	1.08084	1.08210
2016/12/05 09:30:00	1.08037	1.08106	1.08035	1.08092	1.08028	1.08096	1.08028	1.08086
2016/12/05 09:15:00	1.07995	1.08050	1.07977	1.08037	1.07987	1.08044	1.07972	1.08028
2016/12/05 09:00:00	1.07924	1.08019	1.07924	1.07995	1.07916	1.08011	1.07916	1.07987
2016/12/05 08:45:00	1.07930	1.07998	1.07921	1.07924	1.07921	1.07992	1.07914	1.07916
2016/12/05 08:30:00	1.07934	1.07954	1.07911	1.07930	1.07926	1.07947	1.07905	1.07921
2016/12/05 08:15:00	1.07981	1.07998	1.07886	1.07934	1.07975	1.07990	1.07879	1.07926
2016/12/05 08:00:00	1.07901	1.08013	1.07899	1.07981	1.07895	1.08006	1.07893	1.07975
2016/12/05 07:45:00	1.07981	1.07982	1.07889	1.07901	1.07975	1.07975	1.07885	1.07895
2016/12/05 07:30:00	1.08024	1.08032	1.07926	1.07981	1.08013	1.08021	1.07922	1.07975
2016/12/05 07:15:00	1.08125	1.08127	1.08024	1.08024	1.08117	1.08120	1.08013	1.08013
2016/12/05 07:00:00	1.08036	1.08141	1.08032	1.08125	1.08029	1.08133	1.08023	1.08117
2016/12/05 06:45:00	1.08161	1.08173	1.08036	1.08036	1.08155	1.08165	1.08029	1.08029
2016/12/05 06:30:00	1.08178	1.08245	1.08112	1.08161	1.08177	1.08239	1.08104	1.08155
2016/12/05 06:15:00	1.08088	1.08203	1.08083	1.08178	1.08081	1.08200	1.08074	1.08177
2016/12/05 06:00:00	1.08028	1.08130	1.07979	1.08088	1.08022	1.08118	1.07973	1.08081
2016/12/05 05:45:00	1.07972	1.08037	1.07970	1.08028	1.07966	1.08033	1.07964	1.08022
2016/12/05 05:30:00	1.07905	1.07983	1.07905	1.07972	1.07896	1.07974	1.07895	1.07966
2016/12/05 05:15:00	1.07902	1.07925	1.07855	1.07905	1.07898	1.07918	1.07849	1.07896
2016/12/05 05:00:00	1.07827	1.07907	1.07804	1.07902	1.07817	1.07899	1.07795	1.07898
2016/12/05 04:45:00	1.07919	1.07950	1.07825	1.07827	1.07911	1.07943	1.07816	1.07817
2016/12/05 04:30:00	1.07745	1.07947	1.07735	1.07919	1.07735	1.07939	1.07727	1.07911
2016/12/05 04:15:00	1.07750	1.07780	1.07737	1.07745	1.07743	1.07771	1.07730	1.07735
2016/12/05 04:00:00	1.07798	1.07813	1.07748	1.07750	1.07788	1.07801	1.07738	1.07743
2016/12/05 03:45:00	1.07877	1.07878	1.07770	1.07798	1.07866	1.07866	1.07770	1.07788
2016/12/05 03:30:00	1.07850	1.07897	1.07805	1.07877	1.07840	1.07887	1.07797	1.07866
2016/12/05 03:15:00	1.07704	1.07884	1.07633	1.07850	1.07692	1.07877	1.07631	1.07840
2016/12/05 03:00:00	1.07456	1.07704	1.07449	1.07704	1.07450	1.07692	1.07444	1.07692
2016/12/05 02:45:00	1.07385	1.07457	1.07380	1.07456	1.07378	1.07450	1.07374	1.07450
2016/12/05 02:30:00	1.07376	1.07445	1.07357	1.07385	1.07366	1.07437	1.07345	1.07378
2016/12/05 02:15:00	1.07372	1.07411	1.07345	1.07376	1.07362	1.07403	1.07338	1.07366
2016/12/05 02:00:00	1.07295	1.07393	1.07262	1.07372	1.07284	1.07383	1.07252	1.07362
2016/12/05 01:45:00	1.07298	1.07317	1.07261	1.07295	1.07289	1.07307	1.07251	1.07284
2016/12/05 01:30:00	1.07263	1.07320	1.07262	1.07298	1.07252	1.07310	1.07252	1.07289
2016/12/05 01:15:00	1.07302	1.07310	1.07246	1.07263	1.07292	1.07299	1.07234	1.07252
2016/12/05 01:00:00	1.07278	1.07309	1.07264	1.07302	1.07268	1.07298	1.07253	1.07292
2016/12/05 00:45:00	1.07266	1.07280	1.07257	1.07278	1.07259	1.07273	1.07247	1.07268
2016/12/05 00:30:00	1.07248	1.07267	1.07242	1.07266	1.07239	1.07260	1.07232	1.07259
2016/12/05 00:15:00	1.07268	1.07270	1.07232	1.07248	1.07259	1.07262	1.07224	1.07239
2016/12/05 00:00:00	1.07269	1.07285	1.07255	1.07268	1.07262	1.07280	1.07248	1.07259
2016/12/04 23:45:00	1.07257	1.07269	1.07249	1.07269	1.07250	1.07262	1.07241	1.07262
2016/12/04 23:30:00	1.07249	1.07262	1.07231	1.07257	1.07244	1.07254	1.07224	1.07250
2016/12/04 23:15:00	1.07265	1.07267	1.07249	1.07249	1.07256	1.07259	1.07242	1.07244
2016/12/04 23:00:00	1.07290	1.07295	1.07265	1.07265	1.07280	1.07285	1.07255	1.07256
2016/12/04 22:45:00	1.07274	1.07290	1.07257	1.07290	1.07263	1.07280	1.07247	1.07280
2016/12/04 22:30:00	1.07266	1.07297	1.07256	1.07274	1.07256	1.07287	1.07247	1.07263
2016/12/04 22:15:00	1.07290	1.07292	1.07254	1.07266	1.07279	1.07283	1.07245	1.07256
2016/12/04 22:00:00	1.07304	1.07307	1.07287	1.07290	1.07295	1.07298	1.07278	1.07279
2016/12/04 21:45:00	1.07307	1.07313	1.07294	1.07304	1.07297	1.07303	1.07286	1.07295
2016/12/04 21:30:00	1.07283	1.07307	1.07254	1.07307	1.07272	1.07297	1.07243	1.07297
2016/12/04 21:15:00	1.07304	1.07305	1.07274	1.07283	1.07298	1.07300	1.07264	1.07272
2016/12/04 21:00:00	1.07310	1.07313	1.07285	1.07304	1.07300	1.07306	1.07274	1.07298
2016/12/04 20:45:00	1.07326	1.07345	1.07297	1.07310	1.07314	1.07335	1.07286	1.07300
2016/12/04 20:30:00	1.07331	1.07360	1.07309	1.07326	1.07323	1.07351	1.07302	1.07314
2016/12/04 20:15:00	1.07298	1.07342	1.07286	1.07331	1.07295	1.07333	1.07278	1.07323
2016/12/04 20:00:00	1.07319	1.07335	1.07265	1.07298	1.07313	1.07326	1.07248	1.07295
2016/12/04 19:45:00	1.07287	1.07337	1.07284	1.07319	1.07276	1.07328	1.07273	1.07313
2016/12/04 19:30:00	1.07274	1.07338	1.07247	1.07287	1.07266	1.07331	1.07229	1.07276
2016/12/04 19:15:00	1.07281	1.07327	1.07251	1.07274	1.07266	1.07315	1.07238	1.07266
2016/12/04 19:00:00	1.07237	1.07338	1.07211	1.07281	1.07198	1.07324	1.07193	1.07266
2016/12/04 18:45:00	1.07173	1.07340	1.07158	1.07237	1.07147	1.07328	1.07134	1.07198
2016/12/04 18:30:00	1.07128	1.07389	1.07044	1.07173	1.07093	1.07263	1.07012	1.07147
2016/12/04 18:15:00	1.07099	1.07212	1.06970	1.07128	1.07082	1.07125	1.06952	1.07093
2016/12/04 18:00:00	1.07115	1.07471	1.07084	1.07099	1.07074	1.07424	1.07074	1.07082
2016/12/04 17:45:00	1.07215	1.07280	1.07099	1.07115	1.07187	1.07236	1.07067	1.07074
2016/12/04 17:30:00	1.07240	1.07289	1.07202	1.07215	1.07193	1.07228	1.07170	1.07187
2016/12/04 17:15:00	1.07318	1.07330	1.07215	1.07240	1.07233	1.07260	1.07187	1.07193
2016/12/04 17:00:00	1.08008	1.08008	1.07248	1.07318	1.07748	1.07748	1.07199	1.07233
2016/12/02 16:45:00	1.07797	1.07898	1.07788	1.07861	1.07776	1.07836	1.07699	1.07699
2016/12/02 16:30:00	1.07804	1.07839	1.07793	1.07797	1.07795	1.07818	1.07776	1.07776
2016/12/02 16:15:00	1.07803	1.07811	1.07784	1.07804	1.07790	1.07796	1.07766	1.07795
2016/12/02 16:00:00	1.07780	1.07812	1.07779	1.07803	1.07773	1.07799	1.07773	1.07790
2016/12/02 15:45:00	1.07780	1.07783	1.07757	1.07780	1.07771	1.07775	1.07746	1.07773
2016/12/02 15:30:00	1.07787	1.07790	1.07763	1.07780	1.07779	1.07779	1.07753	1.07771
2016/12/02 15:15:00	1.07769	1.07790	1.07761	1.07787	1.07761	1.07781	1.07759	1.07779
2016/12/02 15:00:00	1.07754	1.07772	1.07735	1.07769	1.07744	1.07763	1.07728	1.07761
2016/12/02 14:45:00	1.07743	1.07756	1.07735	1.07754	1.07736	1.07748	1.07727	1.07744
2016/12/02 14:30:00	1.07763	1.07770	1.07739	1.07743	1.07755	1.07762	1.07733	1.07736
2016/12/02 14:15:00	1.07759	1.07785	1.07741	1.07763	1.07750	1.07777	1.07735	1.07755
2016/12/02 14:00:00	1.07723	1.07763	1.07723	1.07759	1.07714	1.07755	1.07714	1.07750
2016/12/02 13:45:00	1.07756	1.07756	1.07706	1.07723	1.07748	1.07748	1.07699	1.07714
2016/12/02 13:30:00	1.07786	1.07789	1.07733	1.07756	1.07778	1.07780	1.07725	1.07748
2016/12/02 13:15:00	1.07789	1.07797	1.07775	1.07786	1.07781	1.07789	1.07768	1.07778
2016/12/02 13:00:00	1.07794	1.07822	1.07786	1.07789	1.07785	1.07814	1.07779	1.07781
2016/12/02 12:45:00	1.07802	1.07816	1.07791	1.07794	1.07794	1.07808	1.07785	1.07785
2016/12/02 12:30:00	1.07830	1.07834	1.07799	1.07802	1.07821	1.07826	1.07792	1.07794
2016/12/02 12:15:00	1.07872	1.07875	1.07811	1.07830	1.07864	1.07866	1.07805	1.07821
2016/12/02 12:00:00	1.07851	1.07889	1.07832	1.07872	1.07845	1.07881	1.07824	1.07864
2016/12/02 11:45:00	1.07782	1.07855	1.07778	1.07851	1.07774	1.07847	1.07772	1.07845
2016/12/02 11:30:00	1.07820	1.07828	1.07778	1.07782	1.07814	1.07822	1.07771	1.07774
2016/12/02 11:15:00	1.07865	1.07872	1.07811	1.07820	1.07857	1.07866	1.07804	1.07814
2016/12/02 11:00:00	1.07863	1.07893	1.07833	1.07865	1.07855	1.07885	1.07825	1.07857
2016/12/02 10:45:00	1.07729	1.07863	1.07729	1.07863	1.07721	1.07855	1.07721	1.07855
2016/12/02 10:30:00	1.07675	1.07752	1.07671	1.07729	1.07666	1.07746	1.07664	1.07721
2016/12/02 10:15:00	1.07651	1.07700	1.07619	1.07675	1.07646	1.07692	1.07613	1.07666
2016/12/02 10:00:00	1.07583	1.07667	1.07501	1.07651	1.07575	1.07660	1.07494	1.07646
2016/12/02 09:45:00	1.07535	1.07593	1.07513	1.07583	1.07534	1.07584	1.07506	1.07575
2016/12/02 09:30:00	1.07510	1.07560	1.07487	1.07535	1.07503	1.07554	1.07483	1.07534
2016/12/02 09:15:00	1.07511	1.07547	1.07476	1.07510	1.07502	1.07539	1.07470	1.07503
2016/12/02 09:00:00	1.07436	1.07551	1.07433	1.07511	1.07434	1.07544	1.07428	1.07502
2016/12/02 08:45:00	1.07475	1.07491	1.07406	1.07436	1.07466	1.07482	1.07399	1.07434
2016/12/02 08:30:00	1.07479	1.07606	1.07411	1.07475	1.07450	1.07569	1.07329	1.07466
2016/12/02 08:15:00	1.07514	1.07593	1.07472	1.07479	1.07512	1.07585	1.07440	1.07450
2016/12/02 08:00:00	1.07523	1.07533	1.07432	1.07514	1.07516	1.07527	1.07426	1.07512
2016/12/02 07:45:00	1.07659	1.07673	1.07503	1.07523	1.07650	1.07667	1.07497	1.07516
2016/12/02 07:30:00	1.07711	1.07726	1.07657	1.07659	1.07704	1.07720	1.07650	1.07650
2016/12/02 07:15:00	1.07740	1.07751	1.07703	1.07711	1.07733	1.07744	1.07698	1.07704
2016/12/02 07:00:00	1.07710	1.07744	1.07708	1.07740	1.07702	1.07738	1.07701	1.07733
2016/12/02 06:45:00	1.07653	1.07724	1.07653	1.07710	1.07647	1.07719	1.07645	1.07702
2016/12/02 06:30:00	1.07668	1.07713	1.07653	1.07653	1.07661	1.07706	1.07646	1.07647
2016/12/02 06:15:00	1.07723	1.07727	1.07660	1.07668	1.07716	1.07720	1.07653	1.07661
2016/12/02 06:00:00	1.07689	1.07754	1.07682	1.07723	1.07682	1.07749	1.07676	1.07716
2016/12/02 05:45:00	1.07734	1.07739	1.07689	1.07689	1.07725	1.07733	1.07681	1.07682
2016/12/02 05:30:00	1.07703	1.07741	1.07699	1.07734	1.07696	1.07734	1.07692	1.07725
2016/12/02 05:15:00	1.07678	1.07709	1.07668	1.07703	1.07670	1.07701	1.07660	1.07696
2016/12/02 05:00:00	1.07628	1.07682	1.07617	1.07678	1.07620	1.07674	1.07609	1.07670
2016/12/02 04:45:00	1.07648	1.07658	1.07621	1.07628	1.07642	1.07650	1.07617	1.07620
2016/12/02 04:30:00	1.07727	1.07727	1.07639	1.07648	1.07722	1.07722	1.07634	1.07642
2016/12/02 04:15:00	1.07776	1.07788	1.07719	1.07727	1.07769	1.07782	1.07714	1.07722
2016/12/02 04:00:00	1.07788	1.07799	1.07731	1.07776	1.07781	1.07794	1.07728	1.07769
2016/12/02 03:45:00	1.07746	1.07789	1.07694	1.07788	1.07740	1.07783	1.07687	1.07781
2016/12/02 03:30:00	1.07789	1.07789	1.07742	1.07746	1.07782	1.07782	1.07737	1.07740
2016/12/02 03:15:00	1.07834	1.07838	1.07773	1.07789	1.07830	1.07834	1.07769	1.07782
2016/12/02 03:00:00	1.07825	1.07874	1.07822	1.07834	1.07821	1.07867	1.07815	1.07830
2016/12/02 02:45:00	1.07851	1.07851	1.07820	1.07825	1.07844	1.07845	1.07813	1.07821
2016/12/02 02:30:00	1.07856	1.07887	1.07842	1.07851	1.07849	1.07882	1.07836	1.07844
2016/12/02 02:15:00	1.07893	1.07911	1.07856	1.07856	1.07886	1.07904	1.07849	1.07849
2016/12/02 02:00:00	1.07880	1.07909	1.07862	1.07893	1.07875	1.07903	1.07856	1.07886
2016/12/02 01:45:00	1.07881	1.07892	1.07868	1.07880	1.07873	1.07886	1.07864	1.07875
2016/12/02 01:30:00	1.07890	1.07891	1.07876	1.07881	1.07882	1.07884	1.07868	1.07873
2016/12/02 01:15:00	1.07894	1.07899	1.07880	1.07890	1.07888	1.07891	1.07872	1.07882
2016/12/02 01:00:00	1.07879	1.07899	1.07873	1.07894	1.07871	1.07892	1.07866	1.07888
2016/12/02 00:45:00	1.07890	1.07893	1.07877	1.07879	1.07881	1.07886	1.07869	1.07871
2016/12/02 00:30:00	1.07889	1.07897	1.07881	1.07890	1.07879	1.07887	1.07874	1.07881
2016/12/02 00:15:00	1.07894	1.07898	1.07882	1.07889	1.07886	1.07890	1.07875	1.07879
2016/12/02 00:00:00	1.07893	1.07900	1.07884	1.07894	1.07885	1.07893	1.07875	1.07886
2016/12/01 23:45:00	1.07875	1.07899	1.07868	1.07893	1.07864	1.07895	1.07858	1.07885
2016/12/01 23:30:00	1.07872	1.07891	1.07867	1.07875	1.07862	1.07881	1.07857	1.07864
2016/12/01 23:15:00	1.07883	1.07893	1.07868	1.07872	1.07873	1.07884	1.07858	1.07862
2016/12/01 23:00:00	1.07878	1.07902	1.07865	1.07883	1.07869	1.07895	1.07857	1.07873
2016/12/01 22:45:00	1.07805	1.07885	1.07801	1.07878	1.07795	1.07875	1.07794	1.07869
2016/12/01 22:30:00	1.07797	1.07805	1.07784	1.07805	1.07789	1.07797	1.07784	1.07795
2016/12/01 22:15:00	1.07797	1.07804	1.07787	1.07797	1.07787	1.07796	1.07784	1.07789
2016/12/01 22:00:00	1.07800	1.07803	1.07792	1.07797	1.07791	1.07793	1.07787	1.07787
2016/12/01 21:45:00	1.07796	1.07804	1.07793	1.07800	1.07786	1.07794	1.07782	1.07791
2016/12/01 21:30:00	1.07794	1.07798	1.07787	1.07796	1.07785	1.07791	1.07782	1.07786
2016/12/01 21:15:00	1.07795	1.07800	1.07782	1.07794	1.07787	1.07791	1.07777	1.07785
2016/12/01 21:00:00	1.07792	1.07799	1.07787	1.07795	1.07784	1.07791	1.07778	1.07787
2016/12/01 20:45:00	1.07798	1.07802	1.07786	1.07792	1.07789	1.07793	1.07776	1.07784
2016/12/01 20:30:00	1.07791	1.07801	1.07787	1.07798	1.07781	1.07792	1.07781	1.07789
2016/12/01 20:15:00	1.07799	1.07804	1.07776	1.07791	1.07790	1.07795	1.07764	1.07781
2016/12/01 20:00:00	1.07763	1.07803	1.07751	1.07799	1.07752	1.07796	1.07743	1.07790
2016/12/01 19:45:00	1.07764	1.07778	1.07743	1.07763	1.07753	1.07765	1.07732	1.07752
2016/12/01 19:30:00	1.07772	1.07781	1.07735	1.07764	1.07741	1.07770	1.07729	1.07753
2016/12/01 19:15:00	1.07752	1.07772	1.07727	1.07772	1.07741	1.07756	1.07717	1.07741
2016/12/01 19:00:00	1.07767	1.07785	1.07727	1.07752	1.07756	1.07774	1.07721	1.07741
2016/12/01 18:45:00	1.07777	1.07779	1.07732	1.07767	1.07766	1.07769	1.07717	1.07756
2016/12/01 18:30:00	1.07744	1.07786	1.07739	1.07777	1.07729	1.07775	1.07727	1.07766
2016/12/01 18:15:00	1.07736	1.07771	1.07735	1.07744	1.07718	1.07754	1.07718	1.07729
2016/12/01 18:00:00	1.07773	1.07773	1.07727	1.07736	1.07696	1.07744	1.07696	1.07718
2016/12/01 17:45:00	1.07796	1.07796	1.07741	1.07773	1.07728	1.07729	1.07667	1.07696
2016/12/01 17:30:00	1.07779	1.07796	1.07740	1.07796	1.07701	1.07742	1.07699	1.07728
2016/12/01 17:15:00	1.07777	1.07782	1.07749	1.07779	1.07702	1.07717	1.07688	1.07701
2016/12/01 17:00:00	1.07832	1.07832	1.07703	1.07777	1.07674	1.07742	1.07619	1.07702
2016/12/01 16:45:00	1.07732	1.07832	1.07729	1.07832	1.07721	1.07746	1.07673	1.07674
2016/12/01 16:30:00	1.07765	1.07779	1.07728	1.07732	1.07755	1.07766	1.07717	1.07721
2016/12/01 16:15:00	1.07720	1.07769	1.07713	1.07765	1.07711	1.07760	1.07705	1.07755
2016/12/01 16:00:00	1.07683	1.07760	1.07680	1.07720	1.07673	1.07751	1.07670	1.07711
2016/12/01 15:45:00	1.07671	1.07710	1.07664	1.07683	1.07663	1.07700	1.07659	1.07673
2016/12/01 15:30:00	1.07713	1.07722	1.07669	1.07671	1.07703	1.07713	1.07661	1.07663
2016/12/01 15:15:00	1.07723	1.07727	1.07709	1.07713	1.07714	1.07718	1.07700	1.07703
2016/12/01 15:00:00	1.07753	1.07767	1.07715	1.07723	1.07744	1.07759	1.07707	1.07714
2016/12/01 14:45:00	1.07729	1.07761	1.07717	1.07753	1.07722	1.07755	1.07712	1.07744
2016/12/01 14:30:00	1.07733	1.07752	1.07718	1.07729	1.07725	1.07746	1.07712	1.07722
2016/12/01 14:15:00	1.07721	1.07754	1.07706	1.07733	1.07721	1.07747	1.07699	1.07725
2016/12/01 14:00:00	1.07689	1.07724	1.07683	1.07721	1.07681	1.07721	1.07675	1.07721
2016/12/01 13:45:00	1.07629	1.07694	1.07622	1.07689	1.07621	1.07687	1.07615	1.07681
2016/12/01 13:30:00	1.07641	1.07650	1.07617	1.07629	1.07634	1.07642	1.07614	1.07621
2016/12/01 13:15:00	1.07662	1.07664	1.07629	1.07641	1.07654	1.07658	1.07622	1.07634
2016/12/01 13:00:00	1.07638	1.07681	1.07634	1.07662	1.07631	1.07674	1.07627	1.07654
2016/12/01 12:45:00	1.07657	1.07674	1.07636	1.07638	1.07653	1.07666	1.07629	1.07631
2016/12/01 12:30:00	1.07660	1.07690	1.07642	1.07657	1.07653	1.07685	1.07636	1.07653
2016/12/01 12:15:00	1.07662	1.07699	1.07649	1.07660	1.07654	1.07691	1.07641	1.07653
2016/12/01 12:00:00	1.07688	1.07701	1.07656	1.07662	1.07682	1.07696	1.07648	1.07654
2016/12/01 11:45:00	1.07636	1.07743	1.07632	1.07688	1.07629	1.07736	1.07628	1.07682
2016/12/01 11:30:00	1.07611	1.07641	1.07605	1.07636	1.07604	1.07634	1.07601	1.07629
2016/12/01 11:15:00	1.07555	1.07645	1.07525	1.07611	1.07550	1.07639	1.07519	1.07604
2016/12/01 11:00:00	1.07562	1.07599	1.07488	1.07555	1.07555	1.07596	1.07485	1.07550
2016/12/01 10:45:00	1.07641	1.07692	1.07531	1.07562	1.07635	1.07685	1.07525	1.07555
2016/12/01 10:30:00	1.07649	1.07669	1.07601	1.07641	1.07643	1.07664	1.07595	1.07635
