日時	"USD/CNH(始値, 買い)"	"USD/CNH(高値, 買い)"	"USD/CNH(安値, 買い)"	"USD/CNH(終値, 買い)"	"USD/CNH(始値, 売り)*"	"USD/CNH(高値, 売り)*"	"USD/CNH(安値, 売り)*"	"USD/CNH(終値, 売り)*"
2016/12/29 12:15:00	6.96719	6.96734	6.96719	6.96719	6.96668	6.96671	6.96631	6.96671
2016/12/29 12:00:00	6.96469	6.96881	6.96384	6.96719	6.96381	6.96821	6.96341	6.96668
2016/12/29 11:45:00	6.96807	6.96915	6.96391	6.96469	6.96767	6.96838	6.96351	6.96381
2016/12/29 11:30:00	6.96833	6.96881	6.96649	6.96807	6.96801	6.96841	6.96604	6.96767
2016/12/29 11:15:00	6.97033	6.97059	6.96825	6.96833	6.96987	6.96991	6.96791	6.96801
2016/12/29 11:00:00	6.97229	6.97279	6.97009	6.97033	6.97151	6.97171	6.96911	6.96987
2016/12/29 10:45:00	6.97259	6.97300	6.97160	6.97229	6.97228	6.97261	6.97081	6.97151
2016/12/29 10:30:00	6.97249	6.97309	6.97159	6.97259	6.97221	6.97259	6.97107	6.97228
2016/12/29 10:15:00	6.97369	6.97375	6.97187	6.97249	6.97341	6.97341	6.97150	6.97221
2016/12/29 10:00:00	6.97349	6.97429	6.97349	6.97369	6.97308	6.97383	6.97308	6.97341
2016/12/29 09:45:00	6.97459	6.97469	6.97339	6.97349	6.97421	6.97421	6.97303	6.97308
2016/12/29 09:30:00	6.97454	6.97479	6.97413	6.97459	6.97412	6.97435	6.97380	6.97421
2016/12/29 09:15:00	6.97428	6.97478	6.97419	6.97454	6.97391	6.97441	6.97371	6.97412
2016/12/29 09:00:00	6.97389	6.97679	6.97379	6.97428	6.97336	6.97621	6.97331	6.97391
2016/12/29 08:45:00	6.97379	6.97635	6.97359	6.97389	6.97321	6.97492	6.97299	6.97336
2016/12/29 08:30:00	6.97579	6.97760	6.97299	6.97379	6.97360	6.97561	6.97251	6.97321
2016/12/29 08:15:00	6.97429	6.97659	6.97361	6.97579	6.97388	6.97616	6.97300	6.97360
2016/12/29 08:00:00	6.97478	6.97480	6.97409	6.97429	6.97431	6.97441	6.97371	6.97388
2016/12/29 07:45:00	6.97359	6.97478	6.97357	6.97478	6.97321	6.97444	6.97321	6.97431
2016/12/29 07:30:00	6.97439	6.97462	6.97349	6.97359	6.97381	6.97422	6.97303	6.97321
2016/12/29 07:15:00	6.97474	6.97500	6.97389	6.97439	6.97431	6.97456	6.97351	6.97381
2016/12/29 07:00:00	6.97529	6.97669	6.97389	6.97474	6.97501	6.97611	6.97347	6.97431
2016/12/29 06:45:00	6.97549	6.97669	6.97499	6.97529	6.97511	6.97621	6.97451	6.97501
2016/12/29 06:30:00	6.97529	6.97662	6.97408	6.97549	6.97455	6.97631	6.97338	6.97511
2016/12/29 06:15:00	6.97489	6.97632	6.97389	6.97529	6.97451	6.97584	6.97351	6.97455
2016/12/29 06:00:00	6.97375	6.97512	6.97315	6.97489	6.97331	6.97471	6.97281	6.97451
2016/12/29 05:45:00	6.98299	6.98389	6.97284	6.97375	6.98250	6.98291	6.97231	6.97331
2016/12/29 05:30:00	6.98149	6.98429	6.98139	6.98299	6.98106	6.98366	6.98105	6.98250
2016/12/29 05:15:00	6.97942	6.98179	6.97939	6.98149	6.97894	6.98122	6.97892	6.98106
2016/12/29 05:00:00	6.98099	6.98149	6.97879	6.97942	6.98053	6.98081	6.97811	6.97894
2016/12/29 04:45:00	6.97856	6.98179	6.97805	6.98099	6.97811	6.98131	6.97767	6.98053
2016/12/29 04:30:00	6.97700	6.97920	6.97692	6.97856	6.97661	6.97881	6.97658	6.97811
2016/12/29 04:15:00	6.97653	6.97708	6.97627	6.97700	6.97611	6.97671	6.97581	6.97661
2016/12/29 04:00:00	6.97498	6.97700	6.97324	6.97653	6.97471	6.97681	6.97280	6.97611
2016/12/29 03:45:00	6.97490	6.97507	6.97412	6.97498	6.97467	6.97471	6.97361	6.97471
2016/12/29 03:30:00	6.97515	6.97600	6.97480	6.97490	6.97481	6.97571	6.97450	6.97467
2016/12/29 03:15:00	6.97470	6.97730	6.97445	6.97515	6.97419	6.97698	6.97411	6.97481
2016/12/29 03:00:00	6.97420	6.97480	6.97340	6.97470	6.97381	6.97431	6.97300	6.97419
2016/12/29 02:45:00	6.97400	6.97420	6.97199	6.97420	6.97368	6.97391	6.97131	6.97381
2016/12/29 02:30:00	6.97072	6.97500	6.97006	6.97400	6.97021	6.97456	6.96941	6.97368
2016/12/29 02:15:00	6.97310	6.97310	6.96889	6.97072	6.97250	6.97257	6.96831	6.97021
2016/12/29 02:00:00	6.97513	6.97513	6.97208	6.97310	6.97421	6.97431	6.97150	6.97250
2016/12/29 01:45:00	6.97532	6.97583	6.97299	6.97513	6.97505	6.97505	6.97260	6.97421
2016/12/29 01:30:00	6.97543	6.97649	6.97502	6.97532	6.97518	6.97611	6.97467	6.97505
2016/12/29 01:15:00	6.97549	6.97617	6.97498	6.97543	6.97521	6.97564	6.97457	6.97518
2016/12/29 01:00:00	6.97509	6.97615	6.97424	6.97549	6.97461	6.97551	6.97366	6.97521
2016/12/29 00:45:00	6.97629	6.97629	6.97499	6.97509	6.97571	6.97581	6.97421	6.97461
2016/12/29 00:30:00	6.97489	6.97649	6.97429	6.97629	6.97431	6.97581	6.97381	6.97571
2016/12/29 00:15:00	6.97559	6.97632	6.97369	6.97489	6.97521	6.97591	6.97322	6.97431
2016/12/29 00:00:00	6.97402	6.97619	6.97389	6.97559	6.97369	6.97561	6.97344	6.97521
2016/12/28 23:45:00	6.97400	6.97649	6.97389	6.97402	6.97371	6.97601	6.97343	6.97369
2016/12/28 23:30:00	6.97386	6.97400	6.97376	6.97400	6.97361	6.97371	6.97340	6.97371
2016/12/28 23:15:00	6.97379	6.97400	6.97349	6.97386	6.97345	6.97371	6.97310	6.97361
2016/12/28 23:00:00	6.97436	6.97479	6.97339	6.97379	6.97401	6.97421	6.97311	6.97345
2016/12/28 22:45:00	6.97336	6.97480	6.97336	6.97436	6.97310	6.97441	6.97298	6.97401
2016/12/28 22:30:00	6.97443	6.97510	6.96989	6.97336	6.97406	6.97469	6.96911	6.97310
2016/12/28 22:15:00	6.97919	6.97919	6.97409	6.97443	6.97861	6.97866	6.97370	6.97406
2016/12/28 22:00:00	6.98659	6.98679	6.97789	6.97919	6.98633	6.98648	6.97756	6.97861
2016/12/28 21:45:00	6.98509	6.98799	6.98509	6.98659	6.98480	6.98700	6.98480	6.98633
2016/12/28 21:30:00	6.98389	6.98550	6.98309	6.98509	6.98360	6.98511	6.98260	6.98480
2016/12/28 21:15:00	6.97999	6.98419	6.97999	6.98389	6.97961	6.98371	6.97951	6.98360
2016/12/28 21:00:00	6.98029	6.98109	6.97929	6.97999	6.97961	6.98061	6.97871	6.97961
2016/12/28 20:45:00	6.97467	6.98263	6.97439	6.98029	6.97401	6.98191	6.97371	6.97961
2016/12/28 20:30:00	6.97609	6.97739	6.97309	6.97467	6.97561	6.97671	6.97247	6.97401
2016/12/28 20:15:00	6.97819	6.97948	6.97570	6.97609	6.97731	6.97821	6.97460	6.97561
2016/12/28 20:00:00	6.97690	6.97819	6.97559	6.97819	6.97671	6.97751	6.97496	6.97731
2016/12/28 19:45:00	6.97429	6.97817	6.97415	6.97690	6.97361	6.97735	6.97361	6.97671
2016/12/28 19:30:00	6.97522	6.97546	6.97409	6.97429	6.97481	6.97497	6.97355	6.97361
2016/12/28 19:15:00	6.97459	6.97545	6.97450	6.97522	6.97371	6.97497	6.97341	6.97481
2016/12/28 19:00:00	6.97310	6.97603	6.97310	6.97459	6.97221	6.97500	6.97221	6.97371
2016/12/28 18:45:00	6.97159	6.97389	6.97139	6.97310	6.97071	6.97241	6.97061	6.97221
2016/12/28 18:30:00	6.97009	6.97319	6.96889	6.97159	6.96882	6.97091	6.96731	6.97071
2016/12/28 18:15:00	6.97149	6.97239	6.96889	6.97009	6.96823	6.97014	6.96671	6.96882
2016/12/28 18:00:00	6.97749	6.97780	6.96869	6.97149	6.97200	6.97357	6.96771	6.96823
2016/12/28 17:45:00	6.97605	6.97812	6.97469	6.97749	6.97180	6.97202	6.97110	6.97200
2016/12/28 17:30:00	6.97892	6.97892	6.97581	6.97605	6.97171	6.97180	6.97127	6.97180
2016/12/28 17:15:00	6.97886	6.97892	6.97881	6.97892	6.97150	6.97171	6.97150	6.97171
2016/12/28 17:00:00	6.97279	6.97990	6.97279	6.97886	6.96900	6.97232	6.96900	6.97150
2016/12/28 16:45:00	6.97300	6.97373	6.97090	6.97279	6.97050	6.97050	6.96830	6.96900
2016/12/28 16:30:00	6.97269	6.97390	6.97259	6.97300	6.97124	6.97191	6.97050	6.97050
2016/12/28 16:15:00	6.97249	6.97296	6.97145	6.97269	6.97071	6.97145	6.97041	6.97124
2016/12/28 16:00:00	6.97169	6.97287	6.97159	6.97249	6.97013	6.97081	6.97013	6.97071
2016/12/28 15:45:00	6.97134	6.97179	6.97038	6.97169	6.97032	6.97041	6.96961	6.97013
2016/12/28 15:30:00	6.97129	6.97141	6.97127	6.97134	6.97027	6.97039	6.97025	6.97032
2016/12/28 15:15:00	6.97129	6.97135	6.97099	6.97129	6.97027	6.97033	6.97017	6.97027
2016/12/28 15:00:00	6.97192	6.97839	6.97089	6.97129	6.97100	6.97661	6.96985	6.97027
2016/12/28 14:45:00	6.97041	6.97209	6.96979	6.97192	6.96929	6.97121	6.96892	6.97100
2016/12/28 14:30:00	6.97117	6.97426	6.97029	6.97041	6.97061	6.97311	6.96911	6.96929
2016/12/28 14:15:00	6.97189	6.97199	6.97054	6.97117	6.97081	6.97091	6.96976	6.97061
2016/12/28 14:00:00	6.97329	6.97355	6.97138	6.97189	6.97251	6.97271	6.97021	6.97081
2016/12/28 13:45:00	6.97459	6.97473	6.97289	6.97329	6.97381	6.97381	6.97231	6.97251
2016/12/28 13:30:00	6.97379	6.97469	6.97339	6.97459	6.97321	6.97381	6.97281	6.97381
2016/12/28 13:15:00	6.97434	6.97506	6.97379	6.97379	6.97341	6.97471	6.97321	6.97321
2016/12/28 13:00:00	6.97315	6.97434	6.97248	6.97434	6.97231	6.97351	6.97180	6.97341
2016/12/28 12:45:00	6.97399	6.97475	6.97203	6.97315	6.97355	6.97391	6.97156	6.97231
2016/12/28 12:30:00	6.97429	6.97527	6.97389	6.97399	6.97341	6.97475	6.97336	6.97355
2016/12/28 12:15:00	6.97429	6.97539	6.97189	6.97429	6.97394	6.97481	6.97109	6.97341
2016/12/28 12:00:00	6.97401	6.97718	6.97399	6.97429	6.97341	6.97601	6.97309	6.97394
2016/12/28 11:45:00	6.97379	6.97415	6.97031	6.97401	6.97341	6.97371	6.96980	6.97341
2016/12/28 11:30:00	6.97379	6.97389	6.97269	6.97379	6.97341	6.97351	6.97205	6.97341
2016/12/28 11:15:00	6.97293	6.97379	6.97279	6.97379	6.97261	6.97349	6.97225	6.97341
2016/12/28 11:00:00	6.97129	6.97354	6.97069	6.97293	6.97108	6.97284	6.97027	6.97261
2016/12/28 10:45:00	6.97099	6.97159	6.96992	6.97129	6.97061	6.97123	6.96953	6.97108
2016/12/28 10:30:00	6.97139	6.97161	6.96886	6.97099	6.97079	6.97101	6.96837	6.97061
2016/12/28 10:15:00	6.97030	6.97179	6.96980	6.97139	6.97011	6.97123	6.96969	6.97079
2016/12/28 10:00:00	6.97150	6.97204	6.97030	6.97030	6.97106	6.97171	6.97009	6.97011
2016/12/28 09:45:00	6.97389	6.97509	6.97121	6.97150	6.97365	6.97466	6.97085	6.97106
2016/12/28 09:30:00	6.97449	6.97829	6.97289	6.97389	6.97428	6.97775	6.97211	6.97365
2016/12/28 09:15:00	6.97479	6.97511	6.97439	6.97449	6.97438	6.97474	6.97409	6.97428
2016/12/28 09:00:00	6.97189	6.97515	6.97179	6.97479	6.97131	6.97491	6.97131	6.97438
2016/12/28 08:45:00	6.97359	6.97459	6.97147	6.97189	6.97308	6.97406	6.97111	6.97131
2016/12/28 08:30:00	6.97737	6.97989	6.97221	6.97359	6.97701	6.97944	6.97156	6.97308
2016/12/28 08:15:00	6.97389	6.97752	6.97343	6.97737	6.97370	6.97721	6.97309	6.97701
2016/12/28 08:00:00	6.97209	6.97430	6.97199	6.97389	6.97126	6.97370	6.97125	6.97370
2016/12/28 07:45:00	6.97049	6.97259	6.97039	6.97209	6.96986	6.97156	6.96966	6.97126
2016/12/28 07:30:00	6.97029	6.97249	6.96969	6.97049	6.96995	6.97177	6.96938	6.96986
2016/12/28 07:15:00	6.96993	6.97358	6.96989	6.97029	6.96961	6.97309	6.96911	6.96995
2016/12/28 07:00:00	6.96889	6.97049	6.96889	6.96993	6.96863	6.97003	6.96863	6.96961
2016/12/28 06:45:00	6.97039	6.97049	6.96880	6.96889	6.96991	6.97001	6.96841	6.96863
2016/12/28 06:30:00	6.96959	6.97099	6.96959	6.97039	6.96917	6.97046	6.96909	6.96991
2016/12/28 06:15:00	6.96799	6.96999	6.96749	6.96959	6.96763	6.96950	6.96674	6.96917
2016/12/28 06:00:00	6.96789	6.96829	6.96769	6.96799	6.96742	6.96771	6.96730	6.96763
2016/12/28 05:45:00	6.96766	6.96849	6.96763	6.96789	6.96726	6.96796	6.96726	6.96742
2016/12/28 05:30:00	6.96950	6.96951	6.96669	6.96766	6.96914	6.96917	6.96630	6.96726
2016/12/28 05:15:00	6.96955	6.97219	6.96939	6.96950	6.96919	6.97111	6.96899	6.96914
2016/12/28 05:00:00	6.97199	6.97476	6.96919	6.96955	6.97149	6.97371	6.96892	6.96919
2016/12/28 04:45:00	6.96894	6.97200	6.96804	6.97199	6.96870	6.97163	6.96771	6.97149
2016/12/28 04:30:00	6.96904	6.96921	6.96845	6.96894	6.96870	6.96891	6.96778	6.96870
2016/12/28 04:15:00	6.96647	6.96960	6.96644	6.96904	6.96601	6.96914	6.96591	6.96870
2016/12/28 04:00:00	6.96580	6.96649	6.96483	6.96647	6.96547	6.96601	6.96438	6.96601
2016/12/28 03:45:00	6.96470	6.96650	6.96469	6.96580	6.96441	6.96621	6.96441	6.96547
2016/12/28 03:30:00	6.96289	6.96499	6.96259	6.96470	6.96246	6.96469	6.96221	6.96441
2016/12/28 03:15:00	6.96053	6.96480	6.95969	6.96289	6.96011	6.96432	6.95950	6.96246
2016/12/28 03:00:00	6.95904	6.96160	6.95904	6.96053	6.95879	6.96121	6.95879	6.96011
2016/12/28 02:45:00	6.95759	6.95957	6.95739	6.95904	6.95731	6.95931	6.95717	6.95879
2016/12/28 02:30:00	6.95721	6.95848	6.95678	6.95759	6.95691	6.95819	6.95646	6.95731
2016/12/28 02:15:00	6.95582	6.95789	6.95569	6.95721	6.95551	6.95731	6.95537	6.95691
2016/12/28 02:00:00	6.95508	6.95669	6.95476	6.95582	6.95481	6.95631	6.95447	6.95551
2016/12/28 01:45:00	6.95446	6.95559	6.95446	6.95508	6.95421	6.95516	6.95406	6.95481
2016/12/28 01:30:00	6.95375	6.95477	6.95359	6.95446	6.95349	6.95431	6.95330	6.95421
2016/12/28 01:15:00	6.95220	6.95458	6.95220	6.95375	6.95195	6.95429	6.95195	6.95349
2016/12/28 01:00:00	6.95161	6.95279	6.95161	6.95220	6.95136	6.95221	6.95130	6.95195
2016/12/28 00:45:00	6.95249	6.95257	6.95149	6.95161	6.95224	6.95227	6.95119	6.95136
2016/12/28 00:30:00	6.95369	6.95427	6.95249	6.95249	6.95340	6.95381	6.95224	6.95224
2016/12/28 00:15:00	6.95395	6.95469	6.95339	6.95369	6.95361	6.95411	6.95311	6.95340
2016/12/28 00:00:00	6.95409	6.95464	6.95359	6.95395	6.95377	6.95411	6.95301	6.95361
2016/12/27 23:45:00	6.95419	6.95454	6.95409	6.95409	6.95381	6.95419	6.95377	6.95377
2016/12/27 23:30:00	6.95399	6.95434	6.95399	6.95419	6.95374	6.95401	6.95371	6.95381
2016/12/27 23:15:00	6.95402	6.95440	6.95379	6.95399	6.95377	6.95418	6.95348	6.95374
2016/12/27 23:00:00	6.95369	6.95513	6.95364	6.95402	6.95327	6.95471	6.95326	6.95377
2016/12/27 22:45:00	6.95279	6.95381	6.95249	6.95369	6.95250	6.95351	6.95211	6.95327
2016/12/27 22:30:00	6.95319	6.95335	6.95234	6.95279	6.95292	6.95292	6.95225	6.95250
2016/12/27 22:15:00	6.95330	6.95406	6.95277	6.95319	6.95301	6.95361	6.95241	6.95292
2016/12/27 22:00:00	6.95427	6.95440	6.95291	6.95330	6.95391	6.95392	6.95263	6.95301
2016/12/27 21:45:00	6.95574	6.95595	6.95399	6.95427	6.95550	6.95570	6.95368	6.95391
2016/12/27 21:30:00	6.95549	6.95658	6.95529	6.95574	6.95521	6.95622	6.95495	6.95550
2016/12/27 21:15:00	6.95639	6.95642	6.95521	6.95549	6.95610	6.95610	6.95490	6.95521
2016/12/27 21:00:00	6.95689	6.95712	6.95479	6.95639	6.95621	6.95651	6.95415	6.95610
2016/12/27 20:45:00	6.95490	6.95719	6.95369	6.95689	6.95461	6.95651	6.95343	6.95621
2016/12/27 20:30:00	6.95039	6.95589	6.94949	6.95490	6.95006	6.95512	6.94900	6.95461
2016/12/27 20:15:00	6.95486	6.95529	6.95011	6.95039	6.95356	6.95436	6.94994	6.95006
2016/12/27 20:00:00	6.95729	6.95737	6.95421	6.95486	6.95665	6.95666	6.95341	6.95356
2016/12/27 19:45:00	6.95479	6.95799	6.95469	6.95729	6.95421	6.95729	6.95421	6.95665
2016/12/27 19:30:00	6.95639	6.95639	6.95439	6.95479	6.95542	6.95556	6.95381	6.95421
2016/12/27 19:15:00	6.95747	6.95809	6.95576	6.95639	6.95630	6.95751	6.95496	6.95542
2016/12/27 19:00:00	6.95788	6.95789	6.95699	6.95747	6.95738	6.95739	6.95620	6.95630
2016/12/27 18:45:00	6.95834	6.95847	6.95785	6.95788	6.95654	6.95754	6.95653	6.95738
2016/12/27 18:30:00	6.95844	6.95845	6.95834	6.95834	6.95644	6.95654	6.95642	6.95654
2016/12/27 18:15:00	6.95834	6.95851	6.95834	6.95844	6.95631	6.95651	6.95631	6.95644
2016/12/27 18:00:00	6.95997	6.95997	6.95834	6.95834	6.95661	6.95700	6.95631	6.95631
2016/12/27 17:45:00	6.96076	6.96076	6.95997	6.95997	6.95664	6.95664	6.95630	6.95661
2016/12/27 17:30:00	6.96054	6.96078	6.96042	6.96076	6.95650	6.95665	6.95632	6.95664
2016/12/27 17:15:00	6.96119	6.96119	6.96053	6.96054	6.95697	6.95697	6.95641	6.95650
2016/12/27 17:00:00	6.96069	6.96140	6.96069	6.96119	6.95741	6.95741	6.95650	6.95697
2016/12/27 16:45:00	6.95929	6.96069	6.95929	6.96069	6.95746	6.95746	6.95720	6.95741
2016/12/27 16:30:00	6.95944	6.96005	6.95929	6.95929	6.95862	6.95862	6.95735	6.95746
2016/12/27 16:15:00	6.96074	6.96074	6.95943	6.95944	6.95852	6.95909	6.95852	6.95862
2016/12/27 16:00:00	6.96079	6.96081	6.96019	6.96074	6.95961	6.95961	6.95851	6.95852
2016/12/27 15:45:00	6.96098	6.96100	6.95919	6.96079	6.95976	6.95977	6.95731	6.95961
2016/12/27 15:30:00	6.95852	6.96115	6.95852	6.96098	6.95774	6.95993	6.95768	6.95976
2016/12/27 15:15:00	6.95851	6.95852	6.95850	6.95852	6.95773	6.95774	6.95772	6.95774
2016/12/27 15:00:00	6.95853	6.95877	6.95850	6.95851	6.95775	6.95799	6.95772	6.95773
2016/12/27 14:45:00	6.95849	6.95872	6.95849	6.95853	6.95775	6.95794	6.95772	6.95775
2016/12/27 14:30:00	6.95929	6.95949	6.95819	6.95849	6.95827	6.95828	6.95718	6.95775
2016/12/27 14:15:00	6.95944	6.95959	6.95889	6.95929	6.95852	6.95871	6.95781	6.95827
2016/12/27 14:00:00	6.95979	6.95984	6.95889	6.95944	6.95901	6.95902	6.95752	6.95852
2016/12/27 13:45:00	6.95961	6.95999	6.95904	6.95979	6.95899	6.95907	6.95791	6.95901
2016/12/27 13:30:00	6.95929	6.95981	6.95923	6.95961	6.95827	6.95921	6.95821	6.95899
2016/12/27 13:15:00	6.95938	6.95955	6.95921	6.95929	6.95846	6.95851	6.95801	6.95827
2016/12/27 13:00:00	6.95938	6.95955	6.95818	6.95938	6.95846	6.95851	6.95711	6.95846
2016/12/27 12:45:00	6.95952	6.95959	6.95899	6.95938	6.95874	6.95881	6.95781	6.95846
2016/12/27 12:30:00	6.95982	6.95989	6.95929	6.95952	6.95904	6.95911	6.95841	6.95874
2016/12/27 12:15:00	6.95973	6.96014	6.95949	6.95982	6.95871	6.95934	6.95851	6.95904
2016/12/27 12:00:00	6.95849	6.95973	6.95827	6.95973	6.95791	6.95881	6.95751	6.95871
2016/12/27 11:45:00	6.95814	6.95864	6.95811	6.95849	6.95721	6.95801	6.95705	6.95791
2016/12/27 11:30:00	6.95688	6.95865	6.95574	6.95814	6.95591	6.95741	6.95481	6.95721
2016/12/27 11:15:00	6.95879	6.95906	6.95687	6.95688	6.95791	6.95801	6.95571	6.95591
2016/12/27 11:00:00	6.95759	6.95930	6.95702	6.95879	6.95699	6.95801	6.95611	6.95791
2016/12/27 10:45:00	6.95598	6.95780	6.95598	6.95759	6.95548	6.95713	6.95548	6.95699
2016/12/27 10:30:00	6.95568	6.95641	6.95559	6.95598	6.95491	6.95571	6.95491	6.95548
2016/12/27 10:15:00	6.95557	6.95578	6.95509	6.95568	6.95496	6.95521	6.95461	6.95491
2016/12/27 10:00:00	6.95489	6.95570	6.95474	6.95557	6.95422	6.95560	6.95417	6.95496
2016/12/27 09:45:00	6.95478	6.95551	6.95459	6.95489	6.95441	6.95521	6.95403	6.95422
2016/12/27 09:30:00	6.95494	6.95509	6.95444	6.95478	6.95457	6.95471	6.95414	6.95441
2016/12/27 09:15:00	6.95498	6.95500	6.95487	6.95494	6.95461	6.95471	6.95444	6.95457
2016/12/27 09:00:00	6.95465	6.95509	6.95439	6.95498	6.95406	6.95461	6.95401	6.95461
2016/12/27 08:45:00	6.95486	6.95532	6.95456	6.95465	6.95451	6.95491	6.95401	6.95406
2016/12/27 08:30:00	6.95455	6.95532	6.95445	6.95486	6.95427	6.95491	6.95391	6.95451
2016/12/27 08:15:00	6.95739	6.95769	6.95435	6.95455	6.95651	6.95691	6.95399	6.95427
2016/12/27 08:00:00	6.95681	6.95909	6.95639	6.95739	6.95625	6.95811	6.95593	6.95651
2016/12/27 07:45:00	6.95629	6.95779	6.95579	6.95681	6.95571	6.95711	6.95524	6.95625
2016/12/27 07:30:00	6.95583	6.95699	6.95514	6.95629	6.95521	6.95591	6.95460	6.95571
2016/12/27 07:15:00	6.95439	6.95709	6.95382	6.95583	6.95401	6.95591	6.95348	6.95521
2016/12/27 07:00:00	6.95682	6.95709	6.95399	6.95439	6.95637	6.95651	6.95352	6.95401
2016/12/27 06:45:00	6.95684	6.95691	6.95679	6.95682	6.95641	6.95651	6.95631	6.95637
2016/12/27 06:30:00	6.95599	6.95699	6.95589	6.95684	6.95541	6.95641	6.95531	6.95641
2016/12/27 06:15:00	6.95629	6.95709	6.95539	6.95599	6.95601	6.95631	6.95505	6.95541
2016/12/27 06:00:00	6.95702	6.95727	6.95569	6.95629	6.95659	6.95701	6.95531	6.95601
2016/12/27 05:45:00	6.95749	6.95759	6.95689	6.95702	6.95721	6.95725	6.95646	6.95659
2016/12/27 05:30:00	6.95827	6.95886	6.95742	6.95749	6.95801	6.95864	6.95701	6.95721
2016/12/27 05:15:00	6.95794	6.95861	6.95754	6.95827	6.95744	6.95813	6.95704	6.95801
2016/12/27 05:00:00	6.95748	6.95817	6.95669	6.95794	6.95700	6.95769	6.95621	6.95744
2016/12/27 04:45:00	6.95709	6.95800	6.95709	6.95748	6.95680	6.95741	6.95680	6.95700
2016/12/27 04:30:00	6.95649	6.95809	6.95629	6.95709	6.95618	6.95747	6.95594	6.95680
2016/12/27 04:15:00	6.95639	6.95729	6.95519	6.95649	6.95561	6.95661	6.95487	6.95618
2016/12/27 04:00:00	6.95745	6.95745	6.95563	6.95639	6.95701	6.95701	6.95506	6.95561
2016/12/27 03:45:00	6.95738	6.95790	6.95639	6.95745	6.95661	6.95741	6.95591	6.95701
2016/12/27 03:30:00	6.95882	6.95896	6.95733	6.95738	6.95761	6.95841	6.95653	6.95661
2016/12/27 03:15:00	6.95742	6.96031	6.95699	6.95882	6.95721	6.95931	6.95653	6.95761
2016/12/27 03:00:00	6.95775	6.95790	6.95659	6.95742	6.95721	6.95749	6.95611	6.95721
2016/12/27 02:45:00	6.95927	6.95930	6.95741	6.95775	6.95903	6.95903	6.95651	6.95721
2016/12/27 02:30:00	6.95926	6.95932	6.95897	6.95927	6.95902	6.95903	6.95872	6.95903
2016/12/27 02:15:00	6.95976	6.96060	6.95890	6.95926	6.95931	6.96021	6.95821	6.95902
2016/12/27 02:00:00	6.95738	6.96084	6.95732	6.95976	6.95691	6.95981	6.95691	6.95931
2016/12/27 01:45:00	6.95694	6.95750	6.95693	6.95738	6.95661	6.95691	6.95631	6.95691
2016/12/27 01:30:00	6.95722	6.95766	6.95671	6.95694	6.95691	6.95723	6.95631	6.95661
2016/12/27 01:15:00	6.95641	6.95811	6.95626	6.95722	6.95597	6.95754	6.95571	6.95691
2016/12/27 01:00:00	6.95735	6.95735	6.95561	6.95641	6.95695	6.95701	6.95510	6.95597
2016/12/27 00:45:00	6.95859	6.95923	6.95733	6.95735	6.95799	6.95815	6.95691	6.95695
2016/12/27 00:30:00	6.96142	6.96183	6.95859	6.95859	6.96111	6.96161	6.95781	6.95799
2016/12/27 00:15:00	6.96338	6.96338	6.96142	6.96142	6.96308	6.96308	6.96089	6.96111
2016/12/27 00:00:00	6.96200	6.96345	6.96200	6.96338	6.96173	6.96321	6.96173	6.96308
2016/12/26 23:45:00	6.96193	6.96204	6.96184	6.96200	6.96169	6.96181	6.96160	6.96173
2016/12/26 23:30:00	6.96220	6.96220	6.96192	6.96193	6.96177	6.96189	6.96168	6.96169
2016/12/26 23:15:00	6.96150	6.96220	6.96150	6.96220	6.96126	6.96180	6.96126	6.96177
2016/12/26 23:00:00	6.96220	6.96220	6.96119	6.96150	6.96170	6.96170	6.96071	6.96126
2016/12/26 22:45:00	6.96039	6.96270	6.95999	6.96220	6.95991	6.96216	6.95976	6.96170
2016/12/26 22:30:00	6.95856	6.96069	6.95849	6.96039	6.95821	6.95997	6.95817	6.95991
2016/12/26 22:15:00	6.95959	6.95970	6.95829	6.95856	6.95921	6.95946	6.95751	6.95821
2016/12/26 22:00:00	6.95969	6.96130	6.95949	6.95959	6.95931	6.96071	6.95901	6.95921
2016/12/26 21:45:00	6.95771	6.96096	6.95764	6.95969	6.95741	6.96011	6.95710	6.95931
2016/12/26 21:30:00	6.95820	6.95820	6.95749	6.95771	6.95741	6.95769	6.95693	6.95741
2016/12/26 21:15:00	6.95691	6.95820	6.95691	6.95820	6.95621	6.95751	6.95580	6.95741
2016/12/26 21:00:00	6.95727	6.95727	6.95610	6.95691	6.95641	6.95641	6.95540	6.95621
2016/12/26 20:45:00	6.95670	6.95765	6.95637	6.95727	6.95621	6.95681	6.95528	6.95641
2016/12/26 20:30:00	6.95511	6.95680	6.95433	6.95670	6.95421	6.95626	6.95335	6.95621
2016/12/26 20:15:00	6.95470	6.95551	6.95400	6.95511	6.95398	6.95471	6.95335	6.95421
2016/12/26 20:00:00	6.95470	6.95488	6.95410	6.95470	6.95381	6.95401	6.95319	6.95398
2016/12/26 19:45:00	6.95399	6.95530	6.95389	6.95470	6.95278	6.95431	6.95278	6.95381
2016/12/26 19:30:00	6.95169	6.95429	6.95166	6.95399	6.95091	6.95331	6.95091	6.95278
2016/12/26 19:15:00	6.95275	6.95401	6.95146	6.95169	6.95095	6.95250	6.95080	6.95091
